,Mileage,Rating,Rating-Count,Year,Price,Name,Status,model_details,Class,Version2,Version1
1522,24820,4.1,376,2019,26764.0,Volkswagen,Unknown,9 Volkswagen Jetta GLI 2.0T S,S,2.0T,GLI
1523,84086,4.7,1850,2019,56559.0,Ford,Unknown,9 Ford F-250 SUPER DUTY,DUTY,SUPER,F-250
1524,12447,3.3,1460,2021,43995.0,Ford,Unknown, Ford Explorer LIMITED,LIMITED,Explorer,Ford
1525,63520,2.4,92,2020,35950.0,Dodge,Unknown, Dodge Durango GT Plus,Plus,GT,Durango
1526,41706,4.5,72,2019,33741.0,Volvo,Unknown,9 Volvo S60 T6 Inscription,Inscription,T6,S60
1527,5667,4.7,811,2021,75991.0,Ford,Unknown, Ford F-350 XLT,XLT,F-350,Ford
1528,17285,4.9,694,2020,39993.0,Volvo,Unknown, Volvo XC40 R-Design,R-Design,XC40,Volvo
1529,15465,4.2,450,2022,64414.0,Toyota,Unknown, Toyota Tundra Limited,Limited,Tundra,Toyota
1530,575,3.4,59,2023,24998.0,Nissan,Unknown,3 Nissan Altima 2.5 S,S,2.5,Altima
1531,55683,4.3,534,2017,18298.0,Nissan,Great,7 Nissan Rogue S,S,Rogue,Nissan
1532,6733,4.5,740,2019,28850.0,INFINITI,Unknown,9 INFINITI QX30 LUXE,LUXE,QX30,INFINITI
1533,1725,3.9,798,2022,59280.0,Ford,Unknown, Ford F-150 XLT,XLT,F-150,Ford
1534,20010,4.2,2419,2020,28500.0,Volkswagen,Unknown, Volkswagen Jetta GLI 2.0T Autobahn,Autobahn,2.0T,GLI
1535,14128,4.9,1053,2021,29000.0,Kia,Unknown, Kia K5 GT-Line,GT-Line,K5,Kia
1536,35058,4.5,426,2017,38970.0,Ford,Unknown,7 Ford Expedition PLATINUM,PLATINUM,Expedition,Ford
1537,26598,4.6,558,2020,36990.0,Acura,Unknown, Acura MDX ,MDX,Acura,Acura
1538,27797,4.4,1210,2021,37430.0,Toyota,Unknown, Toyota RAV4 Hybrid Limited,Limited,Hybrid,RAV4
1539,11015,4.6,284,2022,34997.0,Nissan,Unknown, Nissan Murano SV,SV,Murano,Nissan
1540,1705,4.1,1708,2022,43788.0,Toyota,Unknown, Toyota Highlander XLE,XLE,Highlander,Toyota
1541,32961,4.9,441,2020,35654.0,Volkswagen,Unknown, Volkswagen Atlas Cross Sport 3.6 V6 SE w/ Technology R-Line,R-Line,Technology,w/
1542,11735,4.9,249,2022,61550.0,Volvo,Unknown, Volvo XC90 T6 AWD Momentum 7 Seater,Seater,7,Momentum
1543,17671,4.9,166,2021,37994.0,Honda,Unknown, Honda Pilot ,Pilot,Honda,Honda
1544,29024,4.8,2348,2019,32490.0,Honda,Good,9 Honda CR-V EX-L,EX-L,CR-V,Honda
1545,12952,4.8,368,2019,23995.0,Volkswagen,Unknown,9 Volkswagen Golf SportWagen 1.4T S,S,1.4T,SportWagen
1546,8794,2.9,123,2022,52000.0,Volvo,Great, Volvo XC90 T5 Momentum 7 Passenger,Passenger,7,Momentum
1547,36004,4.5,222,2021,43647.0,Cadillac,Unknown, Cadillac XT6 Premium Luxury AWD,AWD,Luxury,Premium
1548,28660,4.8,885,2022,76988.0,BMW,Good, BMW X6 xDrive40i,xDrive40i,X6,BMW
1549,31978,4.8,2005,2020,59995.0,BMW,Great, BMW X3 M Base (A8),(A8),Base,M
1550,10554,4.9,1157,2022,67998.0,Jeep,Great, Jeep Wagoneer Series II,II,Series,Wagoneer
1551,31830,4.4,222,2021,34000.0,Nissan,Good, Nissan Rogue Platinum,Platinum,Rogue,Nissan
1552,29717,4.8,6845,2019,59998.0,BMW,Great,9 BMW X7 xDrive40i,xDrive40i,X7,BMW
1553,935,4.0,416,2022,59899.0,Toyota,Good, Toyota RAV4 Prime XSE,XSE,Prime,RAV4
1554,18548,4.8,368,2020,35900.0,Volkswagen,Unknown, Volkswagen Atlas Cross Sport 2.0T SEL,SEL,2.0T,Sport
1555,62542,4.7,655,2020,32500.0,Chrysler,Good, Chrysler Pacifica Limited,Limited,Pacifica,Chrysler
1556,28296,3.8,77,2021,22187.0,Volkswagen,Unknown, Volkswagen Tiguan 2.0T S,S,2.0T,Tiguan
1557,41548,4.5,365,2019,29995.0,BMW,Great,9 BMW X3 sDrive30i,sDrive30i,X3,BMW
1558,48582,4.6,1509,2020,56491.0,BMW,Unknown, BMW X3 M AWD,AWD,M,X3
1559,2200,4.4,48,2022,139000.0,Porsche,Good, Porsche 911 Carrera,Carrera,911,Porsche
1560,31205,5.0,66,2020,26899.0,Acura,Great, Acura TLX FWD,FWD,TLX,Acura
1561,30514,4.6,698,2020,51000.0,Cadillac,Good, Cadillac XT6 Sport AWD,AWD,Sport,XT6
1562,29855,4.3,1074,2018,64981.0,Ford,Fair, Ford F-350 Lariat Super Duty,Duty,Super,Lariat
1563,35598,3.8,359,2020,42997.0,Volvo,Good, Volvo XC90 T5 Momentum 7 Passenger,Passenger,7,Momentum
1564,34011,2.4,27,2021,33788.0,Volkswagen,Great, Volkswagen Atlas 3.6L SE w/Technology,w/Technology,SE,3.6L
1565,8594,4.8,2796,2022,48995.0,Kia,Good, Kia Stinger GT,GT,Stinger,Kia
1566,31877,3.9,260,2018,35179.0,Kia,Great, Kia Stinger GT,GT,Stinger,Kia
1567,37675,4.4,1165,2022,33749.0,Subaru,Fair, Subaru Forester Wilderness,Wilderness,Forester,Subaru
1568,14248,4.8,26,2020,35701.0,Subaru,Good, Subaru WRX Limited,Limited,WRX,Subaru
1569,4859,2.3,56,2022,50100.0,GMC,Fair, GMC Sierra 1500 Pro,Pro,1500,Sierra
1570,30508,4.8,764,2019,81888.0,Toyota,Good,9 Toyota Land Cruiser V,V,Cruiser,Land
1571,10232,4.4,359,2021,32995.0,Honda,Good, Honda Accord Sport SE,SE,Sport,Accord
1572,22502,4.5,466,2021,42493.0,Toyota,Good, Toyota Sienna LE,LE,Sienna,Toyota
1573,6108,4.2,511,2022,36250.0,Ford,Fair, Ford Bronco Sport OUTER BANKS,BANKS,OUTER,Sport
1574,49590,4.7,281,2021,45906.0,Jeep,Good, Jeep Gladiator Mojave,Mojave,Gladiator,Jeep
1575,12977,4.6,259,2022,29742.0,Toyota,Fair, Toyota Corolla LE,LE,Corolla,Toyota
1576,22766,4.6,1079,2020,21274.0,Nissan,Good, Nissan Sentra S,S,Sentra,Nissan
1577,14187,4.6,318,2022,47016.0,Toyota,Good, Toyota Highlander XSE,XSE,Highlander,Toyota
1578,19989,4.5,7013,2021,75000.0,GMC,Good, GMC Sierra 3500 SLT,SLT,3500,Sierra
1579,27571,4.5,1061,2021,34967.0,Dodge,Great, Dodge Durango SXT,SXT,Durango,Dodge
1580,258,4.9,1808,2022,62975.0,Toyota,Good, Toyota Tundra SR5,SR5,Tundra,Toyota
1581,11647,3.3,138,2021,43287.0,Chevrolet,Great, Chevrolet Traverse RS,RS,Traverse,Chevrolet
1582,26146,4.8,1444,2019,61848.0,BMW,Great,9 BMW X7 xDrive40i,xDrive40i,X7,BMW
1583,16473,3.0,141,2020,40900.0,Cadillac,Good, Cadillac CT4 Premium Luxury,Luxury,Premium,CT4
1584,4650,3.0,141,2021,37900.0,Cadillac,Great, Cadillac CT4 Luxury,Luxury,CT4,Cadillac
1585,27808,4.6,325,2019,28893.0,Ford,Great,9 Ford Flex SEL,SEL,Flex,Ford
1586,29934,4.9,157,2021,32998.0,INFINITI,Unknown, INFINITI QX50 Luxe,Luxe,QX50,INFINITI
1587,16538,4.9,2206,2019,50500.0,Volvo,Good,9 Volvo V90 T6 Inscription,Inscription,T6,V90
1588,36283,4.8,2005,2021,36995.0,BMW,Good, BMW X1 xDrive28i,xDrive28i,X1,BMW
1589,16830,4.7,1844,2021,57990.0,INFINITI,Great, INFINITI QX80 Luxe,Luxe,QX80,INFINITI
1590,23914,4.7,133,2020,33923.0,Dodge,Good, Dodge Durango SXT,SXT,Durango,Dodge
1591,22536,4.0,1289,2021,69911.0,BMW,Great, BMW M550 i xDrive,xDrive,i,M550
1592,22921,3.7,1682,2021,36968.0,Volvo,Good, Volvo S60 T5 R-Design,R-Design,T5,S60
1593,20232,5.0,127,2020,64900.0,Porsche,Fair, Porsche Macan S,S,Macan,Porsche
1594,27720,4.9,1226,2020,28500.0,Volkswagen,Great, Volkswagen Arteon 2.0T SE,SE,2.0T,Arteon
1595,53449,4.8,1348,2019,21467.0,Acura,Great,9 Acura ILX Base,Base,ILX,Acura
1596,47965,4.4,245,2020,37490.0,Ford,Great, Ford Explorer Limited,Limited,Explorer,Ford
1597,43579,4.2,1363,2020,29161.0,Acura,Good, Acura ILX Premium & A-SPEC Packages,Packages,A-SPEC,&
1598,39966,4.8,885,2019,43981.0,BMW,Great,9 BMW 740 i xDrive,xDrive,i,740
1599,35873,4.7,652,2019,53349.0,Cadillac,Good,9 Cadillac CT6 3.0 Twin Turbo Sport,Sport,Turbo,Twin
1600,56766,3.2,843,2020,43989.0,Chevrolet,Good, Chevrolet Express 3500 LT,LT,3500,Express
1601,42146,3.1,231,2019,28199.0,Ford,Great,9 Ford Edge TITANIUM,TITANIUM,Edge,Ford
1602,18400,4.8,1609,2020,29525.0,Acura,Great, Acura TLX FWD,FWD,TLX,Acura
1603,23868,4.8,816,2019,42487.0,BMW,Great,9 BMW 540 i,i,540,BMW
1604,47105,4.9,2027,2016,26987.0,Mercedes-Benz,Great,6 Mercedes-Benz GLC-Class GLC 300 4MATIC,4MATIC,300,GLC
1605,23688,4.5,87,2018,65495.0,Maserati,Great, Maserati GranTurismo Sport,Sport,GranTurismo,Maserati
1606,11481,4.2,2860,2021,53841.0,Chevrolet,Great, Chevrolet Silverado 1500 High Country,Country,High,1500
1607,15385,4.0,502,2021,55990.0,Ford,Good, Ford Explorer Platinum,Platinum,Explorer,Ford
1608,28815,3.7,1682,2021,32968.0,Volvo,Great, Volvo S60 T5 Momentum,Momentum,T5,S60
1609,15388,4.2,791,2021,45999.0,Jeep,Great, Jeep Gladiator Mojave,Mojave,Gladiator,Jeep
1610,3589,4.5,709,2022,38932.0,Toyota,Great, Toyota Highlander L,L,Highlander,Toyota
1611,17353,4.8,930,2022,58998.0,INFINITI,Unknown, INFINITI QX60 SENSORY,SENSORY,QX60,INFINITI
1612,13496,4.8,866,2021,45890.0,Ford,Great, Ford F-150 XLT,XLT,F-150,Ford
1613,1949,4.8,421,2021,129994.0,Porsche,Great, Porsche Taycan 4S,4S,Taycan,Porsche
1614,46761,3.2,141,2020,37875.0,Buick,Great, Buick Enclave Premium,Premium,Enclave,Buick
1615,16387,3.0,141,2021,43900.0,Cadillac,Good, Cadillac CT4 Sport,Sport,CT4,Cadillac
1616,38947,4.9,350,2018,26864.0,Buick,Great, Buick Envision Essence,Essence,Envision,Buick
1617,19555,4.7,517,2020,38897.0,Acura,Good, Acura RDX Technology Package,Package,Technology,RDX
1618,13455,4.7,1122,2021,48750.0,Volvo,Unknown, Volvo V90 T5 Inscription,Inscription,T5,V90
1619,66776,3.8,788,2019,23975.0,Dodge,Good,9 Dodge Charger SXT,SXT,Charger,Dodge
1620,28325,4.3,458,2019,67885.0,BMW,Good,9 BMW X5 xDrive50i,xDrive50i,X5,BMW
1621,15844,3.0,430,2021,39929.0,Dodge,Unknown, Dodge Durango GT Plus,Plus,GT,Durango
1622,28037,4.1,779,2020,41290.0,Cadillac,Great, Cadillac XT6 Premium Luxury AWD,AWD,Luxury,Premium
1623,18200,4.5,1242,2021,38396.0,Chrysler,Great, Chrysler Pacifica Hybrid Touring L,L,Touring,Hybrid
1624,6904,4.7,543,2021,38998.0,Volkswagen,Good, Volkswagen Arteon 2.0T SEL R-Line 4MOTION,4MOTION,R-Line,SEL
1625,2111,3.9,66,2022,58999.0,INFINITI,Fair, INFINITI Q60 3.0t Red Sport 4,4,Sport,Red
1626,29688,4.1,605,2020,34995.0,Dodge,Great, Dodge Durango GT,GT,Durango,Dodge
1627,26418,4.5,26,2019,27562.0,GMC,Good,9 GMC Terrain SLE,SLE,Terrain,GMC
1628,33218,4.5,469,2020,52997.0,Porsche,Great, Porsche Macan Base,Base,Macan,Porsche
1629,19731,4.3,1210,2021,74989.0,BMW,Good, BMW 740 i xDrive,xDrive,i,740
1630,2527,3.3,506,2022,30995.0,Nissan,Great, Nissan Frontier S,S,Frontier,Nissan
1631,3235,4.7,612,2022,37714.0,Jeep,Great, Jeep Cherokee Limited,Limited,Cherokee,Jeep
1632,52224,4.9,171,2021,51049.0,Chevrolet,Good, Chevrolet Silverado 1500 LT Trail Boss,Boss,Trail,LT
1633,35261,4.4,598,2021,29699.0,Kia,Good, Kia K5 GT-Line,GT-Line,K5,Kia
1634,25415,4.7,244,2020,157799.0,Porsche,Good, Porsche Taycan Turbo S,S,Turbo,Taycan
1635,26991,4.9,104,2019,42589.0,Chevrolet,Good,9 Chevrolet Blazer RS,RS,Blazer,Chevrolet
1636,19732,4.6,350,2020,28700.0,Volkswagen,Fair, Volkswagen Jetta GLI 2.0T S,S,2.0T,GLI
1637,3220,4.1,65,2020,40000.0,Ford,Great, Ford Mustang GT Premium,Premium,GT,Mustang
1638,11310,4.6,2659,2021,107000.0,Cadillac,Good, Cadillac Escalade Premium Luxury Platinum,Platinum,Luxury,Premium
1639,15632,4.8,597,2018,44995.0,Volvo,Great, Volvo V90 Cross Country T6,T6,Country,Cross
1640,42363,4.7,942,2020,70999.0,BMW,Good, BMW X6 M50i,M50i,X6,BMW
1641,48212,4.9,1789,2020,29995.0,Chevrolet,Great, Chevrolet Traverse LS,LS,Traverse,Chevrolet
1642,18773,4.8,1678,2021,43921.0,Acura,Good, Acura RDX w/A-Spec Package,Package,w/A-Spec,RDX
1643,37076,4.5,287,2019,31926.0,Chevrolet,Great,9 Chevrolet Traverse LT Cloth,Cloth,LT,Traverse
1644,641,5.0,576,2021,869000.0,Ferrari,Good, Ferrari SF90 Stradale Base,Base,Stradale,SF90
1645,22006,2.7,22,2019,37995.0,BMW,Good,9 BMW 330 i xDrive,xDrive,i,330
1646,7821,4.7,941,2022,28400.0,Volkswagen,Great, Volkswagen Tiguan 2.0T S,S,2.0T,Tiguan
1647,25284,3.8,555,2019,82477.0,Cadillac,Good,9 Cadillac CT6-V 4.2L Blackwing Twin Turbo,Turbo,Twin,Blackwing
1648,55982,4.3,246,2020,38887.0,Volvo,Unknown, Volvo XC90 T6 Momentum 7 Passenger,Passenger,7,Momentum
1649,39312,4.7,4196,2018,35995.0,Toyota,Good, Toyota Tacoma SR5,SR5,Tacoma,Toyota
1650,18898,4.9,1786,2021,28762.0,Kia,Good, Kia K5 GT-Line,GT-Line,K5,Kia
1651,28772,4.6,111,2020,43980.0,Chevrolet,Great, Chevrolet Traverse Premier,Premier,Traverse,Chevrolet
1652,1839,4.3,1383,2021,71500.0,Ford,Great, Ford Bronco First Edition,Edition,First,Bronco
1653,38019,2.7,36,2021,25000.0,Kia,Good, Kia K5 LXS,LXS,K5,Kia
1654,39075,2.9,186,2018,36351.0,Kia,Great, Kia Stinger GT,GT,Stinger,Kia
1655,4224,4.8,302,2021,54463.0,Jeep,Unknown, Jeep Wrangler Unlimited Sahara High Altitude,Altitude,High,Sahara
1656,15369,4.9,1471,2021,49999.0,RAM,Good, RAM 2500 Tradesman,Tradesman,2500,RAM
1657,39085,4.9,2206,2020,42000.0,Volvo,Unknown, Volvo V90 Cross Country T6,T6,Country,Cross
1658,19551,4.9,1604,2021,41995.0,Volkswagen,Unknown, Volkswagen Atlas 3.6 V6 SE w/ Technology,Technology,w/,SE
1659,10421,4.7,271,2022,32900.0,Ford,Unknown, Ford Bronco Sport BIG BEND,BEND,BIG,Sport
1660,16901,4.3,961,2022,50999.0,Toyota,Good, Toyota Sienna LE,LE,Sienna,Toyota
1661,4662,4.6,3430,2022,37550.0,GMC,Fair, GMC Terrain SLT,SLT,Terrain,GMC
1662,2507,4.7,1045,2021,132999.0,Porsche,Good, Porsche Taycan 4S,4S,Taycan,Porsche
1663,19812,3.4,481,2021,46850.0,Cadillac,Great, Cadillac CT5 Sport RWD,RWD,Sport,CT5
1664,6038,4.3,291,2022,62965.0,Volvo,Good, Volvo XC90 T6 Momentum 7 Passenger,Passenger,7,Momentum
1665,5130,4.7,878,2022,84791.0,GMC,Good, GMC Yukon Denali,Denali,Yukon,GMC
1666,57229,5.0,9569,2020,51790.0,Chevrolet,Great, Chevrolet Tahoe Premier,Premier,Tahoe,Chevrolet
1667,32756,3.7,63,2019,75000.0,Porsche,Great,9 Porsche Panamera 4,4,Panamera,Porsche
1668,60015,3.0,51,2017,26498.0,Buick,Great,7 Buick Enclave Premium,Premium,Enclave,Buick
1669,9268,5.0,403,2018,88122.0,Porsche,Unknown, Porsche 718 Cayman GTS,GTS,Cayman,718
1670,39489,2.6,202,2020,43000.0,Chevrolet,Great, Chevrolet Tahoe LS,LS,Tahoe,Chevrolet
1671,31810,3.7,17,2022,46044.0,Kia,Good, Kia Stinger GT,GT,Stinger,Kia
1672,11648,4.0,92,2022,39900.0,Subaru,Good, Subaru Ascent Onyx Edition,Edition,Onyx,Ascent
1673,33301,4.0,497,2020,43998.0,Volvo,Great, Volvo XC90 T6 Momentum 6 Passenger,Passenger,6,Momentum
1674,72775,4.2,197,2021,33995.0,Toyota,Unknown, Toyota Sienna XLE 8 Passenger,Passenger,8,XLE
1675,26383,3.1,104,2021,32222.0,Honda,Unknown, Honda CR-V Special Edition,Edition,Special,CR-V
1676,8128,4.9,1608,2022,54551.0,Volvo,Good, Volvo S90 B6 Inscription,Inscription,B6,S90
1677,57024,4.6,872,2019,31499.0,Honda,Great,9 Honda Passport Elite,Elite,Passport,Honda
1678,19070,4.7,1329,2020,44789.0,BMW,Great, BMW 430 i,i,430,BMW
1679,31860,4.8,3156,2019,35986.0,GMC,Great,9 GMC Canyon All Terrain,Terrain,All,Canyon
1680,4524,3.7,63,2021,123887.0,BMW,Unknown, BMW M760 i xDrive,xDrive,i,M760
1681,9419,4.5,87,2018,289998.0,Ferrari,Unknown, Ferrari 488 GTB Base,Base,GTB,488
1682,6963,4.6,308,2022,67987.0,Chevrolet,Fair, Chevrolet Silverado 1500 LT Trail Boss,Boss,Trail,LT
1683,27552,4.3,141,2021,41899.0,Volkswagen,Great, Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,R-Line,SEL,V6
1684,16912,4.9,2206,2019,52000.0,Volvo,Good,9 Volvo XC90 T6 Inscription,Inscription,T6,XC90
1685,9439,4.7,731,2022,56857.0,Toyota,Great, Toyota Tundra Limited,Limited,Tundra,Toyota
1686,37796,4.7,2524,2019,37898.0,BMW,Great,9 BMW 440 Gran Coupe i xDrive,xDrive,i,Coupe
1687,305,4.6,652,2022,41197.0,Toyota,Good, Toyota Highlander LE,LE,Highlander,Toyota
1688,10055,4.9,1202,2022,41990.0,Nissan,Good, Nissan Pathfinder SV,SV,Pathfinder,Nissan
1689,25308,4.8,861,2019,35549.0,Chevrolet,Great,9 Chevrolet Blazer RS,RS,Blazer,Chevrolet
1690,34220,4.9,737,2020,51992.0,INFINITI,Great, INFINITI QX80 Luxe,Luxe,QX80,INFINITI
1691,43748,4.4,72,2017,112898.0,Porsche,Unknown,7 Porsche 911 Carrera GTS,GTS,Carrera,911
1692,16448,4.7,2032,2022,50895.0,INFINITI,Good, INFINITI QX55 SENSORY,SENSORY,QX55,INFINITI
1693,9151,3.8,315,2022,98993.0,Jeep,Good, Jeep Grand Wagoneer Series III,III,Series,Wagoneer
1694,43903,2.2,138,2019,32488.0,Cadillac,Great,9 Cadillac XT4 Premium Luxury,Luxury,Premium,XT4
1695,42898,4.4,3868,2017,31977.0,Toyota,Good,7 Toyota RAV4 Hybrid SE,SE,Hybrid,RAV4
1696,19676,2.7,744,2020,36995.0,BMW,Great, BMW 430 i xDrive,xDrive,i,430
1697,35440,4.8,1045,2020,42780.0,Volkswagen,Good, Volkswagen Atlas 3.6L SEL Premium,Premium,SEL,3.6L
1698,25651,4.3,86,2019,97693.0,Porsche,Unknown,9 Porsche 911 Carrera,Carrera,911,Porsche
1699,27053,4.8,950,2020,46990.0,Volvo,Good, Volvo V90 Cross Country T6,T6,Country,Cross
1700,71241,4.9,1139,2020,27700.0,Chrysler,Great, Chrysler Pacifica Limited,Limited,Pacifica,Chrysler
1701,38938,4.4,1370,2019,49909.0,Ford,Good,9 Ford Expedition XLT,XLT,Expedition,Ford
1702,21012,4.5,577,2021,40000.0,GMC,Good, GMC Acadia SLE,SLE,Acadia,GMC
1703,11358,4.4,109,2022,52900.0,Kia,Fair, Kia Stinger GT,GT,Stinger,Kia
1704,28028,4.4,1376,2021,51000.0,Toyota,Great, Toyota Supra 3.,3.,Supra,Toyota
1705,46459,4.6,103,2020,37637.0,Ford,Good, Ford F-150 XLT,XLT,F-150,Ford
1706,34059,3.8,468,2020,38247.0,Toyota,Good, Toyota Highlander XLE,XLE,Highlander,Toyota
1707,26557,4.4,1161,2019,48000.0,Ford,Great,9 Ford Expedition Max XLT,XLT,Max,Expedition
1708,8307,4.8,719,2022,59469.0,BMW,Good, BMW X3 M40i,M40i,X3,BMW
1709,17111,3.6,64,2022,65659.0,GMC,Good, GMC Sierra 1500 Limited Denali,Denali,Limited,1500
1710,13198,4.9,3774,2021,36997.0,Toyota,Good, Toyota Venza LE,LE,Venza,Toyota
1711,7652,4.7,616,2022,87888.0,BMW,Good, BMW X7 xDrive40i,xDrive40i,X7,BMW
1712,1449,4.4,72,2022,294898.0,Porsche,Good, Porsche 911 Turbo S,S,Turbo,911
1713,47639,4.0,322,2020,39990.0,Volvo,Good, Volvo XC60 T5 Inscription,Inscription,T5,XC60
1714,23963,4.5,429,2013,88087.0,Porsche,Good,3 Porsche 911 Carrera S,S,Carrera,911
1715,21531,4.8,3532,2021,40580.0,Dodge,Good, Dodge Durango GT,GT,Durango,Dodge
1716,15042,3.9,73,2021,36999.0,Acura,Good, Acura TLX Technology,Technology,TLX,Acura
1717,33732,3.1,702,2020,40491.0,Jeep,Great, Jeep Grand Cherokee Limited,Limited,Cherokee,Grand
1718,31200,4.8,890,2021,39958.0,Toyota,Good, Toyota Avalon Hybrid XSE,XSE,Hybrid,Avalon
1719,54309,4.9,1916,2020,26900.0,Honda,Good, Honda Accord Hybrid Base,Base,Hybrid,Accord
1720,4928,3.8,175,2020,165319.0,Porsche,Great, Porsche Taycan Turbo S,S,Turbo,Taycan
1721,37318,4.7,1389,2021,73987.0,Chevrolet,Good, Chevrolet Silverado 2500 High Country,Country,High,2500
1722,21771,4.8,1017,2021,49674.0,Toyota,Good, Toyota Tundra SR5,SR5,Tundra,Toyota
1723,230,4.8,2158,2022,83994.0,Toyota,Good, Toyota Tundra Hybrid Capstone,Capstone,Hybrid,Tundra
1724,52084,3.5,34,2019,20450.0,Chevrolet,Great,9 Chevrolet Equinox 1LT,1LT,Equinox,Chevrolet
1725,5664,4.7,543,2022,44998.0,Volkswagen,Good, Volkswagen Atlas Cross Sport 3.6L V6 SEL,SEL,V6,3.6L
1726,5749,2.8,295,2021,52990.0,RAM,Great, RAM 1500 Laramie,Laramie,1500,RAM
1727,40858,4.8,761,2019,33990.0,GMC,Good,9 GMC Acadia SLT-,SLT-,Acadia,GMC
1728,16931,4.7,728,2021,30200.0,Jeep,Good, Jeep Cherokee Latitude Plus,Plus,Latitude,Cherokee
1729,8027,2.0,178,2022,55690.0,Kia,Good, Kia EV6 GT-Line,GT-Line,EV6,Kia
1730,28133,5.0,312,2020,27657.0,Volkswagen,Great, Volkswagen Tiguan 2.0T SE,SE,2.0T,Tiguan
1731,17162,4.8,1296,2020,28777.0,Nissan,Unknown, Nissan Pathfinder S,S,Pathfinder,Nissan
1732,30545,4.8,1444,2019,61847.0,BMW,Unknown,9 BMW X7 xDrive40i,xDrive40i,X7,BMW
1733,19240,4.8,406,2021,40977.0,Dodge,Unknown, Dodge Durango GT Plus,Plus,GT,Durango
1734,26199,4.6,846,2020,41994.0,BMW,Good, BMW M240 i xDrive,xDrive,i,M240
1735,14108,4.8,2348,2020,32990.0,Honda,Good, Honda CR-V EX,EX,CR-V,Honda
1736,43436,4.9,86,2019,33925.0,Volvo,Great,9 Volvo XC60 T6 Momentum,Momentum,T6,XC60
1737,7781,4.9,1888,2022,39994.0,Kia,Good, Kia Carnival LX,LX,Carnival,Kia
1738,28750,3.3,303,2021,36887.0,Toyota,Unknown, Toyota Venza LE,LE,Venza,Toyota
1739,14149,4.7,701,2020,23500.0,Volkswagen,Unknown, Volkswagen Passat 2.0T S,S,2.0T,Passat
1740,3109,4.7,1253,2022,49795.0,Nissan,Unknown, Nissan Armada SV,SV,Armada,Nissan
1741,41949,3.3,285,2020,23499.0,Ford,Good, Ford Fusion SEL,SEL,Fusion,Ford
1742,21257,4.9,2026,2019,33900.0,Toyota,Fair,9 Toyota Camry Hybrid SE,SE,Hybrid,Camry
1743,25401,4.4,1319,2021,68900.0,BMW,Great, BMW M550 i xDrive,xDrive,i,M550
1744,12342,4.7,411,2017,69900.0,Porsche,Great,7 Porsche 718 Boxster S,S,Boxster,718
1745,36889,4.8,638,2020,33999.0,Toyota,Great, Toyota RAV4 Hybrid XLE,XLE,Hybrid,RAV4
1746,3845,4.4,2633,2022,48000.0,Kia,Unknown, Kia EV6 Light,Light,EV6,Kia
1747,23250,4.4,433,2020,35985.0,Chevrolet,Great, Chevrolet Blazer RS,RS,Blazer,Chevrolet
1748,26081,4.7,734,2021,28789.0,Volkswagen,Great, Volkswagen Tiguan 2.0T SEL,SEL,2.0T,Tiguan
1749,6480,4.4,341,2022,44565.0,Acura,Good, Acura TLX A-Spec,A-Spec,TLX,Acura
1750,9909,4.6,2505,2022,69999.0,Toyota,Good, Toyota Tundra Platinum,Platinum,Tundra,Toyota
1751,859,4.2,280,2023,67445.0,Acura,Unknown,3 Acura MDX ,MDX,Acura,3
1752,7793,3.8,192,2021,55750.0,Ford,Unknown, Ford Expedition XLT,XLT,Expedition,Ford
1753,8976,4.5,509,2021,53995.0,Volkswagen,Fair, Volkswagen ID.4 Pro S,S,Pro,ID.4
1754,1447,1.9,45,2022,49583.0,INFINITI,Great, INFINITI QX55 ESSENTIAL,ESSENTIAL,QX55,INFINITI
1755,10348,4.2,875,2020,40000.0,Volvo,Great, Volvo XC60 T6 Momentum,Momentum,T6,XC60
1756,8464,4.9,676,2022,26860.0,Nissan,Good, Nissan Altima 2.5 SV,SV,2.5,Altima
1757,10951,4.7,1045,2022,77552.0,Porsche,Great, Porsche Cayenne Base,Base,Cayenne,Porsche
1758,32135,3.1,604,2021,44663.0,Toyota,Good, Toyota Venza Limited,Limited,Venza,Toyota
1759,27290,4.0,502,2020,44488.0,Ford,Fair, Ford Edge ST,ST,Edge,Ford
1760,12958,4.3,86,2019,62999.0,Porsche,Great,9 Porsche Macan S,S,Macan,Porsche
1761,12995,4.4,164,2019,31300.0,Nissan,Great,9 Nissan Maxima 3.5 SL,SL,3.5,Maxima
1762,40705,4.2,197,2021,27695.0,Toyota,Good, Toyota Prius LE,LE,Prius,Toyota
1763,8329,3.5,89,2019,320988.0,Rolls-Royce,Good,9 Rolls-Royce Wraith Base,Base,Wraith,Rolls-Royce
1764,16456,2.6,369,2022,35335.0,Toyota,Good, Toyota Camry TRD V6,V6,TRD,Camry
1765,35020,4.6,759,2021,38791.0,Volkswagen,Good, Volkswagen Atlas 2.0T SEL Premium,Premium,SEL,2.0T
1766,19140,4.7,265,2021,31511.0,Kia,Good, Kia K5 GT-Line,GT-Line,K5,Kia
1767,13397,3.5,206,2021,38679.0,Cadillac,Great, Cadillac CT4 Luxury,Luxury,CT4,Cadillac
1768,32652,3.7,63,2020,53988.0,BMW,Good, BMW X4 xDrive30i,xDrive30i,X4,BMW
1769,49931,4.7,980,2020,42995.0,Chevrolet,Fair, Chevrolet Traverse High Country,Country,High,Traverse
