,Name,Vehicle_details,Mileage,Rating,Rating-Count,Price,Deal-Status,Year,Status
7270,Toyota,2021 Toyota Tundra TRD Pro,12055 ,4.7,1051 ,64012,Good Deal,2021,Good
7271,Ferrari,2019 Ferrari 488 Spider Base,15315 ,4.6,674 ,352900,CPO Warrantied,2019,Unknown
7272,Chevrolet,2022 Chevrolet Silverado 1500 Limited RST,7669 ,4.9,702 ,49998,Great Deal | $4368 under,2022,Great
7273,Ford,2018 Ford Expedition Limited,67125 ,2.3,98 ,37908,Great Deal | $2988 under,2018,Great
7274,Volvo,2020 Volvo XC60 T5 Momentum,34089 ,4.2,875 ,35200,Great Deal | $8681 under,2020,Great
7275,Toyota,2022 Toyota Avalon Hybrid XLE,27030 ,4.8,2157 ,40333,Good Deal,2022,Good
7276,INFINITI,2021 INFINITI Q60 3.0t LUXE,28320 ,4.9,155 ,41999,Good Deal,2021,Good
7277,Porsche,2014 Porsche 911 Carrera 4S,22741 ,4.9,1271 ,92992,Great Deal | $5836 under,2014,Great
7278,Porsche,2021 Porsche 911 Turbo S,3782 ,4.9,1271 ,269992,Good Deal,2021,Good
7279,BMW,2020 BMW 430 i xDrive,15191 ,4.8,6834 ,46998,Good Deal | $1386 under,2020,Good
7280,Chevrolet,2022 Chevrolet Colorado WT,11347 ,4.6,646 ,35999,Good Deal | $1475 under,2022,Good
7281,GMC,2019 GMC Acadia SLE-2,30605 ,4.4,433 ,28988,Great Deal | $2948 under,2019,Great
7282,Ford,2019 Ford Ranger XLT,72470 ,2.2,74 ,29353,Good Deal | $876 under,2019,Good
7283,Kia,2022 Kia Carnival EX,20438 ,4.8,2765 ,52000,Fair Deal,2022,Fair
7284,INFINITI,2020 INFINITI QX60 LUXE,27649 ,4.9,216 ,37200,CPO Warrantied,2020,Unknown
7285,RAM,2020 RAM 2500 Big Horn,59133 ,4.5,2864 ,44000,Good Deal | $1981 under,2020,Good
7286,Chevrolet,2022 Chevrolet Silverado 1500 Limited LT,5502 ,2.9,141 ,50000,Good Deal,2022,Good
7287,Ford,2022 Ford Bronco Sport Base,10888 ,4.9,1514 ,31000,Good Deal | $1117 under,2022,Good
7288,Chevrolet,2021 Chevrolet Tahoe Premier,41293 ,4.9,702 ,67998,Good Deal | $391 under,2021,Good
7289,Volvo,2022 Volvo V60 Cross Country T5,9160 ,4.3,158 ,47991,Good Deal,2022,Good
7290,Ford,2021 Ford F-150 ,40973 ,3.8,1260 ,47888,Good Deal | $1172 under,2021,Good
7291,Volkswagen,2021 Volkswagen Passat 2.0T R-Line,26703 ,4.6,1988 ,27250,Good Deal,2021,Good
7292,RAM,2020 RAM 2500 Big Horn,56526 ,4.7,536 ,44987,Good Deal | $1593 under,2020,Good
7293,Jeep,2020 Jeep Grand Cherokee High Altitude,45193 ,4.5,668 ,37471,Great Deal | $4965 under,2020,Great
7294,Acura,2021 Acura ILX ,8331 ,3.7,38 ,25488,CPO Warrantied,2021,Unknown
7295,BMW,2020 BMW 440 i xDrive,29956 ,1.7,102 ,44602,Great Deal | $8867 under,2020,Great
7296,RAM,2019 RAM 1500 Laramie,37723 ,4.1,670 ,39202,Great Deal | $7039 under,2019,Great
7297,Nissan,2021 Nissan Murano SL,21554 ,4.3,268 ,38990,Good Deal | $1444 under,2021,Good
7298,Ferrari,2020 Ferrari Portofino Base,3258 ,4.9,1271 ,Not Priced,Good Deal,2020,Good
7299,Ford,2021 Ford Bronco Sport BIG BEND,27500 ,Nan,0 ,35900,CPO Warrantied,2021,Unknown
7300,Ford,2021 Ford Expedition XLT,32168 ,4.4,556 ,54887,Good Deal,2021,Good
7301,Ford,2021 Ford Expedition King Ranch,36574 ,4.9,1531 ,61000,Great Deal | $3919 under,2021,Great
7302,Ford,2021 Ford Expedition King Ranch,36574 ,4.9,1531 ,61000,Great Deal | $3919 under,2021,Great
7303,Ford,2021 Ford Expedition Limited,38701 ,4.8,1850 ,56119,Great Deal | $4156 under,2021,Great
7304,Ford,2019 Ford Expedition Limited,20015 ,4.9,1531 ,51348,Great Deal | $5735 under,2019,Great
7305,Ford,2019 Ford Expedition Limited,32793 ,4.9,2270 ,54950,Great Deal | $2789 under,2019,Great
7306,Ford,2020 Ford Expedition Platinum,22248 ,4.0,473 ,Not Priced,Good Deal | $946 under,2020,Good
7307,Ford,2019 Ford Expedition Limited,35039 ,4.9,2270 ,51652,Great Deal | $3711 under,2019,Great
7308,Ford,2020 Ford Expedition XLT,13446 ,4.9,1531 ,50896,Great Deal | $4686 under,2020,Great
7309,Ford,2020 Ford Expedition Limited,15916 ,4.4,556 ,58999,Good Deal | $1475 under,2020,Good
7310,Ford,2019 Ford Expedition Limited,30275 ,4.9,1531 ,49420,Great Deal | $5354 under,2019,Great
7311,Ford,2019 Ford Expedition Platinum,20469 ,4.9,1531 ,55313,Great Deal | $5609 under,2019,Great
7312,INFINITI,2020 INFINITI QX50 ESSENTIAL,22585 ,4.8,385 ,37888,CPO Warrantied,2020,Unknown
7313,Ford,2020 Ford EcoSport TITANIUM,9093 ,Nan,2 ,27977,CPO Warrantied,2020,Unknown
7314,Honda,2019 Honda Passport Sport,37755 ,3.8,2422 ,29550,Fair Deal,2019,Fair
7315,Chevrolet,2020 Chevrolet Tahoe LT,55170 ,4.4,5575 ,45964,Great Deal | $3542 under,2020,Great
7316,BMW,2020 BMW M340 i,33052 ,4.7,1328 ,47487,Good Deal,2020,Good
7317,Ford,2022 Ford Escape PHEV SEL,2767 ,4.3,162 ,44936,CPO Warrantied,2022,Unknown
7318,Dodge,2019 Dodge Journey Crossroad,59265 ,4.0,1143 ,21329,Good Deal | $354 under,2019,Good
7319,Toyota,2022 Toyota Avalon Limited,2330 ,Nan,274 ,41995,CPO Warrantied,2022,Unknown
7320,Acura,2020 Acura MDX 3.5L Technology & A-Spec Pkgs,30036 ,Nan,64 ,47888,Good Deal,2020,Good
7321,RAM,2020 RAM 1500 Laramie,62083 ,4.7,3202 ,35800,Great Deal | $4231 under,2020,Great
7322,Ford,2020 Ford Explorer XLT,37407 ,5.0,3882 ,34000,Good Deal | $660 under,2020,Good
7323,Toyota,2020 Toyota Tundra SR5,24022 ,4.4,1679 ,45997,Good Deal | $1812 under,2020,Good
7324,RAM,2021 RAM 1500 Laramie,44582 ,4.7,1250 ,46280,Great Deal | $2902 under,2021,Great
7325,Subaru,2021 Subaru Forester Touring,25232 ,4.9,61 ,37488,Good Deal,2021,Good
7326,Buick,2023 Buick Enclave Essence,491 ,4.0,178 ,42990,Hot Car,2023,Unknown
7327,Porsche,2019 Porsche 911 Carrera GTS,13203 ,4.8,488 ,133898,Good Deal,2019,Good
7328,Volvo,2020 Volvo V60 Cross Country T5,41671 ,4.3,158 ,39991,Good Deal | $724 under,2020,Good
7329,INFINITI,2022 INFINITI QX50 Luxe,1730 ,4.8,2402 ,41500,Good Deal | $386 under,2022,Good
7330,Ferrari,2018 Ferrari 488 Spider Base,6577 ,Nan,0 ,364995,CPO Warrantied,2018,Unknown
7331,RAM,2021 RAM 1500 Big Horn,39584 ,4.7,308 ,42449,Great Deal | $2129 under,2021,Great
7332,Subaru,2020 Subaru Crosstrek Premium,38544 ,4.1,119 ,27488,Great Deal | $1323 under,2020,Great
7333,Ferrari,2007 Ferrari F430 Spider,4688 ,4.1,24 ,184888,Fair Deal,2007,Fair
7334,Cadillac,2021 Cadillac XT6 Luxury FWD,17087 ,Nan,144 ,46887,Great Deal | $2648 under,2021,Great
7335,Volvo,2019 Volvo S60 T6 Momentum,12585 ,4.9,489 ,34598,Great Deal | $4766 under,2019,Great
7336,Chevrolet,2019 Chevrolet Camaro 1SS,28872 ,2.8,31 ,39579,Fair Deal,2019,Fair
7337,Volkswagen,2020 Volkswagen Atlas 2.0T SE w/Technology,22087 ,2.7,55 ,31995,CPO Warrantied,2020,Unknown
7338,Honda,2019 Honda Passport EX-L,47652 ,3.7,380 ,29277,Great Deal | $2222 under,2019,Great
7339,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Fair Deal,2020,Fair
7340,Ford,2021 Ford F-150 XLT,16873 ,2.9,1215 ,44944,Great Deal | $2621 under,2021,Great
7341,GMC,2020 GMC Yukon XL Denali,40632 ,Nan,43 ,57995,Great Deal | $5624 under,2020,Great
7342,Volkswagen,2021 Volkswagen Arteon 2.0T SE,3283 ,4.8,605 ,33887,Good Deal | $390 under,2021,Good
7343,INFINITI,2020 INFINITI QX50 LUXE,27498 ,4.8,3453 ,37450,Good Deal | $1062 under,2020,Good
7344,Acura,2020 Acura TLX A-Spec,23433 ,4.7,293 ,38980,Great Deal | $2437 under,2020,Great
7345,Ford,2020 Ford F-150 XLT,16134 ,4.9,513 ,46495,Good Deal | $778 under,2020,Good
7346,Ford,2020 Ford Expedition Limited,28872 ,4.1,616 ,59145,Good Deal,2020,Good
7347,Toyota,2019 Toyota Highlander Limited Platinum,47294 ,4.9,1804 ,40975,Good Deal | $1211 under,2019,Good
7348,BMW,2020 BMW X5 sDrive40i,21176 ,4.8,883 ,49988,Great Deal | $8730 under,2020,Great
7349,Chevrolet,2022 Chevrolet Tahoe RST,1952 ,4.3,67 ,70443,Good Deal | $2872 under,2022,Good
7350,Acura,2020 Acura RDX A-Spec,24621 ,4.6,807 ,45843,Fair Deal,2020,Fair
7351,Volkswagen,2020 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,11457 ,4.9,2093 ,41491,Good Deal | $790 under,2020,Good
7352,Toyota,2020 Toyota Tundra SR5,58570 ,4.8,2157 ,36733,Great Deal,2020,Great
7353,Chevrolet,2019 Chevrolet Silverado 2500 LTZ,42897 ,4.8,1063 ,56913,Great Deal | $6300 under,2019,Great
7354,BMW,2020 BMW 740 i,30972 ,3.8,1098 ,55998,Great Deal | $5857 under,2020,Great
7355,Toyota,2021 Toyota Venza XLE,22155 ,4.4,495 ,37499,CPO Warrantied,2021,Unknown
7356,Cadillac,2019 Cadillac XT4 Sport,27919 ,3.0,141 ,34700,Great Deal,2019,Great
7357,BMW,2020 BMW X5 M Base,25397 ,4.6,1068 ,98995,Great Deal,2020,Great
7358,Nissan,2019 Nissan Maxima 3.5 SL,24949 ,4.6,1689 ,31173,Great Deal | $1576 under,2019,Great
7359,Kia,2021 Kia K5 GT-Line,19260 ,3.0,585 ,27990,Great Deal | $3274 under,2021,Great
7360,Acura,2020 Acura MDX ,22516 ,5.0,284 ,37975,CPO Warrantied,2020,Unknown
7361,Chevrolet,2019 Chevrolet Traverse Premier,58239 ,Nan,9 ,42990,Fair Deal,2019,Fair
7362,Nissan,2022 Nissan Pathfinder SV,9261 ,Nan,32 ,41999,CPO Warrantied,2022,Unknown
7363,BMW,2021 BMW X1 xDrive28i,40920 ,4.0,631 ,33900,Great Deal | $5161 under,2021,Great
7364,Buick,2020 Buick Encore GX Preferred,29609 ,4.8,860 ,21994,Great Deal | $1365 under,2020,Great
7365,RAM,2022 RAM 1500 Big Horn,2859 ,4.8,1615 ,48353,Fair Deal,2022,Fair
7366,Nissan,2022 Nissan Pathfinder SL,10528 ,4.8,1340 ,41893,Great Deal,2022,Great
7367,Toyota,2019 Toyota Highlander SE,38721 ,4.8,4822 ,35488,Great Deal | $2174 under,2019,Great
7368,Cadillac,2020 Cadillac Escalade Premium Luxury,32530 ,Nan,1 ,68895,Good Deal | $1568 under,2020,Good
7369,Dodge,2018 Dodge Durango SRT,52558 ,Nan,486 ,54999,Good Deal,2018,Good
7370,Porsche,2021 Porsche Macan Base,14417 ,3.5,150 ,59450,Great Deal,2021,Great
7371,Porsche,2019 Porsche 911 Carrera,16195 ,5.0,334 ,102481,CPO Warrantied,2019,Unknown
7372,Cadillac,2020 Cadillac CT6 Luxury,26205 ,4.3,218 ,58995,Good Deal,2020,Good
7373,Cadillac,2020 Cadillac CT6 Luxury,46986 ,5.0,71 ,47299,Great Deal | $3500 under,2020,Great
7374,Cadillac,2018 Cadillac CT6 3.6L Luxury,46060 ,4.6,2263 ,36650,Great Deal | $5958 under,2018,Great
7375,Cadillac,2020 Cadillac CT6 Luxury,45496 ,4.6,3421 ,53950,Fair Deal,2020,Fair
7376,Toyota,2021 Toyota Highlander Hybrid Platinum,36815 ,4.6,1140 ,56994,Good Deal,2021,Good
7377,Ford,2019 Ford F-250 Super Duty,51710 ,3.3,1114 ,54995,Great Deal | $7648 under,2019,Great
7378,Ford,2020 Ford F-250 XLT,60811 ,3.3,1114 ,50995,Good Deal,2020,Good
7379,INFINITI,2020 INFINITI Q50 3.0t SPORT,28724 ,4.5,114 ,36343,Great Deal,2020,Great
7380,Nissan,2020 Nissan Titan SV,25394 ,4.6,111 ,38499,CPO Warrantied,2020,Unknown
7381,Cadillac,2020 Cadillac XT4 Premium Luxury,37822 ,3.9,81 ,30596,Great Deal | $7615 under,2020,Great
7382,Volvo,2019 Volvo XC60 Hybrid T8 Inscription,32211 ,4.8,1235 ,48991,Good Deal | $756 under,2019,Good
7383,Volvo,2022 Volvo XC90 T6 Inscription,14996 ,4.9,229 ,60353,CPO Warrantied,2022,Unknown
7384,Toyota,2022 Toyota Tacoma TRD Off Road,20278 ,Nan,4 ,41990,Good Deal | $1888 under,2022,Good
7385,Ford,2020 Ford Explorer XLT,16143 ,4.3,162 ,38936,Good Deal | $971 under,2020,Good
7386,Toyota,2022 Toyota Supra 3.0,7326 ,4.5,2454 ,56967,Great Deal | $5220 under,2022,Great
7387,Volvo,2021 Volvo XC90 T6 Momentum 7 Passenger,9659 ,4.6,32 ,57000,Great Deal | $5080 under,2021,Great
7388,Honda,2020 Honda Pilot Touring 8-Passenger,50418 ,4.8,2674 ,38302,Good Deal,2020,Good
7389,Ford,2022 Ford Bronco Sport Big Bend,1873 ,2.0,23 ,36566,Great Deal | $3021 under,2022,Great
7390,Honda,2019 Honda Passport ,51709 ,Nan,7 ,32900,CPO Warrantied,2019,Unknown
7391,Volkswagen,2020 Volkswagen Atlas 3.6L SEL Premium,33360 ,4.5,2579 ,38832,Great Deal | $4708 under,2020,Great
7392,Honda,2019 Honda Civic Sport,17679 ,4.4,508 ,28900,Fair Deal,2019,Fair
7393,Acura,2021 Acura RDX A-Spec,21518 ,Nan,90 ,43665,Good Deal | $1503 under,2021,Good
7394,BMW,2021 BMW X5 M50i,45437 ,4.6,1068 ,70999,Great Deal,2021,Great
7395,RAM,2020 RAM 1500 Big Horn,58651 ,4.7,3202 ,31000,Great Deal | $7059 under,2020,Great
7396,Ford,2021 Ford Expedition King Ranch,22304 ,4.5,131 ,71289,Good Deal | $2846 under,2021,Good
7397,Volkswagen,2021 Volkswagen Arteon 2.0T SEL R-Line,21962 ,3.8,1711 ,34944,Good Deal | $804 under,2021,Good
7398,BMW,2019 BMW 330 i xDrive,21230 ,4.9,1497 ,38889,Great Deal | $3629 under,2019,Great
7399,Toyota,2021 Toyota 4Runner Venture,41133 ,Nan,17 ,48883,Good Deal,2021,Good
7400,BMW,2019 BMW X7 xDrive40i,27489 ,4.8,2005 ,67995,Great Deal | $6477 under,2019,Great
7401,Ford,2019 Ford F-250 XLT,59456 ,3.3,1114 ,35995,Great Deal | $1835 under,2019,Great
7402,BMW,2020 BMW X3 M40i,21010 ,4.3,66 ,52499,Good Deal,2020,Good
7403,Dodge,2022 Dodge Durango R/T,733 ,4.0,1122 ,54500,Good Deal,2022,Good
7404,Subaru,2021 Subaru Crosstrek Premium,21163 ,4.1,137 ,29517,Great Deal,2021,Great
7405,BMW,2019 BMW X5 xDrive40i,31445 ,4.1,959 ,49962,Great Deal,2019,Great
7406,Nissan,2022 Nissan Pathfinder SL,23196 ,4.5,719 ,42300,CPO Warrantied,2022,Unknown
7407,Cadillac,2022 Cadillac XT5 Luxury,19343 ,3.8,127 ,39999,CPO Warrantied,2022,Unknown
7408,Honda,2021 Honda Accord Sport SE,19703 ,4.6,983 ,31347,Great Deal | $2858 under,2021,Great
7409,Volvo,2020 Volvo XC90 T5 Momentum 7 Passenger,35879 ,4.3,675 ,39750,Great Deal | $8205 under,2020,Great
7410,Toyota,2021 Toyota Highlander LE,37735 ,4.9,3625 ,37485,Good Deal | $1213 under,2021,Good
7411,BMW,2018 BMW 430 i,24420 ,4.8,816 ,33269,Great Deal | $5930 under,2018,Great
7412,Volkswagen,2022 Volkswagen Atlas 2.0T SE,15401 ,4.9,3149 ,39240,Great Deal | $2913 under,2022,Great
7413,Kia,2020 Kia Niro LX,14183 ,4.5,593 ,27578,Good Deal,2020,Good
7414,BMW,2019 BMW X5 xDrive50i,8152 ,2.7,22 ,64995,Great Deal | $7771 under,2019,Great
7415,Ford,2020 Ford F-150 XLT,72956 ,4.6,1397 ,33500,Great Deal | $3791 under,2020,Great
7416,Chevrolet,2021 Chevrolet Colorado ZR2,13127 ,4.6,548 ,44998,Good Deal | $836 under,2021,Good
7417,Volkswagen,2022 Volkswagen Tiguan 2.0T SE,7091 ,4.9,1064 ,30588,CPO Warrantied,2022,Unknown
7418,BMW,2020 BMW X5 xDrive40i,49006 ,3.6,492 ,50829,Great Deal | $5097 under,2020,Great
7419,Porsche,2022 Porsche Taycan Cross Turismo 4,10140 ,4.4,310 ,134995,Great Deal,2022,Great
7420,Nissan,2020 Nissan Maxima 3.5 SV,16664 ,4.3,281 ,26496,Great Deal,2020,Great
7421,Kia,2021 Kia Sorento Hybrid S,18203 ,4.9,2711 ,38994,Good Deal | $988 under,2021,Good
7422,Jeep,2021 Jeep Wrangler Unlimited Sahara Altitude,27098 ,4.6,1819 ,46965,Great Deal | $3035 under,2021,Great
7423,Rolls-Royce,2022 Rolls-Royce Ghost ,1191 ,Nan,13 ,458850,Good Deal,2022,Good
7424,BMW,2021 BMW M235 Gran Coupe i xDrive,16687 ,4.9,1268 ,43899,Great Deal,2021,Great
7425,Nissan,2019 Nissan Maxima 3.5 SR,62821 ,Nan,41 ,29678,CPO Warrantied,2019,Unknown
7426,Kia,2021 Kia Telluride LX,43025 ,4.4,1473 ,36874,Great Deal,2021,Great
7427,Ford,2021 Ford F-150 XLT,15669 ,4.7,968 ,38988,Fair Deal,2021,Fair
7428,RAM,2021 RAM 1500 Laramie,38035 ,4.9,360 ,41595,CPO Warrantied,2021,Unknown
7429,Subaru,2020 Subaru Impreza Premium,21375 ,4.9,6045 ,25000,Great Deal | $1568 under,2020,Great
7430,Honda,2022 Honda CR-V EX,7075 ,4.8,599 ,32757,Good Deal | $1131 under,2022,Good
7431,Ford,2020 Ford F-150 XL,39841 ,4.8,166 ,36995,Good Deal | $1739 under,2020,Good
7432,Ford,2021 Ford F-150 LARIAT,23659 ,4.7,828 ,58488,Great Deal | $8215 under,2021,Great
7433,Dodge,2021 Dodge Durango Citadel,14169 ,4.7,536 ,46987,Good Deal,2021,Good
7434,Honda,2021 Honda Passport Touring,24098 ,Nan,109 ,42000,Good Deal,2021,Good
7435,Jeep,2022 Jeep Wagoneer Series II,10790 ,4.8,406 ,69977,CPO Warrantied,2022,Unknown
7436,Rolls-Royce,2018 Rolls-Royce Dawn ,25151 ,3.5,89 ,278488,Good Deal,2018,Good
7437,Volkswagen,2021 Volkswagen Atlas 2.0T SE,19279 ,4.7,602 ,35993,Great Deal | $5274 under,2021,Great
7438,Ford,2021 Ford Bronco Sport Big Bend,13060 ,3.4,184 ,35988,Good Deal,2021,Good
7439,BMW,2021 BMW 430 i,28592 ,4.8,546 ,52888,Good Deal,2021,Good
7440,Toyota,2021 Toyota Highlander L,66306 ,4.6,2572 ,31990,CPO Warrantied,2021,Unknown
7441,Ford,2020 Ford Expedition Limited,37075 ,4.1,1038 ,55000,Great Deal | $5203 under,2020,Great
7442,Volvo,2019 Volvo S60 T6 Inscription,24925 ,4.9,815 ,40988,Fair Deal,2019,Fair
7443,Ford,2021 Ford Expedition Max Platinum,11202 ,4.3,162 ,74936,Good Deal | $1921 under,2021,Good
7444,Cadillac,2020 Cadillac XT6 Sport AWD,30514 ,4.6,698 ,51000,Good Deal | $1575 under,2020,Good
7445,Cadillac,2019 Cadillac XT4 Sport,29690 ,2.9,141 ,37000,Good Deal,2019,Good
7446,Honda,2022 Honda Ridgeline RTL-E,9237 ,4.6,1848 ,39718,Good Deal | $1511 under,2022,Good
7447,Mercedes-Benz,2019 Mercedes-Benz C-Class C 300,25158 ,4.9,1141 ,29880,Great Deal | $6961 under,2019,Great
7448,Rolls-Royce,2014 Rolls-Royce Ghost ,18420 ,3.5,89 ,154965,Good Deal,2014,Good
7449,Porsche,2011 Porsche 911 Turbo,3576 ,4.7,321 ,117900,Great Deal | $7950 under,2011,Great
7450,Mercedes-Benz,2020 Mercedes-Benz GLS 450 Base 4MATIC,2114 ,4.6,925 ,100000,Fair Deal,2020,Fair
7451,Volkswagen,2020 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,26106 ,3.8,1711 ,32944,Great Deal | $3769 under,2020,Great
7452,Alfa Romeo,2020 Alfa Romeo Giulia Ti,12387 ,4.7,701 ,42200,Fair Deal,2020,Fair
7453,Nissan,2020 Nissan Sentra SR,50962 ,4.5,8725 ,21991,Good Deal,2020,Good
7454,BMW,2019 BMW X6 M Base,32745 ,4.8,719 ,71132,Great Deal,2019,Great
7455,Honda,2022 Honda Civic Sport,3527 ,4.5,1311 ,32995,Fair Deal,2022,Fair
7456,Kia,2022 Kia Sportage LX,8753 ,4.8,2143 ,26497,Great Deal | $1783 under,2022,Great
7457,GMC,2021 GMC Acadia Denali,35530 ,4.7,1382 ,46987,Good Deal,2021,Good
7458,RAM,2021 RAM 1500 Big Horn,14497 ,4.6,2742 ,39244,Great Deal | $5699 under,2021,Great
7459,Chevrolet,2021 Chevrolet Silverado 2500 LT,51867 ,2.3,115 ,58997,Good Deal | $2241 under,2021,Good
7460,Jeep,2020 Jeep Cherokee Latitude,21766 ,4.3,779 ,23136,Great Deal | $5225 under,2020,Great
7461,Kia,2019 Kia Stinger GT,17016 ,4.8,1475 ,34955,CPO Warrantied,2019,Unknown
7462,GMC,2018 GMC Sierra 1500 SLT,53988 ,5.0,74 ,38990,Good Deal | $1485 under,2018,Good
7463,Volvo,2020 Volvo XC90 T5 Momentum 7 Passenger,35598 ,3.8,359 ,42997,Great Deal | $4431 under,2020,Great
7464,Honda,2019 Honda Passport Elite,38545 ,4.9,3804 ,37294,Good Deal | $1315 under,2019,Good
7465,Volkswagen,2020 Volkswagen Atlas 2.0T S,37840 ,2.4,131 ,28000,Great Deal | $3327 under,2020,Great
7466,Kia,2021 Kia Stinger GT-Line,21508 ,4.9,3512 ,35375,Great Deal | $2305 under,2021,Great
7467,Toyota,2021 Toyota Sequoia TRD Pro,21332 ,3.5,12 ,70900,Good Deal | $947 under,2021,Good
7468,Porsche,2022 Porsche Taycan ,9932 ,4.7,2640 ,108989,Good Deal,2022,Good
7469,Dodge,2018 Dodge Durango SXT,39415 ,4.5,485 ,27500,Good Deal | $336 under,2018,Good
7470,Ford,2016 Ford F-150 LARIAT,99885 ,Nan,0 ,34999,CPO Warrantied,2016,Unknown
7471,Mercedes-Benz,2020 Mercedes-Benz GLS 450 Base 4MATIC,29011 ,Nan,2 ,73888,Great Deal,2020,Great
7472,Jeep,2023 Jeep Grand Cherokee L Laredo,550 ,4.7,189 ,52687,CPO Warrantied,2023,Unknown
7473,Chevrolet,2021 Chevrolet Colorado LT,40943 ,4.8,1384 ,32995,Great Deal | $2928 under,2021,Great
7474,GMC,2020 GMC Acadia AT4,33243 ,4.0,50 ,38861,Good Deal,2020,Good
7475,BMW,2021 BMW 530 i,34986 ,3.6,801 ,46391,Good Deal,2021,Good
7476,GMC,2020 GMC Yukon SLE,46277 ,Nan,40 ,41989,Great Deal | $7373 under,2020,Great
7477,Chevrolet,2019 Chevrolet Corvette Stingray,27363 ,4.8,2353 ,56500,Good Deal | $2690 under,2019,Good
7478,Toyota,2022 Toyota Highlander XLE,2916 ,4.6,1243 ,46500,Fair Deal,2022,Fair
7479,Toyota,2021 Toyota Corolla Hatchback XSE,4129 ,4.8,1341 ,27600,Good Deal | $711 under,2021,Good
7480,BMW,2018 BMW 330e iPerformance,5063 ,4.9,1497 ,41576,Fair Deal,2018,Fair
7481,Acura,2021 Acura TLX A-Spec,20320 ,4.8,5457 ,43489,Good Deal | $1121 under,2021,Good
7482,Mercedes-Benz,2021 Mercedes-Benz GLS 450 4MATIC,13752 ,4.7,1809 ,85088,Good Deal,2021,Good
7483,Chrysler,2021 Chrysler Pacifica Limited,22144 ,Nan,23 ,45995,CPO Warrantied,2021,Unknown
7484,Cadillac,2020 Cadillac CT6 3.6L Premium Luxury,16019 ,4.0,478 ,60995,Good Deal,2020,Good
7485,Honda,2021 Honda Pilot Touring 7-Passenger,25022 ,4.8,599 ,39276,Good Deal | $1444 under,2021,Good
7486,Honda,2021 Honda Pilot EX-L,13601 ,4.8,599 ,38115,Good Deal | $754 under,2021,Good
7487,Chevrolet,2021 Chevrolet Silverado 1500 Custom Trail Boss,10652 ,4.8,4716 ,47997,Good Deal | $1492 under,2021,Good
7488,INFINITI,2020 INFINITI Q50 3.0t Red Sport 400,19611 ,4.8,549 ,41163,Great Deal,2020,Great
7489,BMW,2020 BMW M340 i xDrive,32149 ,4.8,6834 ,51888,Fair Deal,2020,Fair
7490,Chrysler,2022 Chrysler Pacifica Pinnacle,5068 ,3.5,492 ,54877,Fair Deal,2022,Fair
7491,Toyota,2022 Toyota Tundra SR5,2295 ,4.6,3672 ,50895,Great Deal | $5185 under,2022,Great
7492,Jeep,2017 Jeep Patriot High Altitude,28014 ,3.5,1155 ,20970,Fair Deal,2017,Fair
7493,Honda,2022 Honda CR-V EX-L,5772 ,4.8,1582 ,38495,Good Deal | $361 under,2022,Good
7494,Ford,2018 Ford Expedition Max Platinum,15165 ,4.8,3731 ,59950,Good Deal | $1020 under,2018,Good
7495,Acura,2017 Acura MDX 3.5L w/Technology Package,85967 ,4.3,2396 ,26949,Great Deal | $1793 under,2017,Great
7496,Ferrari,2018 Ferrari 812 Superfast Base,7087 ,4.8,1896 ,394900,Good Deal,2018,Good
7497,Kia,2022 Kia K5 LXS,16460 ,4.6,428 ,27911,CPO Warrantied,2022,Unknown
7498,Ford,2020 Ford Fusion Hybrid SE,23504 ,4.8,406 ,25966,Good Deal | $1029 under,2020,Good
7499,BMW,2021 BMW M340 i xDrive,8141 ,4.9,289 ,55555,Great Deal | $7081 under,2021,Great
7500,Honda,2022 Honda Accord Hybrid Sport,10277 ,4.5,713 ,35561,Good Deal,2022,Good
7501,INFINITI,2022 INFINITI QX55 ESSENTIAL,14092 ,4.7,2820 ,46500,Good Deal | $956 under,2022,Good
7502,Subaru,2021 Subaru Forester Sport,17065 ,4.6,105 ,31982,Great Deal | $2340 under,2021,Great
7503,RAM,2020 RAM 1500 Big Horn,47265 ,5.0,622 ,39899,Good Deal | $1452 under,2020,Good
7504,Kia,2022 Kia Stinger GT-Line,9812 ,4.8,1719 ,36748,Great Deal | $5031 under,2022,Great
7505,Nissan,2019 Nissan Pathfinder SL,36557 ,4.8,1479 ,27498,Great Deal | $7199 under,2019,Great
7506,Ford,2020 Ford Mustang GT,9431 ,4.3,162 ,44936,Good Deal,2020,Good
7507,Toyota,2021 Toyota Avalon Hybrid Limited,19394 ,4.4,515 ,45995,Fair Deal,2021,Fair
7508,Toyota,2020 Toyota Camry SE,53217 ,4.8,1492 ,25761,Good Deal | $678 under,2020,Good
7509,Ferrari,2021 Ferrari SF90 Stradale Base,641 ,5.0,576 ,869000,Good Deal,2021,Good
7510,Nissan,2020 Nissan Sentra SV,38698 ,Nan,0 ,23997,Good Deal | $788 under,2020,Good
7511,BMW,2019 BMW X1 sDrive28i,44942 ,4.1,959 ,27962,Good Deal,2019,Good
7512,Toyota,2019 Toyota Tacoma TRD Sport,46690 ,4.6,765 ,35814,Good Deal | $1058 under,2019,Good
