,Title,Mileage,Price,deal_status,Features,Rating,Rating-Count
3104,2014 Nissan Xterra PRO-4X," 93,796 mi.","$21,998","Great Deal | $2,032 under",Nan,4.7,(0 reviews)
3105,2009 Chevrolet Express 1500 Cargo," 128,324 mi.","$15,883",Fair Deal,"keyless entry, LED Headlights, Premium Sound System, parking distance sensors, parking assistance",4.3,(59 reviews)
3106,2013 Mazda Mazda6 i Sport," 48,480 mi.","$11,994","Great Deal | $1,672 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Navigation System, USB Port, Cooled Seats, Sunroof/Moonroof, Heated Steering Wheel, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, Lane Departure Warning",5.0,"(1,056 reviews)"
3107,2022 Hyundai Palisade Calligraphy," 10,009 mi.","$47,991",Fair Deal,Nan,4.7,(3 reviews)
3108,2017 Chrysler Pacifica Hybrid Platinum," 61,636 mi.","$29,671",Fair Deal,Nan,2.8,(157 reviews)
3109,2019 INFINITI QX50 Luxe," 28,940 mi.","$33,800",Good Deal | $874 under,"headlight control - auto highbeam, keyless entry, USB Port, Cooled Seats, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Lane Departure Warning, Stability Control, parking distance sensors, parking assistance, Backup Camera, Rear Cross Traffic Alert",4.4,(294 reviews)
3110,2012 Fisker Karma EcoSport," 21,678 mi.","$44,900",Fair Deal,Nan,4.4,(5 reviews)
3111,2019 Cadillac XTS Luxury," 44,303 mi.","$26,411","Great Deal | $2,265 under","keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, collision warning system, Lane Departure Warning, parking assistance, Rear Cross Traffic Alert, parking distance sensors",4.2,(519 reviews)
3112,2022 GMC Acadia Denali," 2,682 mi.","$49,250","Good Deal | $1,938 under","keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, Heated Seats, Sunroof/Moonroof, collision warning system, Automatic Emergency Braking, parking distance sensors, Blind Spot Monitor, parking assistance, driver monitor, dynamic steering",4.7,(121 reviews)
3113,2008 Volkswagen New Beetle S," 35,047 mi.","$15,490",,keyless entry,2.8,(80 reviews)
3114,2015 BMW 640 i xDrive," 150,481 mi.","$19,999",Hot Car,"keyless entry, Keyless Start, LED Headlights, Automatic Emergency Braking, Lane Departure Warning, collision warning system, parking assistance, parking distance sensors",2.3,(82 reviews)
3115,2021 Hyundai Sonata SEL Plus," 9,604 mi.","$29,391",Good Deal | $186 under,"keyless entry, LED Headlights, Sunroof/Moonroof, parking assistance, parking distance sensors",4.6,"(1,522 reviews)"
3116,2020 Chevrolet Silverado 1500 RST," 31,603 mi.","$44,999","Great Deal | $3,214 under","keyless entry, Premium Sound System",3.9,(107 reviews)
3117,2020 Chevrolet Silverado 1500 RST," 31,603 mi.","$44,999","Great Deal | $3,214 under",Nan,3.9,(107 reviews)
3118,2022 BMW i4 Gran Coupe eDrive40," 2,063 mi.","$58,345",Home Delivery,"keyless entry, LED Headlights, collision warning system, parking distance sensors, parking assistance",4.7,(377 reviews)
3119,2013 Ford E350 Super Duty XLT," 85,808 mi.","$23,869",Good Deal,Nan,4.4,(320 reviews)
3120,2021 Audi Q8 55 Premium," 16,139 mi.","$66,496","Great Deal | $9,237 under","Keyless Start, keyless entry, USB Port, Heated Seats, Sunroof/Moonroof, Backup Camera, Blind Spot Monitor, collision warning system, Automatic Emergency Braking, dynamic steering, driver monitor",4.8,(53 reviews)
3121,2015 Acura RLX Technology Package," 77,391 mi.","$21,590",Great Deal,"keyless entry, LED Headlights, Sunroof/Moonroof, dynamic steering",4.1,"(9,363 reviews)"
3122,2008 Ford Mustang GT Premium," 42,934 mi.","$15,989","Great Deal | $2,054 under","headlight control - auto highbeam, Adaptive Cruise Control, keyless entry, Keyless Start, LED Headlights, Tow Hitch, Alloy Wheels, Premium Sound System, Bluetooth, USB Port, Cooled Seats, Heated Seats, Memory Seat, Sunroof/Moonroof, Heated Steering Wheel, Lane Departure Warning, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Brake Assist, Blind Spot Monitor, autonomous drive, Backup Camera, trailer assist, Stability Control, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.3,"(2,181 reviews)"
3123,1987 Mercedes-Benz SL-Class 560SL," 62,625 mi.","$28,487",Fair Deal,Nan,4.4,"(1,392 reviews)"
3124,2010 Acura TL 3.5," 101,716 mi.","$12,021",Good Deal,Nan,4.4,(302 reviews)
3125,2020 Nissan Titan SV," 22,883 mi.","$35,353","Great Deal | $4,470 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Heated Seats, traffic sign recognition, driver monitor, collision warning system, dynamic steering, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.6,(644 reviews)
3126,2018 Chevrolet Tahoe LT," 79,302 mi.","$36,995","Great Deal | $4,616 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Heated Seats, traffic sign recognition, driver monitor, collision warning system, dynamic steering, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.7,(7 reviews)
3127,2016 Dodge Durango Limited," 42,998 mi.","$26,512",Home Delivery,Nan,4.3,"(2,181 reviews)"
3128,2022 Mercedes-Benz GLB 250 Base," 2,115 mi.","$44,850",Great Deal,"headlight control - auto highbeam, keyless entry, Premium Sound System, USB Port, Sunroof/Moonroof, Automatic Emergency Braking, driver monitor, dynamic steering, autonomous drive, collision warning system, Blind Spot Monitor, parking distance sensors, Backup Camera, Rear Cross Traffic Alert, parking assistance, Lane Departure Warning",3.5,(122 reviews)
3129,2022 Subaru Ascent Touring 7-Passenger," 3,099 mi.","$49,989",Fair Deal,"keyless entry, Alloy Wheels, LED Headlights, Premium Sound System, Memory Seat, collision warning system, dynamic steering, parking distance sensors, parking assistance",4.8,"(7,932 reviews)"
3130,2019 Lexus GS 350 F Sport," 51,586 mi.","$35,995","Great Deal | $2,845 under","headlight control - auto highbeam, Keyless Start, keyless entry, LED Headlights, USB Port, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, traffic sign recognition, autonomous drive, Rear Cross Traffic Alert, parking distance sensors, parking assistance",5.0,"(28,675 reviews)"
3131,2022 Subaru Forester Wilderness," 15,077 mi.","$36,528",Good Deal,Nan,4.7,(92 reviews)
3132,2015 Dodge Challenger R/T Scat Pack," 61,009 mi.","$38,995",Fair Deal,Nan,4.8,(44 reviews)
3133,2015 Dodge Challenger R/T Scat Pack," 61,009 mi.","$38,995",Fair Deal,keyless entry,4.8,(44 reviews)
3134,2018 Buick Regal Sportback Preferred," 26,482 mi.","$21,955","Great Deal | $2,831 under","headlight control - auto highbeam, keyless entry, Cooled Seats, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, traffic sign recognition, autonomous drive, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.5,"(1,026 reviews)"
3135,2021 Nissan Titan Platinum," 7,240 mi.","$53,000",Great Deal,"keyless entry, Keyless Start, Premium Sound System, Heated Seats, Cooled Seats, collision warning system, parking distance sensors, parking assistance, Rear Cross Traffic Alert",4.2,(15 reviews)
3136,2018 RAM 1500 Harvest," 56,656 mi.","$33,950","Great Deal | $3,214 under","keyless entry, LED Headlights, Automatic Emergency Braking, collision warning system, dynamic steering",4.5,(313 reviews)
3137,2018 Nissan Armada SV," 90,373 mi.","$24,990","Great Deal | $6,015 under",Nan,4.0,(467 reviews)
3138,2021 BMW X5 PHEV xDrive45e," 17,458 mi.","$66,987","Good Deal | $2,300 under","keyless entry, Keyless Start, LED Headlights, USB Port, Sunroof/Moonroof, Cooled Seats, Lane Departure Warning, Automatic Emergency Braking, Blind Spot Monitor, collision warning system, Rear Cross Traffic Alert, parking assistance, parking distance sensors",4.8,(816 reviews)
3139,2012 Toyota Prius c Three," 63,421 mi.","$17,998",Fair Deal,"Keyless Start, keyless entry, headlight control - auto highbeam, Tow Hitch, LED Headlights, USB Port, Heated Seats, Cooled Seats, trailer assist, Lane Departure Warning, dynamic steering, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.5,(0 reviews)
3140,2008 Chevrolet Impala SS," 85,555 mi.","$9,575","Great Deal | $2,184 under",Nan,4.4,(132 reviews)
3141,2019 Nissan Murano SL," 31,180 mi.","$31,588","Great Deal | $2,001 under",Nan,4.8,(146 reviews)
3142,2019 Hyundai NEXO Blue," 15,398 mi.","$19,800",Home Delivery,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Navigation System, USB Port, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, traffic sign recognition, driver monitor, dynamic steering, Rear Cross Traffic Alert",4.2,(669 reviews)
3143,2010 Mazda CX-9 Touring," 86,151 mi.","$10,650","Great Deal | $1,862 under",Nan,4.7,(0 reviews)
3144,2013 Dodge Charger SE," 87,760 mi.","$13,500",Good Deal,Nan,4.9,(84 reviews)
3145,1987 Buick Regal Grand National," 52,243 mi.","$39,889",Great Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, Bluetooth, USB Port, Sunroof/Moonroof, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, traffic sign recognition, Rear Cross Traffic Alert, Lane Departure Warning, parking assistance, parking distance sensors",4.7,(109 reviews)
3146,2018 Chevrolet Traverse High Country," 83,138 mi.","$34,980",Home Delivery,Nan,4.8,"(1,615 reviews)"
3147,2018 Chevrolet Traverse High Country," 83,138 mi.","$34,980",Home Delivery,Nan,4.8,"(1,615 reviews)"
3148,2016 Toyota Avalon Hybrid XLE Plus," 85,084 mi.","$19,900","Great Deal | $1,354 under",Nan,4.3,(533 reviews)
3149,2017 Mercedes-Benz AMG GLE 43 Base 4MATIC," 47,831 mi.","$39,989","Great Deal | $9,617 under",Nan,5.0,"(1,719 reviews)"
3150,2017 Mercedes-Benz AMG GLE 43 Base 4MATIC," 47,831 mi.","$39,989","Great Deal | $9,617 under",Nan,5.0,"(1,719 reviews)"
3151,2022 Hyundai Tucson SE," 17,814 mi.","$28,572",Fair Deal,"keyless entry, LED Headlights",3.4,(396 reviews)
3152,2005 Nissan Altima 2.5 S," 182,947 mi.","$3,990",Great Deal | $180 under,"headlight control - auto highbeam, keyless entry, parking distance sensors, traffic sign recognition, Rear Cross Traffic Alert, parking assistance, driver monitor, Blind Spot Monitor, collision warning system",4.2,(173 reviews)
3153,2017 BMW i3 94 Ah w/Range Extender," 40,807 mi.","$25,885",Fair Deal,Nan,4.3,(456 reviews)
3154,2017 BMW i3 94 Ah w/Range Extender," 40,807 mi.","$25,885",Fair Deal,Nan,4.3,(456 reviews)
3155,2019 Toyota 4Runner SR5," 62,627 mi.","$36,567","Good Deal | $1,160 under","keyless entry, Keyless Start, LED Headlights, USB Port, Apple CarPlay/Android Auto, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor",4.3,(959 reviews)
3156,2019 Toyota 4Runner SR5," 62,627 mi.","$36,567","Good Deal | $1,160 under",Nan,4.3,(959 reviews)
3157,2022 Chrysler Pacifica Limited," 7,916 mi.","$46,604","Great Deal | $2,503 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Heated Steering Wheel, parking assistance, Backup Camera, parking distance sensors, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, Lane Departure Warning",2.8,(51 reviews)
3158,2020 Jaguar F-PACE 30t Prestige," 16,068 mi.","$39,699","Great Deal | $7,086 under",Nan,5.0,"(2,261 reviews)"
3159,2018 Toyota Sequoia ," 75,788 mi.","$39,980",Good Deal,"keyless entry, LED Headlights, Navigation System, Premium Sound System, Heated Seats, Heated Steering Wheel, Cooled Seats, dynamic steering, parking assistance, parking distance sensors",5.0,"(1,555 reviews)"
3160,1999 Jeep Wrangler Sport," 68,157 mi.","$14,995",Virtual Appointments,"keyless entry, LED Headlights, Navigation System, Premium Sound System, Heated Seats, Heated Steering Wheel, Cooled Seats, dynamic steering, parking assistance, parking distance sensors",1.8,(39 reviews)
3161,2022 Toyota Corolla Cross LE," 1,666 mi.","$30,157","Great Deal | $2,177 under",Nan,4.3,(57 reviews)
3162,2020 Mercedes-Benz GLE 450 AWD 4MATIC," 20,872 mi.","$59,995",Great Deal,Nan,4.6,(728 reviews)
3163,2018 Dodge Grand Caravan GT," 69,997 mi.","$19,622",Good Deal,Nan,4.8,(449 reviews)
3164,2016 Lexus GS 350 Base," 78,346 mi.","$29,550",Good Deal,"keyless entry, LED Headlights, USB Port, parking assistance, parking distance sensors",4.2,"(1,913 reviews)"
3165,2022 MINI Hardtop John Cooper Works, 977 mi.,"$39,995",Fair Deal,"keyless entry, headlight control - auto highbeam, USB Port, parking distance sensors, parking assistance, traffic sign recognition, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, Lane Departure Warning",Nan,(37 reviews)
3166,2010 Rolls-Royce Phantom VI ," 16,290 mi.","$189,888",Home Delivery,Nan,Nan,(3 reviews)
3167,2020 Mazda CX-5 Touring," 28,668 mi.","$26,750","Great Deal | $1,929 under",Sunroof/Moonroof,4.7,(121 reviews)
3168,2017 Buick Verano Sport Touring," 44,884 mi.","$17,000","Great Deal | $1,082 under",Nan,4.5,"(1,002 reviews)"
3169,2011 BMW 135 i," 86,457 mi.","$22,999",Fair Deal,"keyless entry, headlight control - auto highbeam, LED Headlights, Heated Seats, Automatic Emergency Braking, collision warning system, autonomous drive, Blind Spot Monitor, driver monitor",4.3,(20 reviews)
3170,2017 Chevrolet Camaro 1LT," 55,846 mi.","$25,495",Good Deal,Nan,4.8,(4 reviews)
3171,2022 Toyota Prius XLE," 20,604 mi.","$32,491",Fair Deal,keyless entry,4.5,(171 reviews)
3172,2022 Buick Envision Essence," 7,779 mi.","$40,000","Great Deal | $2,097 under",Nan,4.3,"(1,156 reviews)"
3173,2017 Toyota 86 Base," 52,456 mi.","$24,772",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",3.6,(320 reviews)
3174,2022 Jeep Grand Cherokee L Laredo," 15,157 mi.","$44,565",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",2.6,"(1,165 reviews)"
3175,2019 Maserati Levante S," 30,908 mi.","$64,495",Good Deal | $774 under,keyless entry,4.8,(4 reviews)
3176,2018 Volkswagen Atlas 3.6L SE w/Technology," 56,559 mi.","$28,209","Great Deal | $3,664 under",Nan,4.6,(210 reviews)
3177,2018 Volkswagen Atlas 3.6L SE w/Technology," 56,559 mi.","$28,209","Great Deal | $3,664 under",Nan,4.6,(210 reviews)
3178,2022 BMW 228 Gran Coupe 228i sDrive Gran Coupe," 4,329 mi.","$41,000",Good Deal,"keyless entry, headlight control - auto highbeam, Automatic Emergency Braking, collision warning system, autonomous drive, driver monitor, dynamic steering",3.8,(428 reviews)
3179,2020 Toyota Avalon TRD," 30,349 mi.","$38,197","Good Deal | $1,697 under",Nan,2.5,"(1,289 reviews)"
3180,2018 Land Rover Range Rover Velar P250 SE R-Dynamic," 61,001 mi.","$45,955","Good Deal | $2,073 under","keyless entry, Heated Seats, parking assistance, parking distance sensors",4.7,(233 reviews)
3181,2017 Audi A7 3.0T Competition Prestige," 15,000 mi.","$46,999",Good Deal,"keyless entry, Heated Seats, parking assistance, parking distance sensors",3.1,(81 reviews)
3182,2019 Lincoln MKZ Reserve II," 48,080 mi.","$32,981",Good Deal | $311 under,keyless entry,4.9,(145 reviews)
3183,2018 Volkswagen Atlas 3.6L SEL," 120,014 mi.","$20,995","Great Deal | $5,101 under",keyless entry,4.8,(544 reviews)
3184,2006 Maserati Coupe GT," 26,000 mi.","$23,900",Home Delivery,Nan,3.1,(81 reviews)
3185,2016 Volvo XC90 T5 Momentum," 50,403 mi.","$28,627","Great Deal | $2,970 under","keyless entry, Keyless Start, LED Headlights, USB Port, traffic sign recognition, driver monitor, Automatic Emergency Braking, collision warning system, Lane Departure Warning, parking distance sensors, parking assistance",4.5,(76 reviews)
3186,2022 GMC Yukon XL Denali," 5,681 mi.","$84,995","Good Deal | $2,725 under","keyless entry, headlight control - auto highbeam, Navigation System, Leather Seats, driver monitor, collision warning system",2.6,(73 reviews)
3187,2017 Maserati GranTurismo Sport," 35,389 mi.","$49,888",,Nan,2.7,(37 reviews)
3188,2018 Toyota RAV4 Adventure," 86,276 mi.","$25,998",Good Deal,Nan,4.8,(8 reviews)
3189,2022 GMC Sierra 1500 Limited Elevation," 5,642 mi.","$46,672","Great Deal | $3,688 under",Nan,5.0,(345 reviews)
3190,2021 Mercedes-Benz C-Class C 300 4MATIC," 9,305 mi.","$40,499","Great Deal | $8,793 under","keyless entry, Premium Sound System",5.0,"(2,024 reviews)"
3191,2021 Mercedes-Benz C-Class C 300 4MATIC," 9,305 mi.","$40,499","Great Deal | $8,793 under","Keyless Start, keyless entry, LED Headlights, USB Port, Cooled Seats, Automatic Emergency Braking, collision warning system, parking distance sensors, Lane Departure Warning, parking assistance, Rear Cross Traffic Alert",5.0,"(2,024 reviews)"
3192,2018 Honda Accord LX," 52,263 mi.","$23,969",Good Deal,Nan,5.0,"(2,345 reviews)"
3193,2018 Honda Accord LX," 52,263 mi.","$23,969",Good Deal,"keyless entry, LED Headlights, Heated Seats, Sunroof/Moonroof, parking distance sensors, parking assistance",5.0,"(2,345 reviews)"
3194,2022 Jeep Gladiator Mojave," 5,825 mi.","$54,880","Good Deal | $1,138 under","headlight control - auto highbeam, keyless entry, LED Headlights, Automatic Emergency Braking, collision warning system, Blind Spot Monitor",4.9,(176 reviews)
3195,2018 Lexus LS 500 ," 42,769 mi.","$52,509","Great Deal | $7,309 under",Nan,4.7,(364 reviews)
3196,2021 Ford F-250 Lariat," 14,602 mi.","$80,215",Good Deal | $832 under,"keyless entry, LED Headlights, Leather Seats",5.0,"(1,983 reviews)"
3197,2021 Ford F-250 Lariat," 14,602 mi.","$80,215",Good Deal | $832 under,Nan,5.0,"(1,983 reviews)"
3198,2013 Cadillac CTS-V Base," 84,214 mi.","$32,995","Great Deal | $3,375 under","Adaptive Cruise Control, headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Bluetooth, traffic sign recognition, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, Rear Cross Traffic Alert, parking distance sensors, parking assistance, Lane Departure Warning",4.6,(0 reviews)
3199,2008 Chevrolet Impala SS," 58,149 mi.","$13,900",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, USB Port, Heated Seats, Automatic Emergency Braking, collision warning system, parking distance sensors, Rear Cross Traffic Alert, Blind Spot Monitor, parking assistance",4.5,(440 reviews)
3200,2021 Audi S5 3.0T Premium Plus," 8,247 mi.","$63,990",Good Deal,"keyless entry, LED Headlights",5.0,(874 reviews)
3201,2021 Chevrolet Silverado 2500 High Country," 4,459 mi.","$74,991","Good Deal | $1,236 under","keyless entry, Remote Start, USB Port, Heated Steering Wheel, Leather Seats, dynamic steering, Automatic Emergency Braking, Blind Spot Monitor, collision warning system, Stability Control, Rear Cross Traffic Alert, parking distance sensors, Backup Camera, Lane Departure Warning, parking assistance",4.5,(13 reviews)
3202,2023 Honda HR-V Sport, 110 mi.,"$31,988",Hot Car,Nan,4.8,"(1,042 reviews)"
3203,2022 Kia Telluride SX," 1,762 mi.","$55,500","Good Deal | $2,488 under",Nan,2.7,(36 reviews)
3204,2023 Hyundai Palisade Calligraphy," 2,355 mi.","$54,995",Home Delivery,Nan,5.0,(578 reviews)
3205,2019 Chrysler Pacifica Touring-L Plus," 52,323 mi.","$33,134",Good Deal,Nan,4.5,(335 reviews)
3206,2020 Mercedes-Benz SLC 300 Base," 18,956 mi.","$48,989",Good Deal | $323 under,"headlight control - auto highbeam, keyless entry, Premium Sound System, Navigation System, USB Port, driver monitor, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert",5.0,"(1,719 reviews)"
3207,2020 Mercedes-Benz SLC 300 Base," 18,956 mi.","$48,989",Good Deal | $323 under,Nan,5.0,"(1,719 reviews)"
3208,2016 Lexus CT 200h Base," 88,456 mi.","$21,995",Fair Deal,"keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, USB Port, Heated Seats, Sunroof/Moonroof, Automatic Emergency Braking, Backup Camera, parking distance sensors, dynamic steering, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, Lane Departure Warning, parking assistance",4.2,(179 reviews)
3209,2018 Toyota Sequoia Limited," 45,971 mi.","$45,000","Good Deal | $1,007 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",3.7,(467 reviews)
3210,2017 Volvo S90 T6 Inscription," 36,633 mi.","$33,995",Good Deal,"Keyless Start, keyless entry, LED Headlights, USB Port, Rear Cross Traffic Alert, parking distance sensors, parking assistance, Automatic Emergency Braking, dynamic steering, collision warning system",4.9,(952 reviews)
3211,2018 Lamborghini Huracan LP580-2S," 15,514 mi.","$227,951",Home Delivery,Nan,5.0,(260 reviews)
3212,2019 Cadillac CT6-V 4.2L Blackwing Twin Turbo," 13,521 mi.","$79,995",Home Delivery,"keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, USB Port, Heated Seats, Automatic Emergency Braking, driver monitor, collision warning system, Rear Cross Traffic Alert, Blind Spot Monitor, traffic sign recognition, Lane Departure Warning, parking assistance, parking distance sensors",4.6,(741 reviews)
3213,2022 Kia K5 GT-Line," 17,472 mi.","$33,282",Fair Deal,Nan,4.6,(783 reviews)
3214,2004 Honda CR-V EX," 203,000 mi.","$4,800",Fair Deal,Nan,4.5,(82 reviews)
3215,2018 Ford Fiesta SE," 45,799 mi.","$15,750",Good Deal,Nan,4.6,(9 reviews)
3216,2014 Hyundai Genesis Coupe 2.0T," 83,387 mi.","$13,800","Great Deal | $1,785 under","keyless entry, Keyless Start, LED Headlights, USB Port, Bluetooth, Brake Assist, trailer assist",4.9,"(1,050 reviews)"
3217,2018 INFINITI QX30 Luxury," 80,870 mi.","$21,995","Great Deal | $1,890 under","keyless entry, Apple CarPlay/Android Auto, Premium Sound System, USB Port, Heated Steering Wheel, Automatic Emergency Braking, collision warning system, Backup Camera, parking assistance, parking distance sensors, Rear Cross Traffic Alert, driver monitor, dynamic steering",3.3,(322 reviews)
3218,2014 Mercedes-Benz CLA-Class CLA 250 4MATIC," 83,550 mi.","$17,495","Great Deal | $3,856 under","keyless entry, Apple CarPlay/Android Auto, Premium Sound System, USB Port, Heated Steering Wheel, Automatic Emergency Braking, collision warning system, Backup Camera, parking assistance, parking distance sensors, Rear Cross Traffic Alert, driver monitor, dynamic steering",3.6,(172 reviews)
3219,2018 Chevrolet City Express 1LT," 43,919 mi.","$22,499","Great Deal | $2,417 under","headlight control - auto highbeam, keyless entry, traffic sign recognition, driver monitor, collision warning system",4.1,(396 reviews)
3220,2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC," 14,524 mi.","$109,915",Good Deal,"headlight control - auto highbeam, keyless entry, traffic sign recognition, driver monitor, collision warning system",4.4,"(1,422 reviews)"
3221,2015 Mitsubishi Lancer GT," 78,532 mi.","$18,998",Fair Deal,Nan,4.3,(5 reviews)
3222,2022 Audi A3 40 Premium," 10,271 mi.","$34,083",Home Delivery,"keyless entry, Keyless Start, headlight control - auto highbeam, LED Headlights, USB Port, Sunroof/Moonroof, Heated Seats, Cooled Seats, Automatic Emergency Braking, driver monitor, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, Lane Departure Warning, Backup Camera, parking assistance",4.5,"(1,060 reviews)"
3223,2019 Lincoln MKZ Hybrid Reserve I," 61,817 mi.","$24,709",Good Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, Cooled Seats, Heated Seats, Memory Seat, Rear Cross Traffic Alert, parking distance sensors, parking assistance, collision warning system",3.0,(14 reviews)
3224,2014 Chevrolet Silverado 1500 LT," 159,042 mi.","$21,875","Great Deal | $1,844 under","headlight control - auto highbeam, keyless entry, LED Headlights, Cooled Seats, Heated Seats, Memory Seat, Rear Cross Traffic Alert, parking distance sensors, parking assistance, collision warning system",4.9,(392 reviews)
3225,2014 Chevrolet Silverado 1500 LT," 159,042 mi.","$21,875","Great Deal | $1,844 under","keyless entry, Keyless Start, LED Headlights, Heated Seats, Sunroof/Moonroof, parking distance sensors, Backup Camera, parking assistance",4.9,(392 reviews)
3226,2013 Porsche 911 Carrera S," 33,570 mi.","$84,992",Good Deal,Nan,4.8,(297 reviews)
3227,2018 Lexus RX 350 F Sport," 23,722 mi.","$42,995","Great Deal | $3,432 under","Adaptive Cruise Control, keyless entry, LED Headlights, Premium Sound System, USB Port, Apple CarPlay/Android Auto, Automatic Emergency Braking, autonomous drive, collision warning system, dynamic steering, Rear Cross Traffic Alert, parking distance sensors, parking assistance, Lane Departure Warning",4.8,(43 reviews)
3228,2020 BMW 540 i," 6,667 mi.","$43,695","Good Deal | $1,730 under","keyless entry, LED Headlights, Cooled Seats, parking assistance, dynamic steering, Brake Assist, trailer assist, parking distance sensors",4.6,(98 reviews)
3229,2003 Mercury Marauder Base (300B)," 137,409 mi.","$11,977",Home Delivery,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Bluetooth, traffic sign recognition, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, Rear Cross Traffic Alert, Lane Departure Warning",4.5,(21 reviews)
3230,2020 Kia Stinger GT-Line," 42,298 mi.","$29,000",CPO Warrantied,"headlight control - auto highbeam, Keyless Start, keyless entry, LED Headlights, USB Port, Cooled Seats, Backup Camera, parking distance sensors, Rear Cross Traffic Alert, traffic sign recognition, Lane Departure Warning, parking assistance, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, dynamic steering, driver monitor",4.1,"(1,533 reviews)"
3231,2019 Toyota Sienna Limited," 48,571 mi.","$41,800",Good Deal,Nan,4.3,(881 reviews)
3232,2018 Toyota Prius Two Eco," 57,391 mi.","$29,490",Fair Deal,Nan,2.4,(442 reviews)
3233,2018 Toyota Prius Two Eco," 57,391 mi.","$29,490",Fair Deal,Nan,2.4,(442 reviews)
3234,2015 Hyundai Genesis 5.0," 22,655 mi.","$26,483",Fair Deal,Nan,5.0,(981 reviews)
3235,2015 Kia Optima EX," 60,485 mi.","$14,995","Great Deal | $1,902 under","keyless entry, Memory Seat, Heated Seats, Backup Camera, dynamic steering",3.9,(40 reviews)
3236,2017 Lexus IS 300 Base," 66,976 mi.","$30,995","Great Deal | $2,098 under","headlight control - auto highbeam, keyless entry, LED Headlights, Premium Sound System, Rear Seat Entertainment, USB Port, Memory Seat, driver monitor, Automatic Emergency Braking, collision warning system, Lane Departure Warning, parking assistance, Rear Cross Traffic Alert, parking distance sensors",4.9,(43 reviews)
3237,2020 Ford Transit-350 XLT," 63,332 mi.","$50,989",Good Deal,"keyless entry, headlight control - auto highbeam, Apple CarPlay/Android Auto, USB Port, Heated Steering Wheel, Cooled Seats, Backup Camera, Blind Spot Monitor, Rear Cross Traffic Alert, parking assistance, parking distance sensors, traffic sign recognition, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, autonomous drive",4.5,(494 reviews)
