,Title,Mileage,Price,deal_status,Features,Rating,Rating-Count
3238,2018 BMW M240 i," 36,154 mi.","$36,943","Great Deal | $9,142 under","keyless entry, LED Headlights, Apple CarPlay/Android Auto, Premium Sound System",4.3,(326 reviews)
3239,2013 Hyundai Sonata GLS," 197,550 mi.","$6,855",Great Deal | $537 under,Nan,4.3,(326 reviews)
3240,2020 Honda HR-V LX," 19,429 mi.","$23,990",Good Deal,Nan,2.4,(442 reviews)
3241,2020 Honda HR-V LX," 19,429 mi.","$23,990",Good Deal,Nan,2.4,(442 reviews)
3242,2019 RAM ProMaster 2500 High Roof," 56,566 mi.","$35,888","Great Deal | $2,830 under","keyless entry, Heated Seats",3.1,(87 reviews)
3243,2022 Volvo XC40 T5 Momentum," 2,699 mi.","$47,550","Good Deal | $1,896 under",keyless entry,4.6,(32 reviews)
3244,2020 Ford Explorer Limited," 38,625 mi.","$42,888",Good Deal | $408 under,"keyless entry, Keyless Start, USB Port, Backup Camera",4.3,(362 reviews)
3245,2020 Ford Explorer Limited," 38,625 mi.","$42,888",Good Deal | $408 under,"keyless entry, Navigation System, Automatic Emergency Braking, driver monitor, collision warning system",4.3,(362 reviews)
3246,2021 Kia Telluride S," 15,530 mi.","$38,500","Great Deal | $5,729 under","keyless entry, Navigation System, parking distance sensors, parking assistance",2.3,(246 reviews)
3247,2020 Mazda MX-5 Miata Grand Touring," 6,928 mi.","$30,998",Good Deal,"headlight control - auto highbeam, keyless entry, Apple CarPlay/Android Auto, USB Port, Cooled Seats, Rear Cross Traffic Alert, autonomous drive, traffic sign recognition, Backup Camera, dynamic steering, driver monitor, Blind Spot Monitor, collision warning system, Automatic Emergency Braking, Lane Departure Warning, parking distance sensors, parking assistance",4.8,(335 reviews)
3248,2021 Chevrolet Equinox 1LT," 13,452 mi.","$25,787","Great Deal | $2,960 under",Nan,4.8,(129 reviews)
3249,2023 Mercedes-Benz EQS 450+ Base, 338 mi.,"$106,995",Home Delivery,Nan,5.0,"(1,243 reviews)"
3250,2020 Jaguar F-PACE 25t R-Sport," 19,901 mi.","$48,575","Good Deal | $1,760 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, parking distance sensors, Rear Cross Traffic Alert, parking assistance, Lane Departure Warning",3.4,(526 reviews)
3251,2015 Lexus GX 460 Base," 68,317 mi.","$32,998","Great Deal | $5,087 under",Nan,4.4,(229 reviews)
3252,2020 Chevrolet Tahoe LT," 67,452 mi.","$43,599","Great Deal | $3,061 under",Nan,4.3,(162 reviews)
3253,2020 Chevrolet Tahoe LT," 67,452 mi.","$43,599","Great Deal | $3,061 under","keyless entry, LED Headlights, Memory Seat",4.3,(162 reviews)
3254,2018 GMC Sierra 2500 SLE," 40,652 mi.","$44,971",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Navigation System, USB Port, Heated Seats, Sunroof/Moonroof, Cooled Seats, Automatic Emergency Braking, driver monitor, collision warning system, autonomous drive, dynamic steering, Backup Camera, Lane Departure Warning",3.1,(525 reviews)
3255,2009 Jeep Liberty Sport," 65,494 mi.","$11,800",Fair Deal,Nan,4.5,(2 reviews)
3256,2021 Jaguar F-PACE P340 S," 14,527 mi.","$57,910","Great Deal | $7,829 under",keyless entry,4.8,(704 reviews)
3257,2022 Ford Bronco Badlands, 205 mi.,"$75,985","Great Deal | $6,716 under","keyless entry, USB Port, Apple CarPlay/Android Auto, dynamic steering, Rear Cross Traffic Alert, parking distance sensors, parking assistance",5.0,"(1,983 reviews)"
3258,2022 Ford Bronco Badlands, 205 mi.,"$75,985","Great Deal | $6,716 under","headlight control - auto highbeam, keyless entry, Adaptive Cruise Control, Alloy Wheels, USB Port, Premium Sound System, Navigation System, Bluetooth, Heated Seats, Sunroof/Moonroof, Third Row Seating, Heated Steering Wheel, Memory Seat, Backup Camera, driver monitor, collision warning system, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",5.0,"(1,983 reviews)"
3259,2004 Honda Civic Hybrid Hybrid w/ULEV (CVT)," 182,046 mi.","$3,500",,Nan,3.3,(39 reviews)
3260,2022 Hyundai Palisade SE," 13,307 mi.","$39,995","Good Deal | $1,532 under",Nan,4.6,(396 reviews)
3261,2011 Honda Element EX," 155,003 mi.","$14,950",,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Automatic Emergency Braking, collision warning system, parking distance sensors, parking assistance, Lane Departure Warning, Rear Cross Traffic Alert",4.7,(24 reviews)
3262,2021 Cadillac Escalade Sport," 26,790 mi.","$104,999","Great Deal | $9,252 under",keyless entry,2.8,(0 reviews)
3263,2020 GMC Acadia Denali," 41,452 mi.","$38,000","Great Deal | $2,310 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Heated Seats, Cooled Seats, Backup Camera, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert",4.2,(875 reviews)
3264,2017 Maserati Quattroporte S Q4," 41,873 mi.","$39,888","Great Deal | $5,439 under","keyless entry, headlight control - auto highbeam, Blind Spot Monitor, collision warning system, parking assistance, Rear Cross Traffic Alert, parking distance sensors",2.8,(778 reviews)
3265,1981 Delorean DMC-12 ," 3,310 mi.","$94,900",,"keyless entry, LED Headlights, USB Port, Sunroof/Moonroof, dynamic steering",Nan,(25 reviews)
3266,2019 Chevrolet Silverado 3500 LTZ," 78,500 mi.","$66,500",Fair Deal,Nan,5.0,"(1,996 reviews)"
3267,2022 Ford Maverick XL," 10,268 mi.","$32,800","Great Deal | $8,510 under",Nan,4.9,(257 reviews)
3268,2022 Chevrolet Corvette Stingray w/3LT, 750 mi.,"$99,991",Great Deal,Nan,1.4,(12 reviews)
3269,2017 BMW X5 M Base," 19,725 mi.","$59,499","Great Deal | $7,247 under",Nan,4.6,(741 reviews)
3270,2022 Mercedes-Benz AMG CLA 45 Base 4MATIC, 797 mi.,"$65,500",Good Deal,"Keyless Start, keyless entry, headlight control - auto highbeam, LED Headlights, USB Port, Heated Steering Wheel, Rear Cross Traffic Alert, traffic sign recognition, autonomous drive, parking distance sensors, Automatic Emergency Braking, Blind Spot Monitor, collision warning system, dynamic steering, parking assistance, driver monitor, Lane Departure Warning",Nan,(3 reviews)
3271,2012 BMW 128 i," 54,014 mi.","$15,799",Good Deal | $381 under,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Tow Hitch, USB Port, Apple CarPlay/Android Auto, Cooled Seats, Heated Seats, Sunroof/Moonroof, collision warning system, autonomous drive, Automatic Emergency Braking, traffic sign recognition, driver monitor, dynamic steering, Lane Departure Warning, parking distance sensors, Rear Cross Traffic Alert, parking assistance",4.4,(57 reviews)
3272,2015 Porsche Boxster Base," 36,217 mi.","$43,435",Great Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Tow Hitch, USB Port, Apple CarPlay/Android Auto, Cooled Seats, Heated Seats, Sunroof/Moonroof, collision warning system, autonomous drive, Automatic Emergency Braking, traffic sign recognition, driver monitor, dynamic steering, Lane Departure Warning, parking distance sensors, Rear Cross Traffic Alert, parking assistance",4.4,(498 reviews)
3273,2020 Lincoln Aviator Reserve AWD," 25,699 mi.","$54,973","Great Deal | $6,242 under","keyless entry, Keyless Start, USB Port, Blind Spot Monitor, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.0,(68 reviews)
3274,2022 BMW i4 Gran Coupe eDrive40," 3,577 mi.","$67,696",Home Delivery,"headlight control - auto highbeam, keyless entry, Automatic Emergency Braking, Blind Spot Monitor, collision warning system, traffic sign recognition",4.8,(403 reviews)
3275,2021 BMW X5 PHEV xDrive45e," 22,702 mi.","$64,999","Great Deal | $8,484 under","headlight control - auto highbeam, keyless entry, LED Headlights, collision warning system",4.6,(741 reviews)
3276,2022 GMC Sierra 1500 Limited AT4," 5,245 mi.","$66,880",Good Deal,"Adaptive Cruise Control, headlight control - auto highbeam, Keyless Start, keyless entry, LED Headlights, Alloy Wheels, Bluetooth, USB Port, Cooled Seats, dynamic steering, driver monitor, front cross traffic alert, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, traffic sign recognition, autonomous drive, Rear Cross Traffic Alert, parking distance sensors, Lane Departure Warning, parking assistance",4.8,"(7,932 reviews)"
3277,2018 Audi A5 2.0T Premium Plus," 35,835 mi.","$33,990","Great Deal | $5,777 under","headlight control - auto highbeam, keyless entry, Apple CarPlay/Android Auto, USB Port, Cooled Seats, Blind Spot Monitor, parking assistance, traffic sign recognition, driver monitor, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, parking distance sensors, Backup Camera",4.9,(76 reviews)
3278,2014 Aston Martin Vanquish Volante," 17,280 mi.","$132,990",Fair Deal,"keyless entry, Navigation System, Cooled Seats, parking assistance, parking distance sensors",4.7,(924 reviews)
3279,2019 Subaru WRX STI Base," 38,463 mi.","$37,589","Good Deal | $1,718 under","headlight control - auto highbeam, USB Port, Rear Seat Entertainment, Heated Seats, Heated Steering Wheel, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, collision warning system, Lane Departure Warning, parking assistance",4.6,(0 reviews)
3280,2019 Subaru WRX STI Base," 38,463 mi.","$37,589","Good Deal | $1,718 under","headlight control - auto highbeam, USB Port, Rear Seat Entertainment, Heated Seats, Heated Steering Wheel, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, collision warning system, Lane Departure Warning, parking assistance",4.6,(0 reviews)
3281,2021 Chrysler Voyager LX," 64,118 mi.","$24,511","Great Deal | $6,836 under",Nan,5.0,(7 reviews)
3282,2018 Lexus IS 300 Base," 22,346 mi.","$34,999",Good Deal | $248 under,keyless entry,4.4,(721 reviews)
3283,2019 Lexus RX 350 350," 58,611 mi.","$40,945",Good Deal | $805 under,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, parking distance sensors, Rear Cross Traffic Alert, Backup Camera, parking assistance, traffic sign recognition, Lane Departure Warning, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor",4.8,"(1,204 reviews)"
3284,2019 Lexus RX 350 350," 58,611 mi.","$40,945",Good Deal | $805 under,"headlight control - auto highbeam, keyless entry, LED Headlights, Automatic Emergency Braking, collision warning system, dynamic steering",4.8,"(1,204 reviews)"
3285,2022 Nissan Pathfinder SV," 2,523 mi.","$38,997",Fair Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, Automatic Emergency Braking, collision warning system, dynamic steering",4.6,(29 reviews)
3286,2015 GMC Sierra 3500 Denali," 123,083 mi.","$44,475","Great Deal | $3,173 under",Nan,3.8,(68 reviews)
3287,2015 Ford Fusion Hybrid Titanium," 68,550 mi.","$17,388",Good Deal,"headlight control - auto highbeam, keyless entry, Tow Hitch, LED Headlights, autonomous drive, Blind Spot Monitor, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, parking distance sensors, parking assistance",4.7,(838 reviews)
3288,2022 Nissan Pathfinder SV," 10,547 mi.","$41,988",Good Deal,Nan,4.6,(1 review)
3289,2013 Kia Forte EX," 120,989 mi.","$7,999","Great Deal | $1,163 under",Nan,4.2,(796 reviews)
3290,2022 BMW X7 xDrive40i," 3,146 mi.","$77,491",Good Deal,"keyless entry, headlight control - auto highbeam, Keyless Start, Tow Hitch, LED Headlights, USB Port, Heated Seats, Cooled Seats, trailer assist, dynamic steering, collision warning system, Blind Spot Monitor, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",Nan,Nan
3291,2018 Kia Forte LX," 15,174 mi.","$19,896",Good Deal | $909 under,"keyless entry, LED Headlights, Apple CarPlay/Android Auto, USB Port, Automatic Emergency Braking, Lane Departure Warning, Brake Assist, collision warning system, dynamic steering, parking distance sensors, parking assistance",4.8,(719 reviews)
3292,2020 Chevrolet Suburban LT," 46,859 mi.","$54,992",Good Deal | $266 under,Nan,5.0,"(2,111 reviews)"
3293,2012 Acura TL Technology," 122,035 mi.","$17,295",Fair Deal,"Navigation System, parking assistance, parking distance sensors, dynamic steering",4.7,(13 reviews)
3294,2022 Jeep Grand Cherokee L Overland, 991 mi.,"$59,999",Good Deal | $775 under,Nan,5.0,"(1,155 reviews)"
3295,2019 GMC Sierra 1500 Limited SLE," 47,911 mi.","$31,686",Great Deal,Nan,4.8,"(2,228 reviews)"
3296,2019 Audi A4 2.0T Premium," 28,000 mi.","$29,950","Great Deal | $8,043 under",Nan,4.8,(12 reviews)
3297,2013 Dodge Challenger SXT," 47,018 mi.","$18,802",Good Deal | $563 under,"Remote Start, keyless entry, Keyless Start, LED Headlights, Alloy Wheels, Premium Sound System, USB Port, Apple CarPlay/Android Auto, Bluetooth, Memory Seat, Heated Seats, driver monitor, dynamic steering, autonomous drive, traffic sign recognition, Automatic Emergency Braking, collision warning system, Backup Camera, Stability Control, Blind Spot Monitor",1.7,(53 reviews)
3298,2013 Dodge Challenger SXT," 47,018 mi.","$18,802",Good Deal | $563 under,"keyless entry, Sunroof/Moonroof",1.7,(53 reviews)
3299,2022 Ford Explorer ST-Line," 8,947 mi.","$42,853","Great Deal | $5,929 under",keyless entry,4.6,(694 reviews)
3300,2019 Toyota Prius XLE," 24,216 mi.","$30,707",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Automatic Emergency Braking, dynamic steering, driver monitor, parking distance sensors, traffic sign recognition, Backup Camera, parking assistance, collision warning system, Rear Cross Traffic Alert, Lane Departure Warning",4.8,"(1,498 reviews)"
3301,2021 Lamborghini Huracan EVO Base," 3,331 mi.","$329,991","Good Deal | $2,196 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Bluetooth, parking distance sensors, traffic sign recognition, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking assistance, Lane Departure Warning",5.0,(191 reviews)
3302,2018 Alfa Romeo Stelvio Ti," 52,619 mi.","$25,995","Great Deal | $4,159 under",Nan,4.6,(681 reviews)
3303,2006 Lexus IS 250 ," 92,045 mi.","$10,995",Good Deal | $146 under,Nan,4.6,(13 reviews)
3304,2020 Genesis G70 3.3T," 1,848 mi.","$40,500","Great Deal | $6,370 under","keyless entry, Memory Seat, collision warning system, Blind Spot Monitor, parking distance sensors, parking assistance, Rear Cross Traffic Alert",3.2,(251 reviews)
3305,2020 Toyota Supra 3," 5,987 mi.","$52,988","Good Deal | $1,215 under","keyless entry, LED Headlights, parking distance sensors, parking assistance",4.7,(658 reviews)
3306,2014 Porsche 911 Carrera 4S," 18,701 mi.","$92,440","Good Deal | $3,618 under","keyless entry, LED Headlights",4.6,(317 reviews)
3307,2014 Porsche 911 Carrera 4S," 18,701 mi.","$92,440","Good Deal | $3,618 under","keyless entry, LED Headlights",4.6,(317 reviews)
3308,2019 Audi S4 3.0T Premium Plus," 32,549 mi.","$46,995",Great Deal,Nan,4.8,(2 reviews)
3309,2015 Mazda Mazda6 i Touring," 112,016 mi.","$12,999",Great Deal | $820 under,"Keyless Start, keyless entry, headlight control - auto highbeam, LED Headlights, USB Port, Heated Seats, Sunroof/Moonroof, Automatic Emergency Braking, collision warning system, dynamic steering, Lane Departure Warning, driver monitor",4.7,(0 reviews)
3310,2016 Mercedes-Benz E-Class E 350 4MATIC," 65,724 mi.","$24,889","Great Deal | $3,583 under",Nan,3.3,(29 reviews)
3311,2016 RAM 2500 Longhorn," 67,163 mi.","$44,798",Good Deal,Nan,4.9,"(1,846 reviews)"
3312,2021 Jeep Grand Cherokee L Limited," 5,503 mi.","$45,575","Great Deal | $3,576 under",Nan,4.9,(568 reviews)
3313,2022 Toyota Highlander XLE," 19,670 mi.","$42,245","Great Deal | $2,262 under","Heated Seats, Cooled Seats, collision warning system, parking assistance, parking distance sensors, Lane Departure Warning",5.0,"(7,421 reviews)"
3314,2020 Volkswagen Arteon 2.0T SEL Premium R-Line," 1,640 mi.","$39,995",Good Deal | $905 under,"keyless entry, Navigation System, Heated Steering Wheel, Sunroof/Moonroof, parking distance sensors, Blind Spot Monitor, Rear Cross Traffic Alert, driver monitor, Lane Departure Warning, parking assistance",4.4,"(1,103 reviews)"
3315,2022 Mazda CX-9 Signature," 7,886 mi.","$44,500",Fair Deal,Nan,2.9,(208 reviews)
3316,2022 Hyundai Santa Fe XRT," 4,029 mi.","$34,000",Great Deal,Nan,4.5,"(1,367 reviews)"
3317,2020 Kia Optima Plug-In Hybrid EX," 23,969 mi.","$34,068","Great Deal | $5,362 under","keyless entry, headlight control - auto highbeam, USB Port, autonomous drive, traffic sign recognition, parking distance sensors, parking assistance, dynamic steering, driver monitor, collision warning system",5.0,"(1,413 reviews)"
3318,2018 Toyota Highlander Limited," 53,783 mi.","$31,495","Great Deal | $4,972 under",Nan,4.5,(363 reviews)
