,Mileage,Rating,Rating-Count,Year,Price,Name,Status,model_details
9218,72273,4.9,1196,2018,34777.0,Nissan,Great,18 Nissan Armada Platinum
9219,22859,4.5,466,2020,40498.0,Volvo,Great, Volvo XC60 T5 Momentum
9220,40201,4.0,365,2019,32590.0,Ford,Good,19 Ford Edge Titanium
9221,169,4.5,296,2022,66995.0,Ford,Unknown, Ford Transit-350 Base
9222,20155,4.5,474,2021,40473.0,Volvo,Great,1 Volvo XC40 T5 Inscription
9223,11357,4.7,104,2020,36796.0,GMC,Great, GMC Acadia AT4
9224,12136,4.4,557,2021,30297.0,Ford,Great,1 Ford Mustang EcoBoost
9225,14764,4.4,102,2021,41999.0,Subaru,Great,1 Subaru Ascent Touring 7-Passenger
9226,29283,4.6,1683,2020,66995.0,BMW,Great, BMW X7 xDrive40i
9227,54146,4.2,500,2019,47980.0,Ford,Great,19 Ford F-250 XLT
9228,12441,4.6,1256,2020,79383.0,Mercedes-Benz,Great, Mercedes-Benz SL 450 Base
9229,21135,2.8,742,2020,54985.0,BMW,Great, BMW X5 xDrive40i
9230,44828,4.3,2027,2019,33994.0,Ford,Good,19 Ford F-150 XLT
9231,33470,4.7,787,2021,41945.0,Toyota,Good,1 Toyota Highlander XSE
9232,10977,4.3,499,2021,39975.0,Jeep,Unknown,1 Jeep Grand Cherokee L Laredo
9233,3703,2.9,387,2022,153888.0,Porsche,Good, Porsche Taycan Cross Turismo 4S
9234,21197,4.4,515,2021,53995.0,Toyota,Good,1 Toyota 4Runner Nightshade
9236,12786,2.8,541,2021,52989.0,Mercedes-Benz,Great,1 Mercedes-Benz AMG GLB 35 Base
9237,24262,4.9,313,2020,39998.0,Volvo,Great, Volvo V60 Cross Country T5
9238,23086,2.4,131,2021,38188.0,Toyota,Good,1 Toyota Avalon Hybrid Limited
9239,18764,4.8,1340,2019,90977.0,Porsche,Good,19 Porsche 718 Boxster GTS
9240,57732,4.5,114,2019,33393.0,INFINITI,Good,19 INFINITI QX60 LUXE
9241,13437,4.9,666,2021,35685.0,Chevrolet,Good,1 Chevrolet Traverse LS
9242,40016,4.2,600,2021,42888.0,Toyota,Great,1 Toyota Tundra SR5
9243,13346,3.7,144,2022,72488.0,GMC,Good, GMC Sierra 2500 SLT
9244,4503,4.7,69,2022,38749.0,Chevrolet,Fair, Chevrolet Equinox RS
9245,24135,4.6,741,2020,32999.0,BMW,Great, BMW 228 Gran Coupe i xDrive
9246,17676,4.9,776,2021,31177.0,GMC,Good,1 GMC Terrain SLE
9247,10800,4.6,3887,2021,37987.0,Nissan,Great,1 Nissan Murano Platinum
9248,16224,4.6,970,2020,35142.0,Honda,Great, Honda Passport EX-L
9249,49393,4.2,62,2019,56886.0,BMW,Unknown,19 BMW X7 xDrive40i
9250,37489,4.9,1960,2019,43504.0,BMW,Great,19 BMW 540 i xDrive
9251,27571,4.5,1061,2021,34967.0,Dodge,Great,1 Dodge Durango SXT
9252,57219,4.7,207,2019,36500.0,Ford,Good,19 Ford F-150 XLT
9254,4083,3.9,355,2022,49300.0,Volkswagen,Good, Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line
9255,53437,2.5,186,2020,26988.0,Chrysler,Good, Chrysler 300 S
9256,23559,4.8,1241,2020,43876.0,Volvo,Great, Volvo S90 T6 R-Design
9257,6224,4.8,2157,2021,33733.0,Toyota,Good,1 Toyota RAV4 XLE
9258,47080,2.6,211,2021,45140.0,Jeep,Good,1 Jeep Grand Cherokee Limited
9259,25610,4.7,702,2020,38404.0,Honda,Great, Honda Pilot Touring 7-Passenger
9260,46273,4.0,68,2020,65882.0,Chevrolet,Fair, Chevrolet Suburban Premier
9262,15315,4.6,963,2022,42977.0,Toyota,Good, Toyota Tacoma TRD Off Road
9263,46543,4.0,535,2020,23000.0,GMC,Great, GMC Terrain SLT
9264,14150,4.3,291,2021,32196.0,Buick,Great,1 Buick Envision Preferred
9265,21668,4.3,675,2020,36795.0,Volvo,Great, Volvo XC40 T5 Momentum
9266,13286,4.4,681,2022,30000.0,Kia,Unknown, Kia Sportage LX
9267,14720,4.0,8,2021,28990.0,Toyota,Good,1 Toyota C-HR XLE
9269,21187,4.0,365,2021,64499.0,Ford,Good,1 Ford Expedition King Ranch
9270,3847,3.2,483,2022,45359.0,Nissan,Unknown, Nissan Pathfinder SL
9271,12500,4.8,35,2021,87202.0,Mercedes-Benz,Great,1 Mercedes-Benz AMG GLE 53 Base
9272,75499,4.8,3453,2017,35437.0,INFINITI,Great,17 INFINITI QX80 Base
9273,65004,4.8,1792,2019,41524.0,INFINITI,Great,19 INFINITI QX80 Luxe
9274,5794,4.5,300,2021,75969.0,INFINITI,Good,1 INFINITI QX80 SENSORY
9275,40324,4.5,300,2019,48969.0,INFINITI,Great,19 INFINITI QX80 LUXE
9276,35854,4.4,1319,2020,62910.0,BMW,Great, BMW X7 xDrive40i
9277,37833,4.9,114,2019,43995.0,Acura,Fair,19 Acura RDX A-Spec
9279,30647,4.7,501,2019,51469.0,Porsche,Good,19 Porsche Macan Base
9280,19194,4.8,1839,2021,47950.0,Kia,Great,1 Kia Telluride EX
9281,7091,4.8,761,2022,39998.0,Buick,Good, Buick Envision Essence
9282,9895,4.6,995,2022,41980.0,Honda,Good, Honda Passport 
9283,35335,4.9,1004,2020,53990.0,Cadillac,Good, Cadillac CT6 Luxury
9284,18405,2.2,172,2020,25988.0,Honda,Good, Honda Civic LX
9285,25498,3.8,127,2019,29058.0,Cadillac,Great,19 Cadillac XT4 Luxury
9286,49311,4.7,1543,2020,36394.0,Dodge,Good, Dodge Durango GT
9289,21205,4.7,734,2021,48807.0,Toyota,Good,1 Toyota Highlander Platinum
9290,9987,4.9,90,2022,34886.0,Kia,Unknown, Kia K5 EX
9291,12428,4.7,179,2017,86998.0,Mercedes-Benz,Unknown,17 Mercedes-Benz S-Class S 55
9292,18089,4.7,179,2020,103998.0,Mercedes-Benz,Unknown, Mercedes-Benz S-Class S 560 4MATIC
9293,57038,5.0,135,2019,38900.0,Nissan,Good,19 Nissan Armada SL
9294,26629,3.8,22,2019,30894.0,GMC,Great,19 GMC Acadia SLE-
9295,14001,4.1,670,2021,58789.0,Jeep,Good,1 Jeep Wrangler Unlimited Rubicon
9298,47009,4.7,657,2021,24357.0,Chevrolet,Good,1 Chevrolet Malibu LT
9299,37219,4.8,599,2019,27467.0,Honda,Good,19 Honda Accord LX
9300,21260,3.4,93,2019,31500.0,Honda,Great,19 Honda CR-V EX-L
9302,10517,4.7,3386,2022,48349.0,Toyota,Good, Toyota Highlander Platinum
9303,56013,3.5,492,2020,21877.0,Jeep,Great, Jeep Cherokee Latitude
9304,3735,3.8,128,2022,57995.0,Volvo,Fair, Volvo C40 Recharge Pure Electric P8 Ultimate
9305,18343,4.4,1189,2021,31900.0,Honda,Great,1 Honda CR-V EX-L
9306,15541,4.3,120,2020,33928.0,Toyota,Unknown, Toyota Highlander LE
9307,35984,4.5,843,2020,38590.0,BMW,Great, BMW X3 xDrive30i
9308,6332,4.7,1843,2022,39900.0,INFINITI,Great, INFINITI Q50 LUXE
9310,17166,4.8,546,2021,64999.0,BMW,Great,1 BMW 740 i
9311,15098,4.3,456,2019,98885.0,BMW,Great,19 BMW i8 Base
9312,26946,5.0,9549,2019,27793.0,GMC,Great,19 GMC Acadia SLE-
9313,16577,4.7,1575,2021,45555.0,RAM,Good, RAM 1500 Big Horn
9314,57581,4.8,2353,2018,46800.0,Cadillac,Good,18 Cadillac Escalade ESV Luxury
9315,35913,4.7,1121,2021,46432.0,Volvo,Great,1 Volvo XC90 T6 Momentum 7 Passenger
9316,22170,4.7,1869,2021,44000.0,Toyota,Unknown,1 Toyota Highlander XSE
9317,17214,4.4,151,2020,44298.0,Acura,Great, Acura MDX 3.5L
9318,14406,4.0,430,2022,58902.0,GMC,Great, GMC Sierra 1500 Limited AT4
9319,55982,4.3,246,2020,38887.0,Volvo,Unknown, Volvo XC90 T6 Momentum 7 Passenger
9320,27975,4.3,710,2020,41342.0,RAM,Great, RAM 1500 Big Horn
9321,19364,4.5,54,2020,30864.0,Chevrolet,Great, Chevrolet Traverse LS
9322,28501,2.4,424,2020,43803.0,RAM,Great, RAM 1500 Laramie
9323,71929,4.6,425,2018,28800.0,Volvo,Great,18 Volvo XC60 T5 Momentum
9324,36006,3.5,77,2021,58889.0,RAM,Great,1 RAM 1500 Limited
9325,11893,4.6,308,2022,57987.0,Chevrolet,Good, Chevrolet Silverado 1500 Limited LT Trail Boss
9327,45503,3.2,843,2020,39821.0,Chevrolet,Good, Chevrolet Camaro 2SS
9328,69000,5.0,6,2019,46495.0,Ford,Unknown,19 Ford Expedition LIMITED
9329,8068,2.6,103,2022,85500.0,Jeep,Great, Jeep Grand Wagoneer Series I
9330,38539,4.8,280,2021,41950.0,Jeep,Great,1 Jeep Gladiator Overland
9331,9578,4.8,1474,2021,58500.0,Ford,Great,1 Ford Mustang Mach-E Premium
9332,25743,4.7,909,2021,47791.0,Toyota,Great,1 Toyota 4Runner Venture
9333,39337,4.7,909,2020,54693.0,Toyota,Good, Toyota 4Runner TRD Pro
9334,3216,4.5,1910,2022,53995.0,Chevrolet,Great, Chevrolet Silverado 2500 LT
9335,377,4.0,621,2022,62500.0,Chevrolet,Good, Chevrolet Silverado 2500 WT
9336,70597,4.4,816,2017,19456.0,Ford,Great,17 Ford Edge SEL
9337,18641,4.2,631,2019,44301.0,Dodge,Good,19 Dodge Challenger R/T
9338,14255,4.7,1534,2020,45750.0,Dodge,Good, Dodge Challenger R/T Scat Pack
9339,41643,2.8,1279,2018,46675.0,GMC,Great,18 GMC Yukon Denali
9340,19986,4.0,1289,2021,45495.0,BMW,Great,1 BMW 430 i
9341,2554,4.6,304,2021,32250.0,Ford,Unknown,1 Ford Escape SEL
9342,6357,2.9,141,2022,58000.0,GMC,Good, GMC Sierra 1500 Limited SLT
9344,15150,4.8,369,2019,31990.0,Toyota,Good,19 Toyota RAV4 XLE
9345,25828,4.7,1047,2019,39950.0,Toyota,Good,19 Toyota Avalon Limited
9346,5858,4.4,2061,2021,38999.0,Ford,Good,1 Ford Bronco Sport Badlands
9347,8618,4.8,2233,2021,44974.0,Mercedes-Benz,Good,1 Mercedes-Benz GLB 250 Base 4MATIC
9348,34958,4.8,416,2019,29100.0,Volkswagen,Great,19 Volkswagen Atlas 3.6L SE w/Technology
9349,73015,3.3,56,2018,24990.0,Toyota,Fair,18 Toyota Camry LE
9350,11490,4.7,57,2021,64000.0,INFINITI,Great,1 INFINITI QX80 PREMIUM SELECT
9351,74756,4.8,563,2017,31393.0,INFINITI,Great,17 INFINITI QX80 Base
9352,27643,4.7,57,2021,54000.0,INFINITI,Great,1 INFINITI QX80 Luxe
9353,2267,4.6,558,2021,40990.0,Acura,Unknown,1 Acura TLX 
9354,32582,4.8,4197,2021,27954.0,Nissan,Great,1 Nissan Rogue SV
9355,18757,4.8,1246,2020,40222.0,Dodge,Good, Dodge Durango GT
9356,3646,3.4,1102,2022,84193.0,Ford,Good, Ford F-250 Lariat
9357,10215,3.7,194,2022,29995.0,Volkswagen,Great, Volkswagen Tiguan 2.0T SE
9360,20598,4.3,2396,2019,41500.0,Acura,Great,19 Acura MDX 3.5L w/Technology Package
9361,18175,4.7,2237,2021,35600.0,Dodge,Good,1 Dodge Challenger GT
9362,17858,4.7,452,2021,57900.0,INFINITI,Great,1 INFINITI QX80 PREMIUM SELECT
9363,21272,4.9,1271,2017,161900.0,Ferrari,Good,17 Ferrari California T
9364,11085,4.6,307,2021,37788.0,Acura,Good,1 Acura TLX Technology
9366,1338,4.1,24,2020,443995.0,Ferrari,Good, Ferrari 812 Superfast Base
9367,1932,4.0,597,2022,38976.0,Ford,Good, Ford Bronco Sport Big Bend
9368,24302,4.9,1594,2021,37875.0,Cadillac,Good,1 Cadillac XT4 Luxury
9369,25723,3.5,815,2020,39153.0,Honda,Good, Honda Pilot Touring 7-Passenger
9370,14566,4.6,1280,2020,28540.0,Toyota,Good, Toyota Camry LE
9371,2084,2.8,218,2022,29995.0,Chevrolet,Good, Chevrolet Equinox 1LT
9372,1949,3.3,462,2022,57985.0,Kia,Good, Kia EV6 Wind
9374,32782,4.8,548,2020,37900.0,Honda,Unknown, Honda Pilot Touring 7-Passenger
9375,2659,4.9,143,2022,111988.0,Porsche,Fair, Porsche Taycan Base
9377,20949,4.2,186,2021,34864.0,GMC,Good,1 GMC Canyon Elevation
9378,17583,4.9,332,2020,30636.0,Subaru,Good, Subaru Legacy 
9380,7646,4.4,2422,2021,53995.0,GMC,Good,1 GMC Sierra 1500 SLT
9381,30887,4.3,162,2020,36936.0,Ford,Good, Ford Explorer XLT
9382,14683,4.6,2572,2021,35490.0,Toyota,Great,1 Toyota Highlander L
9384,32530,3.4,526,2019,42974.0,Toyota,Great,19 Toyota Tundra Limited
9385,6013,3.6,1004,2021,52333.0,Toyota,Good,1 Toyota Tundra Limited
9386,23660,3.6,1004,2020,52555.0,Toyota,Good, Toyota Tundra 1794
9387,78287,3.4,526,2017,33975.0,Toyota,Great,17 Toyota Tundra SR5
9388,40607,4.7,1030,2020,46950.0,Toyota,Good, Toyota Tundra SR5
9389,5054,4.7,1030,2021,58950.0,Toyota,Good,1 Toyota Tundra Limited
9390,65211,3.4,526,2018,42974.0,Toyota,Good,18 Toyota Tundra 1794
9391,11380,4.7,333,2022,42326.0,Honda,Unknown, Honda Passport 
9392,2338,3.2,1168,2020,41689.0,Nissan,Good, Nissan 370Z Sport Touring
9393,71853,4.8,438,2018,32995.0,Chevrolet,Good,18 Chevrolet Traverse High Country
9394,26802,3.6,1205,2021,29390.0,Toyota,Fair,1 Toyota RAV4 LE
9395,17801,4.6,3971,2021,39952.0,Dodge,Good,1 Dodge Durango GT
9397,58935,2.6,202,2020,51000.0,Chevrolet,Great, Chevrolet Tahoe Premier
9398,41156,4.8,406,2019,29963.0,Ford,Fair,19 Ford Taurus SEL
9400,22630,4.8,816,2020,36987.0,BMW,Great, BMW 430 Gran Coupe i
9401,46258,4.6,146,2019,25687.0,Honda,Good,19 Honda CR-V LX
9402,33137,4.5,351,2020,40995.0,RAM,Good, RAM 1500 Big Horn
9403,15054,4.7,1382,2020,90987.0,Chevrolet,Good, Chevrolet Corvette Stingray w/3LT
9404,17169,3.4,457,2021,39900.0,Toyota,Unknown,1 Toyota Tacoma TRD Sport
9405,13947,4.7,617,2019,42388.0,BMW,Great,19 BMW 530 i xDrive
9406,28287,4.3,162,2021,68936.0,Ford,Fair,1 Ford F-150 King Ranch
9407,25244,4.5,466,2020,41750.0,Volvo,Great, Volvo V60 Cross Country T5
9408,19378,2.2,172,2021,30911.0,Honda,Good,1 Honda CR-V EX
9409,32718,3.2,91,2021,42911.0,Cadillac,Great,1 Cadillac CT5 Sport RWD
9412,22068,4.8,65,2021,44000.0,Chevrolet,Good,1 Chevrolet Silverado 1500 LT
9413,8163,4.0,156,2021,61955.0,BMW,Good,1 BMW M440 i xDrive
9414,24389,4.7,1543,2020,40332.0,Chrysler,Fair, Chrysler Pacifica Touring-L
9415,21736,4.7,69,2020,39564.0,Chrysler,Good, Chrysler Pacifica Touring-L
9416,28538,4.0,769,2019,43497.0,BMW,Great,19 BMW X4 xDrive30i
9418,30896,4.6,204,2019,45000.0,Nissan,Great,19 Nissan Titan XD PRO-4X
9420,58441,4.8,175,2018,26980.0,Honda,Good,18 Honda Civic EX
9421,22369,4.0,853,2020,45095.0,Cadillac,Great, Cadillac CT6 Luxury
9422,18400,4.7,16,2019,97900.0,Maserati,Great,19 Maserati GranTurismo Sport
9423,1560,4.7,973,2022,113995.0,Cadillac,Great, Cadillac Escalade ESV Premium Luxury
9424,5887,4.8,640,2022,56996.0,Volvo,Great, Volvo XC90 T6 Momentum 6 Passenger
9425,15968,5.0,2577,2012,19995.0,Honda,Great,12 Honda Civic Si
9427,35897,4.8,1241,2019,33995.0,Volvo,Good,19 Volvo S90 T5 Momentum
9428,22001,4.6,698,2019,66000.0,Cadillac,Good,19 Cadillac Escalade Luxury
9429,21136,4.7,1142,2020,55495.0,BMW,Great, BMW X5 xDrive40i
9430,22676,4.9,4710,2020,66000.0,Volvo,Good, Volvo XC90 Hybrid T8 Inscription 7 Passenger
9431,28003,4.9,4188,2021,27427.0,Jeep,Great,1 Jeep Compass Limited
9432,2140,4.8,851,2022,78995.0,Porsche,Great, Porsche Macan S
9433,9773,4.8,597,2020,77995.0,Mercedes-Benz,Good, Mercedes-Benz GLS 450 Base 4MATIC
9434,27351,4.8,5933,2020,36000.0,Honda,Great, Honda Odyssey EX-L
9435,29461,4.8,237,2021,59000.0,GMC,Good,1 GMC Sierra 1500 Denali
9436,20272,4.8,70,2019,89990.0,Mercedes-Benz,Unknown,19 Mercedes-Benz AMG E 63 S 4MATIC
9437,53555,4.8,266,2020,36710.0,Acura,Great, Acura MDX 3.5L w/Technology Package
9438,34355,2.2,158,2020,48415.0,Chevrolet,Great, Chevrolet Silverado 1500 RST
9439,10455,4.9,2203,2022,41900.0,Volvo,Great, Volvo XC60 B5 R-Design
9440,42635,3.6,492,2019,53899.0,BMW,Great,19 BMW 750 i xDrive
9441,35054,4.7,98,2020,26539.0,Volkswagen,Great, Volkswagen Tiguan 2.0T SE
9442,15461,4.8,6677,2021,46324.0,RAM,Good, RAM 1500 Big Horn
9443,10125,4.4,1161,2021,49600.0,Ford,Good,1 Ford F-150 XLT
9444,31954,3.7,1682,2021,48968.0,Volvo,Good,1 Volvo V60 Cross Country T5
9445,1213,2.9,233,2022,48000.0,Toyota,Great, Toyota Tundra SR5
9446,41506,4.9,1002,2020,32293.0,INFINITI,Great, INFINITI Q50 3.0t LUXE
9447,28308,4.1,959,2019,43362.0,BMW,Great,19 BMW 540 i
9448,167,4.1,24,2022,316888.0,Ferrari,Unknown, Ferrari Portofino M Base
9450,15701,4.8,2157,2021,32994.0,Toyota,Good,1 Toyota RAV4 LE
9452,17052,4.7,4996,2021,36498.0,Honda,Good,1 Honda Passport EX-L
9453,41383,4.3,1897,2019,32249.0,Honda,Great,19 Honda Passport Touring
9454,6073,4.1,1386,2021,33993.0,Honda,Great,1 Honda Passport Sport
9455,44139,4.3,1897,2019,31093.0,Honda,Great,19 Honda Passport EX-L
9456,29961,5.0,3393,2021,41975.0,Dodge,Good,1 Dodge Durango GT
9457,1839,4.3,1383,2021,73737.0,Ford,Great,1 Ford Bronco First Edition
9458,19666,4.8,6677,2021,46529.0,RAM,Great,1 RAM 1500 Laramie
9460,9379,4.6,1243,2022,47991.0,Toyota,Good, Toyota Avalon Hybrid XSE Nightshade
9461,39935,4.9,4327,2021,35499.0,Toyota,Good,1 Toyota Highlander LE
9463,41103,4.3,2396,2019,36500.0,Acura,Great,19 Acura MDX 3.5L
9464,15950,4.4,64,2022,58832.0,BMW,Great, BMW X5 sDrive40i
9466,31776,4.4,179,2019,35155.0,Volkswagen,Good,19 Volkswagen Atlas 3.6 SE w/ Technology
9467,27171,4.4,257,2019,46648.0,GMC,Great,19 GMC Yukon SLT Standard Edition
9468,20435,5.0,62,2013,84686.0,Porsche,Good,13 Porsche 911 Carrera S
9469,49720,3.1,138,2019,28500.0,GMC,Good,19 GMC Canyon SLE
9470,159,3.8,555,2022,117777.0,Cadillac,Unknown, Cadillac Escalade Sport
9471,50817,4.9,1594,2020,58895.0,Cadillac,Great, Cadillac Escalade Luxury
9472,40697,3.8,555,2020,60977.0,Cadillac,Great, Cadillac Escalade Luxury
9473,46611,2.6,73,2019,62995.0,Cadillac,Fair,19 Cadillac Escalade Luxury
9474,47833,3.8,555,2019,55777.0,Cadillac,Great,19 Cadillac Escalade Premium Luxury
9475,56076,4.8,224,2018,25491.0,INFINITI,Good,18 INFINITI QX30 Luxury
9476,25236,4.6,4436,2021,38931.0,Volkswagen,Fair,1 Volkswagen Tiguan 2.0T SEL Premium R-Line
9478,2100,4.3,218,2022,114995.0,Cadillac,Great, Cadillac Escalade Premium Luxury
9479,19857,4.4,1374,2020,31900.0,Toyota,Good, Toyota RAV4 LE
9480,42768,4.7,1799,2020,59998.0,BMW,Great, BMW M550 i xDrive
9481,30269,4.1,605,2021,44994.0,Chrysler,Good,1 Chrysler Pacifica Limited
9482,22654,4.7,1051,2022,47436.0,Toyota,Fair, Toyota Sienna LE
9483,12601,4.1,176,2020,155995.0,Porsche,Fair, Porsche 911 Carrera S
9484,50024,4.9,1312,2021,24000.0,Kia,Great,1 Kia Seltos LX
9485,6745,4.7,1138,2022,127999.0,Mercedes-Benz,Good, Mercedes-Benz S-Class S 580 4MATIC
9486,36451,3.3,134,2019,29593.0,Nissan,Great,19 Nissan Maxima 3.5 SL
9487,19516,4.5,1242,2021,42000.0,Chrysler,Great,1 Chrysler Pacifica Limited
9488,39430,3.9,1717,2019,22851.0,Toyota,Good,19 Toyota Corolla Hatchback SE
9489,5174,4.9,2125,2021,38395.0,Honda,Good,1 Honda Passport EX-L
9490,16674,4.6,260,2021,25215.0,Nissan,Great,1 Nissan Altima 2.5 SR
9491,32935,4.9,2241,2021,37544.0,Dodge,Great,1 Dodge Durango SXT
9492,33418,4.7,37,2020,42100.0,Acura,Unknown, Acura MDX 
9493,35209,3.8,291,2019,32900.0,Cadillac,Great,19 Cadillac XT5 Luxury
9494,27025,2.4,424,2021,39995.0,RAM,Great, RAM 1500 Big Horn
9495,13561,4.6,1243,2022,56495.0,Toyota,Good, Toyota Tundra SR5
9496,7799,4.1,254,2021,169988.0,Porsche,Good,1 Porsche Cayenne E-Hybrid Turbo S
9498,46037,4.6,103,2021,36994.0,Ford,Great,1 Ford Explorer Limited
9499,24853,4.5,81,2020,28985.0,Honda,Unknown, Honda Accord 
9500,8460,4.8,575,2021,42983.0,Mercedes-Benz,Good,1 Mercedes-Benz C-Class C 300 4MATIC
9501,46616,3.1,393,2020,35900.0,Toyota,Great, Toyota Highlander XLE
9502,13076,4.9,3750,2021,57991.0,Porsche,Good,1 Porsche Macan Base
9503,8243,4.6,402,2021,30988.0,Kia,Good,1 Kia K5 EX
9504,6550,4.6,402,2022,31988.0,Kia,Good, Kia K5 GT-Line
9505,12151,4.8,2834,2021,26750.0,Honda,Good,1 Honda HR-V LX
9509,62102,4.2,1556,2020,26995.0,Dodge,Good, Dodge Charger SXT
9510,28651,4.6,535,2020,64881.0,Ford,Great, Ford F-150 Raptor
9511,45648,4.0,2231,2021,44480.0,Toyota,Fair,1 Toyota Tundra SR5
9512,54469,4.7,332,2016,37550.0,Mercedes-Benz,Good,16 Mercedes-Benz CLS-Class CLS 400 4MATIC
9514,20673,4.7,69,2020,41962.0,Chrysler,Good, Chrysler Pacifica Touring-L Plus
9515,30626,4.1,20,2021,67737.0,Ford,Good,1 Ford Expedition Max Platinum
9519,18755,4.8,2081,2020,61870.0,BMW,Great, BMW M550 i xDrive
9521,33340,4.4,1189,2020,28800.0,Honda,Good, Honda Accord EX-L
9522,64258,4.0,212,2020,21987.0,Chevrolet,Great, Chevrolet Impala LT
9523,4596,4.6,266,2020,154995.0,Porsche,Great, Porsche 911 Carrera 4S
9524,45729,3.2,192,2018,37995.0,Chevrolet,Great,18 Chevrolet Tahoe LS
9525,2068,4.7,1382,2023,78987.0,Chevrolet,Unknown,3 Chevrolet Tahoe Premier
9526,43187,4.7,1382,2019,58987.0,Chevrolet,Good,19 Chevrolet Tahoe Premier
9527,48448,4.5,843,2019,45555.0,Chevrolet,Great,19 Chevrolet Tahoe LT
9528,48256,3.2,192,2017,38995.0,Chevrolet,Good,17 Chevrolet Tahoe LS
9529,14353,3.3,173,2020,42700.0,Cadillac,Great, Cadillac CT4 Sport
9530,6759,4.6,1068,2022,107899.0,BMW,Great, BMW X5 M Base
9532,27315,2.4,424,2020,36995.0,Chrysler,Great, Chrysler Pacifica Limited
9533,17788,4.7,602,2021,46991.0,Volkswagen,Good,1 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line
9534,2355,4.7,670,2020,141440.0,Porsche,Great, Porsche 911 Carrera 4S
9537,21768,4.8,2143,2021,34887.0,Kia,Fair,1 Kia K5 GT-Line
9538,41298,4.8,338,2019,39880.0,Chevrolet,Great,19 Chevrolet Camaro 2SS
9539,49767,4.6,2659,2019,30000.0,Cadillac,Great,19 Cadillac XT4 Sport
9540,19720,4.5,1637,2020,42500.0,Cadillac,Great, Cadillac XT6 Premium Luxury AWD
9541,21011,4.6,439,2019,29722.0,Toyota,Good,19 Toyota RAV4 LE
9542,16313,4.1,670,2019,27849.0,Chrysler,Great,19 Chrysler 300 Touring L
9543,2422,4.4,2774,2022,41207.0,RAM,Great, RAM 1500 Big Horn
9544,16147,4.8,5310,2021,44875.0,Volkswagen,Great,1 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line
9545,12126,4.7,3560,2022,31991.0,Honda,Fair, Honda Insight EX
9546,15277,4.8,1111,2022,48696.0,Chevrolet,Great, Chevrolet Silverado 1500 Limited RST
9547,25112,4.4,433,2020,38786.0,GMC,Good, GMC Acadia AT4
9548,7000,4.5,1758,2022,62562.0,RAM,Good, RAM 1500 Longhorn
9549,20277,4.4,1639,2019,37001.0,Ford,Good,19 Ford Ranger Lariat
9550,35302,4.8,2423,2021,31597.0,Toyota,Fair,1 Toyota Camry SE
9551,11492,4.7,1146,2020,39988.0,Nissan,Fair, Nissan 370Z Base
9552,5783,4.9,303,2020,40270.0,Nissan,Good, Nissan 370Z Sport
9554,31470,4.6,587,2020,51995.0,Volvo,Good, Volvo XC90 T6 Inscription 6 Passenger
9555,4341,4.0,720,2022,27999.0,Toyota,Unknown, Toyota Corolla Cross L
9557,12423,2.8,541,2020,62989.0,Mercedes-Benz,Great, Mercedes-Benz E-Class E 450 4MATIC
9558,42282,4.9,750,2020,44996.0,Ford,Great, Ford Explorer Platinum
9559,27878,4.6,945,2019,36576.0,Toyota,Good,19 Toyota Tacoma SR5
9560,32957,4.4,1843,2021,22991.0,Volkswagen,Good,1 Volkswagen Jetta 1.4T S
9561,44395,3.2,192,2019,69995.0,Cadillac,Good,19 Cadillac Escalade Platinum
9562,18735,4.8,1116,2020,68988.0,Cadillac,Great, Cadillac Escalade Luxury
9563,40351,4.7,1382,2019,59987.0,Cadillac,Great,19 Cadillac Escalade Premium Luxury
9564,4271,4.6,726,2018,79590.0,Maserati,Great,18 Maserati GranTurismo Sport
9565,22190,3.9,55,2020,47738.0,Acura,Fair, Acura MDX 3.5L w/Advance Package
9566,16899,4.7,641,2020,28673.0,Honda,Good, Honda Accord Sport 1.5T
9567,23151,3.7,449,2021,45250.0,Jeep,Great,1 Jeep Grand Cherokee Overland
9568,21711,4.9,734,2020,72997.0,Mercedes-Benz,Good, Mercedes-Benz GLS 450 Base 4MATIC
9569,28755,4.7,1456,2019,31995.0,Ford,Good,19 Ford Edge SEL
9570,2529,3.5,89,2022,476988.0,Rolls-Royce,Good, Rolls-Royce Cullinan 
9571,37331,4.7,179,2020,71498.0,Mercedes-Benz,Good, Mercedes-Benz GLS 450 Base 4MATIC
9572,14173,4.7,1263,2021,34997.0,Jeep,Great,1 Jeep Grand Cherokee Laredo
9573,29584,3.0,585,2020,26495.0,Acura,Great, Acura TLX FWD
9575,4454,4.9,418,2021,79999.0,RAM,Good,1 RAM 2500 Laramie
9577,61163,4.8,703,2018,42000.0,Chevrolet,Unknown,18 Chevrolet Tahoe LT
9578,7874,5.0,46,2022,34895.0,Kia,Unknown, Kia K5 EX Auto FWD
9579,55958,3.0,227,2020,57796.0,Toyota,Unknown, Toyota Sequoia Platinum
9580,51082,3.0,80,2019,30331.0,Subaru,Great,19 Subaru Ascent Premium 7-Passenger
9581,13594,3.0,80,2022,37995.0,Subaru,Good, Subaru Ascent Premium 8-Passenger
9582,1241,4.7,1410,2022,59458.0,Ford,Good, Ford Explorer ST
