,Price,Year,Rating,Mileage,Rating-Count,Name,Status,model_details
4349,81555.0,2022,4.1,1152,2012,Toyota,Good,Toyota Tundra Hybrid Capstone
4350,42494.0,2020,4.7,48018,427,Volvo,Great,Volvo XC90 T6 Momentum 6 Passenger
4351,24449.0,2020,4.6,32246,2697,MINI,Great,MINI Hardtop Cooper S
4352,44990.0,2021,4.5,9525,129,Toyota,Good,Toyota Highlander XSE
4353,42777.0,2020,4.9,31992,725,Cadillac,Fair,Cadillac CT4 V-Series
4355,65900.0,2020,4.3,41571,66,BMW,Unknown,BMW X7 xDrive40i
4356,217500.0,2022,3.5,2550,150,Porsche,Fair,Porsche Cayenne Turbo GT
4357,49000.0,2021,4.6,27009,1244,Toyota,Good,Toyota Highlander Hybrid XLE
4358,104999.0,2019,5.0,22738,557,Maserati,Good,9 Maserati Levante Trofeo
4359,79985.0,2020,4.7,9043,1783,BMW,Great,BMW 840 i
4360,113500.0,2019,4.8,25144,775,Porsche,Great,9 Porsche Panamera GTS
4361,39141.0,2020,4.7,49608,189,Dodge,Good,Dodge Durango R/T
4362,43500.0,2022,4.7,1376,735,Cadillac,Good,Cadillac XT5 Luxury
4364,56000.0,2019,4.5,4785,3904,Ford,Fair,9 Ford Transit-250 Base
4366,46812.0,2021,4.8,35525,1017,Toyota,Fair,Toyota Tundra SR5
4367,30998.0,2020,3.7,45787,159,Toyota,Good,Toyota RAV4 LE
4368,42784.0,2021,4.9,15806,53,Volkswagen,Good,Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line
4369,50847.0,2022,3.8,15815,767,Kia,Good,Kia Carnival SX Prestige
4370,33390.0,2020,4.8,32320,1163,Chevrolet,Great,Chevrolet Traverse LT Cloth
4372,33498.0,2019,4.8,12692,49,Volvo,Great,9 Volvo S60 T6 Momentum
4373,27999.0,2021,4.8,10733,1585,Ford,Great,Ford Mustang EcoBoost
4374,59995.0,2023,2.8,415,92,Kia,Unknown,3 Kia Carnival SX Prestige
4375,78954.0,2022,4.9,9600,223,GMC,Great,GMC Yukon AT4
4376,56702.0,2019,4.6,45990,242,GMC,Great,9 GMC Yukon Denali
4377,44990.0,2019,1.8,67650,20,GMC,Great,9 GMC Yukon SLT
4378,35963.0,2020,5.0,70860,2820,Toyota,Good,Toyota Highlander XLE
4379,36995.0,2021,4.8,6277,618,Acura,Great,Acura TLX
4380,26998.0,2020,3.0,42378,91,Nissan,Unknown,Nissan Pathfinder S
4382,28050.0,2021,4.6,10083,2834,Kia,Good,Kia Forte GT
4383,54979.0,2022,4.8,7444,69,RAM,Good,RAM 1500 Big Horn
4384,25500.0,2019,4.6,46096,827,INFINITI,Good,9 INFINITI QX30 Luxe
4385,25986.0,2020,4.8,26160,3156,GMC,Great,GMC Terrain SLE
4386,28781.0,2022,4.2,7197,2860,Kia,Good,Kia Seltos SX
4387,65799.0,2022,4.6,15933,1083,Ford,Great,Ford F-150 Lariat
4388,45495.0,2018,4.6,30064,1778,Maserati,Great,Maserati Quattroporte S GranLusso
4389,139998.0,2018,5.0,13962,403,Porsche,Fair,Porsche 911 Carrera GTS
4391,38115.0,2020,3.7,18980,437,Acura,Good,Acura TLX V6 w/Technology Package
4392,45326.0,2021,4.6,17794,586,Honda,Unknown,Honda Ridgeline
4393,50000.0,2021,4.4,12988,1161,Ford,Fair,Ford Mustang GT Premium
4395,56955.0,2021,4.7,22441,1576,RAM,Good,RAM 1500 Limited
4396,41350.0,2022,4.9,10108,86,Volvo,Unknown,Volvo XC60 B5 Momentum
4397,115995.0,2022,4.3,121,218,Cadillac,Unknown,Cadillac Escalade ESV Premium Luxury
4398,42650.0,2021,4.3,1657,510,Ford,Great,Ford Mustang GT
4399,40999.0,2020,4.9,21056,157,INFINITI,Great,INFINITI QX60 Luxe
4400,50982.0,2022,4.7,8027,224,RAM,Great,RAM 1500 Big Horn
4401,25727.0,2020,3.9,60637,266,Chevrolet,Great,Chevrolet Camaro 1LT
4402,19500.0,2017,4.9,108459,1190,Ford,Great,7 Ford Edge Titanium
4403,45997.0,2021,4.8,24196,3532,Jeep,Unknown,Jeep Wrangler Unlimited Sahara
4404,22992.0,2021,4.7,21639,604,Volkswagen,Good,Volkswagen Jetta 1.4T S
4405,33997.0,2020,4.9,19313,6644,Toyota,Great,Toyota Highlander LE
4406,33955.0,2019,4.8,17016,1476,Kia,Unknown,9 Kia Stinger GT
4407,41514.0,2022,4.7,10329,139,Acura,Good,Acura TLX Tech
4408,129900.0,2021,5.0,18831,127,Porsche,Fair,Porsche Taycan 4S
4409,35893.0,2020,4.7,7512,10007,BMW,Good,BMW X1 xDrive28i
4410,42680.0,2021,4.6,52458,349,Volkswagen,Good,Volkswagen Atlas 3.6L SEL Premium
4411,40197.0,2019,4.1,15833,171,Nissan,Fair,9 Nissan 370Z Touring
4412,69995.0,2022,4.2,13781,418,INFINITI,Good,INFINITI QX80 PREMIUM SELECT
4413,25391.0,2020,2.7,25609,1040,Honda,Good,Honda HR-V Sport
4414,35911.0,2020,2.2,4608,172,Honda,Good,Honda Pilot EX-L
4415,53998.0,2019,4.9,73060,407,Porsche,Unknown,9 Porsche Cayenne Base
4416,49995.0,2021,4.8,17429,789,Ford,Great,Ford Explorer ST
4417,54974.0,2019,4.3,55220,1292,Ford,Good,9 Ford F-250 Lariat
4418,51995.0,2020,2.7,7796,22,BMW,Fair,BMW X4 xDrive30i
4419,109898.0,2020,4.4,17479,72,Porsche,Great,Porsche Taycan 4S
4420,39998.0,2021,3.7,54524,159,Toyota,Great,Toyota Sienna LE
4421,33999.0,2020,4.7,30807,616,BMW,Great,BMW 228 Gran Coupe i xDrive
4422,26000.0,2019,4.9,74014,1190,Ford,Great,9 Ford Explorer Limited
4423,47800.0,2021,4.8,13499,332,Cadillac,Great,Cadillac XT6 Premium Luxury AWD
4424,37991.0,2020,4.8,30301,1049,Volvo,Fair,Volvo S60 T5 R-Design
4425,26272.0,2022,4.8,23434,1067,Buick,Great,Buick Encore GX Select
4426,29496.0,2018,4.6,46283,519,INFINITI,Great,INFINITI Q50 3.0t Sport
4427,42460.0,2020,3.3,35015,351,Chevrolet,Good,Chevrolet Silverado 1500 LT
4428,53499.0,2021,3.3,6605,285,Ford,Good,Ford Explorer Platinum
4429,112888.0,2021,4.8,17452,548,BMW,Fair,BMW X5 M Base
4430,126900.0,2021,4.1,10736,253,Porsche,Unknown,Porsche 911 Carrera
4431,59000.0,2021,3.1,8703,413,Toyota,Good,Toyota Tundra 1794
4432,46450.0,2020,4.7,19910,339,Toyota,Great,Toyota Tundra Limited
4433,49000.0,2020,4.3,30313,337,Ford,Good,Ford Transit-250 Base
4434,36332.0,2019,4.7,44879,281,RAM,Good,9 RAM 1500 Big Horn
4435,28471.0,2022,4.9,14364,3808,Honda,Good,Honda HR-V Sport
4436,178898.0,2017,4.7,1125,1501,Acura,Fair,7 Acura NSX Base
4437,139900.0,2021,3.7,6316,58,Aston Martin,Unknown,Aston Martin DBX Base
4438,32944.0,2020,3.7,26106,1712,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
4439,40347.0,2021,4.6,20658,568,Chevrolet,Great,Chevrolet Colorado Z7
4440,45995.0,2021,4.4,20459,940,Ford,Good,Ford Explorer LIMITED
4441,39200.0,2019,4.3,43409,961,Toyota,Good,9 Toyota Highlander XLE
4442,26617.0,2021,4.9,22615,2825,Kia,Good,Kia Seltos EX
4443,28995.0,2021,4.8,34035,4198,Kia,Good,Kia Seltos SX
4445,29388.0,2019,4.9,39462,2805,Honda,Great,9 Honda Pilot EX
4446,37495.0,2021,4.6,43512,182,Dodge,Good,Dodge Durango GT
4447,123588.0,2022,4.8,2165,548,BMW,Great,BMW X5 M Base
4448,47995.0,2020,4.7,57310,1458,Chevrolet,Great,Chevrolet Silverado 2500 Custom
4449,50999.0,2019,4.5,33785,429,Porsche,Good,9 Porsche Macan Base
4450,26980.0,2018,4.8,58441,175,Honda,Good,Honda Civic EX
4451,31991.0,2019,3.7,47559,263,Honda,Fair,9 Honda Civic Si Base
4452,46823.0,2021,4.3,44587,7563,Cadillac,Great,Cadillac XT6 Premium Luxury AWD
4453,53995.0,2021,4.7,7549,157,Dodge,Good,Dodge Challenger R/T Scat Pack
4454,74858.0,2022,3.1,6583,525,Chevrolet,Good,Chevrolet Tahoe RST
4455,50495.0,2020,4.6,50082,166,Jeep,Good,Jeep Gladiator Rubicon
4456,40783.0,2020,3.7,56353,57,Buick,Good,Buick Enclave Avenir
4457,61984.0,2021,4.3,11809,1074,Ford,Good,Ford F-150 Lariat
4458,45994.0,2020,4.8,24493,1333,Ford,Good,Ford F-150 XLT
4459,25576.0,2021,4.2,48239,332,Volkswagen,Unknown,Volkswagen Atlas Cross Sport 2.0T S
4460,29023.0,2020,4.6,13895,1385,Jeep,Great,Jeep Compass Limited
4461,29118.0,2022,4.3,2579,961,Toyota,Good,Toyota Corolla Hatchback SE
4462,55616.0,2019,2.7,22908,158,Chevrolet,Good,9 Chevrolet Silverado 2500 LTZ
4463,45900.0,2022,4.6,10213,511,Ford,Great,Ford Explorer ST-Line
4464,75000.0,2022,3.1,5305,528,RAM,Good,RAM 2500 Laramie
4465,41943.0,2020,4.7,24434,1119,Ford,Great,Ford F-150 XLT
4466,24495.0,2021,4.9,22570,280,Honda,Good,Honda HR-V LX
4467,39936.0,2021,4.3,9806,162,Ford,Fair,Ford Bronco Sport Big Bend
4468,38494.0,2021,4.9,30133,1184,Toyota,Good,Toyota Tacoma SR5
4470,38000.0,2021,4.7,32457,1723,INFINITI,Great,INFINITI Q60 2.0T Pure
4471,34000.0,2020,4.5,62919,1125,Ford,Good,Ford Mustang GT Premium
4473,30000.0,2020,4.7,44715,1429,Dodge,Good,Dodge Charger SXT
4474,77000.0,2022,4.8,665,3811,Toyota,Good,Toyota Tundra Hybrid Limited
4475,40350.0,2020,4.8,22295,3249,Dodge,Good,Dodge Charger GT
4476,42900.0,2021,4.0,18392,50,GMC,Great,GMC Sierra 1500 Elevation
4477,35989.0,2019,3.2,11658,843,GMC,Good,9 GMC Acadia SLT-
4479,36947.0,2019,4.7,37378,446,Acura,Great,9 Acura RDX Advance Package
4481,43479.0,2019,4.7,16034,1119,Ford,Good,9 Ford F-150 XLT
4482,29963.0,2020,3.2,54495,843,GMC,Great,GMC Acadia SLT
4483,74750.0,2022,4.1,8344,1337,Jeep,Good,Jeep Wagoneer Series III
4484,50190.0,2020,4.7,24017,69,Jeep,Good,Jeep Gladiator Rubicon
4485,58949.0,2021,2.9,23739,384,Ford,Great,Ford Expedition Limited
4486,30995.0,2021,3.7,29841,246,Volkswagen,Good,Volkswagen Tiguan 2.0T SE R-Line Black
4487,35884.0,2019,4.6,24514,2902,Toyota,Good,9 Toyota Highlander SE
4488,39993.0,2020,4.7,14862,604,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SEL
4489,37777.0,2021,4.8,12653,706,Honda,Unknown,Honda Clarity Plug-In Hybrid
4490,40739.0,2021,4.6,9670,770,Buick,Good,Buick Envision Avenir
4491,68900.0,2021,3.7,25082,125,BMW,Good,BMW X3 M AWD
4492,25700.0,2022,4.9,16800,1870,Volkswagen,Fair,Volkswagen Taos 1.5T S
4493,80888.0,2022,4.6,5658,1068,BMW,Good,BMW X3 M AWD
4494,39556.0,2019,4.8,68198,2926,Toyota,Great,9 Toyota Tundra Platinum
4495,68996.0,2022,4.9,1042,157,INFINITI,Fair,INFINITI QX60 SENSORY
4496,41900.0,2019,4.9,52059,526,Chevrolet,Good,9 Chevrolet Silverado 1500 LT Trail Boss
4497,46974.0,2021,3.4,21784,527,Toyota,Good,Toyota Highlander XSE
4498,28987.0,2019,4.6,68674,670,Ford,Unknown,9 Ford Flex LIMITED
4499,37997.0,2018,2.6,63605,1288,Toyota,Good,Toyota Tundra SR5
4500,43942.0,2017,4.9,71970,322,Chevrolet,Great,7 Chevrolet Suburban Premier
4501,26455.0,2021,2.5,20790,68,Chevrolet,Unknown,Chevrolet Camaro 1LS
4503,41988.0,2019,4.8,42118,49,Volvo,Great,9 Volvo XC90 T6 Momentum
4504,33499.0,2020,4.3,40010,246,Volvo,Great,Volvo XC40 T5 Momentum
4505,42997.0,2020,4.6,24342,1123,Ford,Good,Ford F-150 XLT
4506,28900.0,2021,4.6,23504,1621,Kia,Fair,Kia Seltos S
4507,46998.0,2021,3.1,9526,231,Ford,Great,Ford F-150 XL
4508,38989.0,2021,4.7,46913,1318,Volkswagen,Good,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
4509,29317.0,2020,4.6,13765,1140,Toyota,Good,Toyota RAV4 LE
4510,44000.0,2021,3.7,20450,112,Kia,Great,Kia Telluride EX
4511,46973.0,2022,4.0,3436,65,Volvo,Good,Volvo XC60 B5 Momentum
4512,37595.0,2021,4.6,42969,182,Dodge,Good,Dodge Durango GT
4513,62500.0,2020,4.2,21827,507,Chevrolet,Great,Chevrolet Suburban Premier
4514,30984.0,2021,3.8,16445,718,Honda,Good,Honda Accord Sport SE
4515,41998.0,2019,5.0,35686,71,Cadillac,Great,9 Cadillac CT6 Luxury
4516,30750.0,2022,4.4,8354,261,Kia,Good,Kia Seltos EX
4517,31593.0,2020,4.7,49338,549,Subaru,Fair,Subaru Forester Limited
4518,42000.0,2021,4.2,36168,606,RAM,Great,RAM 1500 Big Horn
4519,59998.0,2020,4.8,36991,6845,BMW,Great,BMW X3 M Base (A8)
4520,61896.0,2021,4.8,14041,2880,Ford,Good,Ford F-150 Lariat
4521,37449.0,2020,4.8,24935,1328,Buick,Great,Buick Enclave Essence
4522,41894.0,2020,4.2,43365,1389,Honda,Good,Honda Odyssey Elite
4523,71995.0,2022,4.3,827,1383,Ford,Great,Ford Bronco Wildtrak
4524,107500.0,2015,4.8,21009,361,Porsche,Fair,5 Porsche 911 Carrera 4S
4525,29100.0,2019,4.8,34958,416,Volkswagen,Great,9 Volkswagen Atlas 3.6L SE w/Technology
4526,49400.0,2021,4.0,10789,828,GMC,Good,GMC Acadia AT4
4527,28715.0,2018,4.4,44105,383,BMW,Great,BMW X2 xDrive28i
4528,28750.0,2019,4.0,46962,22,Chrysler,Great,9 Chrysler Pacifica Touring-L
4530,66995.0,2022,4.5,169,296,Ford,Unknown,Ford Transit-350 Base
4531,32950.0,2019,4.7,48839,339,Toyota,Good,9 Toyota RAV4 Limited
4532,43483.0,2021,4.5,10960,1308,Acura,Good,Acura TLX A-Spec
4533,31566.0,2021,4.8,41260,696,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
4534,39405.0,2021,4.8,25022,599,Honda,Great,Honda Pilot Touring 7-Passenger
4535,35350.0,2022,4.8,7082,599,Honda,Unknown,Honda Pilot Sport
4536,42500.0,2022,2.7,9561,98,Honda,Good,Honda Pilot Special Edition
4537,37832.0,2021,4.8,27297,599,Honda,Good,Honda Pilot Special Edition
4538,24396.0,2021,4.4,36342,1633,Honda,Good,Honda HR-V EX
4539,63990.0,2018,4.2,31804,562,RAM,Good,RAM 2500 Laramie
4540,41900.0,2022,4.8,9346,610,Honda,Good,Honda Pilot
4541,56450.0,2021,4.1,24513,483,Ford,Fair,Ford Explorer ST
4542,38885.0,2020,4.0,21101,252,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SEL
4544,91477.0,2020,4.6,19049,1508,BMW,Great,BMW M5
4545,670888.0,2021,4.1,1188,24,Ferrari,Unknown,Ferrari 812 GTS Base
4547,675995.0,2021,4.1,388,24,Ferrari,Unknown,Ferrari 812 GTS Base
4548,41303.0,2021,2.6,41356,211,Jeep,Great,Jeep Grand Cherokee Limited
4549,39986.0,2020,4.8,48047,3156,Chevrolet,Great,Chevrolet Camaro 2SS
4550,42987.0,2021,4.0,18409,716,Volkswagen,Good,Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line
4551,28495.0,2019,4.9,43673,83,Ford,Unknown,9 Ford Transit Connect XL
4552,39899.0,2020,4.9,36755,2702,Chevrolet,Great,Chevrolet Traverse RS
4553,59999.0,2020,4.3,31374,1722,GMC,Great,GMC Yukon Denali
4554,42000.0,2020,4.5,19720,1638,Cadillac,Great,Cadillac XT6 Premium Luxury AWD
4555,33895.0,2019,4.3,53210,1034,GMC,Good,9 GMC Sierra 1500 Limited Base
4557,28888.0,2021,3.6,54822,379,Kia,Good,Kia K5 EX
4558,27388.0,2020,4.1,38544,119,Subaru,Great,Subaru Crosstrek Premium
4559,89991.0,2021,4.2,1560,236,Porsche,Unknown,Porsche Panamera 4
4561,46543.0,2018,4.7,88278,1038,Ford,Good,Ford Expedition Max Platinum
4562,37375.0,2022,4.6,12117,1190,Volkswagen,Good,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
4563,29400.0,2019,4.6,46336,827,INFINITI,Great,9 INFINITI QX50 Luxe
4564,71888.0,2021,4.8,11368,6845,BMW,Good,BMW X6 xDrive40i
4566,37767.0,2019,4.8,26470,1163,Chevrolet,Great,9 Chevrolet Blazer Premier
4567,42499.0,2019,4.7,30261,975,Chevrolet,Good,9 Chevrolet Blazer Premier
4568,99324.0,2019,4.7,24260,133,Porsche,Unknown,9 Porsche Cayenne Turbo
4569,39988.0,2021,4.6,4335,2135,Chevrolet,Great,Chevrolet Camaro LT
4570,31980.0,2022,4.7,5703,2000,Honda,Good,Honda Civic EX-L
4571,31990.0,2020,4.6,64380,1711,GMC,Good,GMC Acadia SLT
4572,33491.0,2019,4.9,32851,147,Volvo,Unknown,9 Volvo XC60 T5 Momentum
4573,24200.0,2017,4.9,59021,826,Honda,Good,7 Honda Accord EX-L
4574,39987.0,2020,4.9,28599,515,Volvo,Great,Volvo V60 Cross Country T5
4575,38552.0,2023,4.7,335,1653,Nissan,Unknown,3 Nissan Rogue Platinum
4576,53990.0,2022,3.0,4569,585,Acura,Great,Acura MDX A-Spec
4577,39430.0,2021,4.9,20533,2366,Volkswagen,Good,Volkswagen Arteon 2.0T SEL R-Line
4578,40795.0,2021,4.9,8863,3277,Volkswagen,Good,Volkswagen Arteon 2.0T SEL R-Line
4579,33988.0,2020,4.9,38797,2366,Volkswagen,Great,Volkswagen Arteon 2.0T SEL R-Line
4580,51174.0,2020,4.4,26762,557,Ford,Great,Ford F-150 Lariat
4581,27896.0,2021,4.8,18933,1348,Acura,Good,Acura ILX Premium Package
4583,29980.0,2018,4.8,31415,175,Honda,Good,Honda Accord LX
4586,62995.0,2020,4.5,18733,351,Dodge,Good,Dodge Durango SRT
4587,39995.0,2019,4.8,44542,1764,Mercedes-Benz,Good,9 Mercedes-Benz E-Class E 300 4MATIC
4588,44977.0,2021,4.2,8410,433,Toyota,Good,Toyota Highlander XSE
4590,65990.0,2022,4.0,4955,502,Ford,Fair,Ford Bronco Black Diamond
4591,29491.0,2020,4.8,50133,1054,Toyota,Good,Toyota Camry XSE
4592,32460.0,2019,2.7,30594,158,Chevrolet,Great,9 Chevrolet Blazer 2LT
4594,60477.0,2023,2.8,1412,92,Kia,Unknown,3 Kia Carnival SX Prestige
4595,125981.0,2019,4.9,18352,3038,Porsche,Fair,9 Porsche 911 Carrera S
4597,53894.0,2021,4.8,18225,1234,GMC,Great,GMC Sierra 1500 Denali
4598,37245.0,2019,4.7,28793,4736,Chevrolet,Unknown,9 Chevrolet Blazer Premier
4599,33975.0,2020,4.9,34228,1808,Toyota,Good,Toyota Camry Hybrid XLE
4600,33992.0,2020,4.1,20565,191,INFINITI,Great,INFINITI QX50 LUXE
4601,69955.0,2018,4.9,24334,379,GMC,Fair,GMC Sierra 3500 SLT
4602,43900.0,2018,4.6,55332,532,GMC,Great,GMC Sierra 1500 Denali
4604,45954.0,2020,4.3,45680,498,Cadillac,Good,Cadillac CT6 Luxury
4605,149900.0,2022,5.0,8029,127,Porsche,Good,Porsche Panamera GTS
4606,45978.0,2022,4.5,20652,601,Toyota,Good,Toyota 4Runner TRD Sport
4607,33881.0,2021,4.8,28282,4227,GMC,Good,GMC Acadia SLE
4608,35900.0,2022,3.0,5430,24,Toyota,Good,Toyota Corolla Cross XLE
4610,47651.0,2019,4.6,31413,103,Ford,Good,9 Ford Expedition XLT
4611,38710.0,2020,3.3,17230,506,INFINITI,Great,INFINITI QX60 LUXE
4612,28249.0,2019,4.6,72896,945,Honda,Great,9 Honda Ridgeline RTL-E
4613,48995.0,2022,4.5,13681,561,INFINITI,Good,INFINITI QX55 ESSENTIAL
4614,51970.0,2021,2.8,26015,585,Chevrolet,Great,Chevrolet Silverado 1500 LTZ
4615,35995.0,2022,3.0,11224,122,Subaru,Great,Subaru Ascent Premium 8-Passenger
4617,35297.0,2020,4.5,43388,541,Dodge,Good,Dodge Durango GT
4618,29570.0,2022,3.9,43193,307,Nissan,Unknown,Nissan Pathfinder S
4619,43900.0,2021,4.6,16978,4343,Toyota,Good,Toyota Tacoma Limited
4620,36998.0,2020,4.8,23556,6845,BMW,Great,BMW 330 i xDrive
4621,32651.0,2020,3.2,51224,843,GMC,Good,GMC Acadia SLT
4622,36639.0,2022,4.9,10975,6496,Subaru,Fair,Subaru Outback Limited
4623,84900.0,2020,4.0,39820,316,BMW,Great,BMW X7 M50i
4625,98885.0,2019,4.3,15098,458,BMW,Great,9 BMW i8 Base
4626,84400.0,2022,4.4,1090,2435,GMC,Good,GMC Sierra 1500 AT4X
4627,20947.0,2017,4.1,58537,59,Buick,Great,7 Buick LaCrosse Essence
4628,31688.0,2020,4.5,19842,585,Volvo,Unknown,Volvo XC40 Momentum
4629,36900.0,2021,4.8,35716,3101,Toyota,Good,Toyota Avalon XLE
4630,28995.0,2021,4.1,19496,247,Kia,Unknown,Kia K5 LX
4631,43995.0,2022,4.4,28302,2340,Toyota,Fair,Toyota Avalon Limited
4632,39968.0,2022,3.9,7136,1720,Toyota,Fair,Toyota Tacoma SR5
4634,44959.0,2021,4.7,17134,308,RAM,Good,RAM 1500 Big Horn
4635,37249.0,2022,4.9,8541,992,Jeep,Great,Jeep Grand Cherokee WK Laredo
4636,44974.0,2020,4.6,34111,362,Jeep,Great,Jeep Gladiator Rubicon
4637,41994.0,2020,4.9,27974,4100,Jeep,Good,Jeep Gladiator Sport
4638,51888.0,2021,4.9,20580,418,Jeep,Good,Jeep Gladiator Rubicon
4639,41989.0,2020,4.9,20177,418,Jeep,Great,Jeep Gladiator Overland
4640,35490.0,2020,3.0,46763,798,Jeep,Great,Jeep Gladiator Sport
4641,25021.0,2022,4.8,8309,1152,Volkswagen,Unknown,Volkswagen Passat 2.0T SE
4642,31992.0,2022,4.7,21089,604,Volkswagen,Fair,Volkswagen Passat 2.0T R-Line
4644,75995.0,2019,2.7,40853,22,BMW,Good,9 BMW M760 i xDrive
4645,42979.0,2020,4.6,39177,466,Volvo,Great,Volvo XC90 T5 Momentum 7 Passenger
4646,36899.0,2020,4.6,15899,841,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
4647,45990.0,2019,4.6,53032,5,Chevrolet,Great,9 Chevrolet Suburban LT
4648,107888.0,2017,2.3,50080,31,Porsche,Unknown,7 Porsche 911 Carrera 4S
4649,36995.0,2020,4.9,33869,2255,Cadillac,Great,Cadillac CT5 Sport RWD
4650,41991.0,2020,4.7,16800,2682,Ford,Great,Ford F-150 XLT
4651,53900.0,2019,4.5,63937,407,GMC,Great,9 GMC Yukon Denali
4652,39000.0,2019,4.8,12190,918,Ford,Good,9 Ford Ranger Lariat
4653,40700.0,2021,4.5,46530,5646,Toyota,Great,Toyota Tundra SR
4654,75399.0,2014,4.6,35955,184,Porsche,Good,4 Porsche 911 Carrera
4655,62888.0,2022,4.5,11225,1742,GMC,Great,GMC Sierra 1500 Limited Denali
4656,64896.0,2020,4.7,29064,1800,BMW,Great,BMW X5 M50i
4657,28234.0,2021,2.0,8397,178,Kia,Great,Kia K5 GT-Line
4658,18500.0,2016,4.8,93996,1575,Honda,Unknown,6 Honda CR-V
4659,36989.0,2020,3.2,11037,843,Buick,Good,Buick Envision Premium II
4660,29613.0,2020,4.8,51999,331,Honda,Good,Honda Accord EX-L
4661,45000.0,2019,4.0,35108,54,Chevrolet,Great,9 Chevrolet Suburban LS
4662,98996.0,2022,4.3,9409,291,BMW,Good,BMW 750 i xDrive
4663,33917.0,2020,4.8,30331,4181,Honda,Great,Honda Pilot EX-L
4664,33500.0,2020,4.3,37015,433,Volvo,Good,Volvo S60 T5 Momentum
4665,38990.0,2020,4.5,63068,60,Dodge,Good,Dodge Durango R/T
4666,50074.0,2019,4.4,51481,18,Ford,Unknown,9 Ford Expedition LIMITED
4667,37500.0,2022,4.7,11271,241,Ford,Unknown,Ford Bronco Sport OUTER BANKS
4668,32490.0,2019,4.5,13614,652,Cadillac,Great,9 Cadillac XT5 Luxury
4669,66793.0,2019,4.8,37632,1857,Cadillac,Great,9 Cadillac Escalade ESV Platinum
4670,98990.0,2021,4.9,14234,2019,Cadillac,Unknown,Cadillac Escalade ESV Sport
4675,21994.0,2020,4.3,69595,419,Jeep,Unknown,Jeep Cherokee Limited
4676,38185.0,2020,3.8,35746,22,GMC,Good,GMC Acadia SLT
4677,75988.0,2022,2.9,2580,302,GMC,Good,GMC Yukon SLT
4678,59795.0,2022,4.7,4175,372,BMW,Fair,BMW 430 i xDrive
4679,42482.0,2021,4.5,13734,1308,Acura,Good,Acura TLX A-Spec
4681,88591.0,2020,4.2,15280,99,Chevrolet,Good,Chevrolet Corvette Stingray w/2LT
4683,36996.0,2019,4.5,39047,1414,Nissan,Great,9 Nissan Titan SL
4684,60977.0,2020,4.9,36429,3522,BMW,Unknown,BMW X7 xDrive40i
4685,37500.0,2019,4.8,23531,377,Toyota,Good,9 Toyota Tacoma TRD Sport
4686,45700.0,2021,4.4,18522,1116,RAM,Good,RAM 1500 Big Horn/Lone Star
4687,28011.0,2021,3.0,44687,877,Ford,Good,Ford Mustang EcoBoost
4689,138950.0,2021,4.9,14989,1767,Porsche,Good,Porsche Panamera GTS
4690,34656.0,2020,3.1,29558,411,Ford,Great,Ford Explorer XLT
4691,35280.0,2019,4.4,37205,132,Chrysler,Great,9 Chrysler Pacifica Limited
4692,56493.0,2022,4.6,13216,5353,Toyota,Great,Toyota Tundra Limited
4693,37453.0,2021,3.2,19395,799,Dodge,Good,Dodge Durango GT
4694,42990.0,2020,4.8,36052,1076,INFINITI,Good,INFINITI QX60 SIGNATURE EDITION
4696,35989.0,2020,3.2,53043,843,Chevrolet,Good,Chevrolet Traverse LT Leather
4697,33979.0,2021,4.9,18475,2126,Honda,Good,Honda Passport Sport
4698,48895.0,2021,4.7,24597,955,Volvo,Fair,Volvo S90 T6 Inscription
4699,72255.0,2020,4.7,24123,1783,BMW,Good,BMW 750 i xDrive
4700,51479.0,2021,3.5,28802,843,Nissan,Fair,Nissan Titan XD SL
4701,32487.0,2022,4.6,6234,3890,Nissan,Great,Nissan Frontier SV
4702,38355.0,2019,4.8,37352,1682,GMC,Great,9 GMC Canyon Denali
4703,36843.0,2020,4.5,33033,222,Cadillac,Great,Cadillac CT5 Premium Luxury RWD
4704,40499.0,2021,4.7,18963,1929,INFINITI,Great,INFINITI QX50 ESSENTIAL
4705,102500.0,2019,4.5,4098,48,Porsche,Unknown,9 Porsche 718 Cayman GTS
4706,77997.0,2022,2.3,527,115,Chevrolet,Good,Chevrolet Suburban Z7
4707,29997.0,2019,4.6,39478,257,BMW,Great,9 BMW 430 Gran Coupe i
4708,37386.0,2021,4.8,11196,2203,Ford,Good,Ford Bronco Sport Outer Banks
4710,61997.0,2022,4.1,3566,44,Volvo,Fair,Volvo XC90 Momentum
4711,31000.0,2021,4.7,42890,4081,Subaru,Great,Subaru Ascent Premium 7-Passenger
4712,38430.0,2021,4.1,10641,1404,Ford,Good,Ford Bronco Sport Badlands
