,Price,Year,Rating,Mileage,Rating-Count,Name,Status,model_details
3988,29480.0,2018,4.8,58280,175,Honda,Fair,Honda Civic EX-T
3989,40897.0,2018,4.8,28865,816,BMW,Good,BMW 340 i xDrive
3990,36384.0,2020,4.5,40541,843,BMW,Great,BMW 330 i xDrive
3991,47995.0,2019,3.5,94868,525,Ford,Good,9 Ford F-250 Lariat
3992,48848.0,2022,4.5,7560,300,INFINITI,Good,INFINITI QX55 ESSENTIAL
3993,38500.0,2019,4.8,22491,5748,Volvo,Great,9 Volvo XC60 T6 Momentum
3994,39988.0,2020,4.7,53897,658,Toyota,Good,Toyota RAV4 Hybrid Limited
3995,65850.0,2020,2.7,27698,744,BMW,Great,BMW X7 xDrive40i
3996,64887.0,2020,4.8,30412,640,BMW,Great,BMW X7 xDrive40i
3997,102997.0,2020,4.1,4823,825,BMW,Unknown,BMW M760 i xDrive
3998,68000.0,2020,4.5,42499,476,BMW,Great,BMW 750 i xDrive
3999,84500.0,2022,4.5,4511,161,INFINITI,Good,INFINITI QX80 SENSORY
4000,46499.0,2022,4.7,4430,1054,Buick,Fair,Buick Enclave Essence
4001,44991.0,2020,4.7,29483,308,RAM,Good,RAM 1500 Big Horn
4002,36858.0,2021,4.6,21392,1513,Subaru,Great,Subaru Ascent Limited 7-Passenger
4003,39397.0,2022,3.7,11599,17,Kia,Great,Kia Stinger GT-Line
4004,65900.0,2022,3.1,24034,206,Toyota,Good,Toyota Sequoia Platinum
4005,35863.0,2022,3.8,8210,405,Kia,Great,Kia Stinger GT-Line
4007,43955.0,2021,5.0,45636,58,Buick,Great,Buick Enclave Avenir
4009,38986.0,2021,4.8,21777,234,Dodge,Good,Dodge Durango SXT
4010,117884.0,2020,4.7,20377,244,Porsche,Good,Porsche Taycan 4S
4011,121294.0,2020,4.7,11568,244,Porsche,Good,Porsche Taycan 4S
4012,27849.0,2019,4.1,16313,670,Chrysler,Great,9 Chrysler 300 Touring L
4013,27267.0,2017,4.0,36628,50,Buick,Good,7 Buick LaCrosse Essence
4014,54706.0,2020,4.7,17776,1122,Volvo,Good,Volvo XC90 T6 Inscription 7 Passenger
4015,36995.0,2020,3.2,32756,192,Chevrolet,Good,Chevrolet Traverse LT Cloth
4016,46487.0,2019,4.5,57887,1653,Jeep,Good,9 Jeep Wrangler Unlimited Rubicon
4017,74999.0,2019,1.7,14022,199,BMW,Great,9 BMW M6 Gran Coupe Gran Coupe
4018,64700.0,2019,4.6,40994,466,Porsche,Good,9 Porsche Cayenne Base
4021,24999.0,2016,4.4,61075,122,Nissan,Good,6 Nissan Murano Platinum
4022,148991.0,2018,4.8,16324,2240,Mercedes-Benz,Unknown,Mercedes-Benz AMG S 65 Base
4023,32124.0,2020,4.8,34012,643,Acura,Great,Acura TLX A-Spec
4024,44305.0,2017,4.6,10861,641,Chevrolet,Great,7 Chevrolet Camaro 2SS
4025,70990.0,2022,4.8,6310,2408,Ford,Great,Ford Bronco BADLANDS/SASQUATCH
4026,51500.0,2021,4.9,18257,358,BMW,Good,BMW X4 xDrive30i
4027,45995.0,2020,4.9,35836,290,BMW,Good,BMW X4 xDrive30i
4028,51995.0,2019,4.8,50678,3304,BMW,Good,9 BMW X4 M40i
4030,48997.0,2022,4.7,19040,308,Dodge,Good,Dodge Durango R/T
4031,27495.0,2018,3.7,48088,43,GMC,Great,GMC Sierra 1500 Base
4032,39990.0,2020,4.8,44498,369,Toyota,Good,Toyota Highlander XLE
4033,34785.0,2019,3.8,32142,2422,Honda,Great,9 Honda Ridgeline RTL-T
4034,39996.0,2019,3.7,43147,213,Toyota,Good,9 Toyota Highlander Hybrid XLE
4035,37987.0,2020,4.5,66329,1320,Toyota,Good,Toyota Sienna XLE Premium
4036,30747.0,2017,4.4,28011,257,GMC,Good,7 GMC Canyon SLE
4037,44998.0,2021,2.2,19875,138,Chevrolet,Great,Chevrolet Traverse RS
4038,35900.0,2019,3.0,41920,141,Cadillac,Good,9 Cadillac XT4 Sport
4039,29719.0,2020,4.4,59210,2137,GMC,Good,GMC Terrain SLT
4040,52500.0,2020,4.6,29230,466,Volvo,Good,Volvo XC90 T6 Inscription 6 Passenger
4041,39742.0,2021,2.9,38179,71,Volkswagen,Great,Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line
4042,40454.0,2021,5.0,29961,3396,Dodge,Good,Dodge Durango GT
4043,78395.0,2019,4.9,15233,2255,Cadillac,Great,9 Cadillac CTS-V Base
4044,37500.0,2021,4.7,12360,941,Volkswagen,Good,Volkswagen Arteon 2.0T SEL R-Line
4045,38400.0,2021,4.7,9531,941,Volkswagen,Good,Volkswagen Arteon 2.0T SEL R-Line
4046,28495.0,2020,4.7,12700,1018,Acura,Great,Acura ILX Premium Package
4047,38755.0,2022,4.5,9396,755,Nissan,Great,Nissan Pathfinder SL
4048,40000.0,2020,4.8,13064,178,Ford,Good,Ford Edge ST
4049,46500.0,2022,4.1,6227,59,Volvo,Great,Volvo XC60 B5 Momentum
4050,37995.0,2021,4.5,14119,207,Volkswagen,Good,Volkswagen Arteon 2.0T SEL R-Line
4051,41990.0,2018,5.0,39442,9,Ford,Fair,Ford Focus RS Base
4052,36496.0,2018,4.8,38834,49,Volvo,Great,Volvo V90 Cross Country T5
4053,48999.0,2021,4.1,30269,44,Volvo,Great,Volvo XC90 Momentum
4055,45491.0,2020,4.5,49434,462,BMW,Great,BMW M340 i xDrive
4056,76748.0,2020,4.4,14447,1319,BMW,Great,BMW 840 i xDrive
4057,36995.0,2019,2.8,36903,102,Volvo,Good,9 Volvo XC40 T5 Inscription
4058,25595.0,2019,5.0,50474,66,Acura,Great,9 Acura TLX FWD
4059,64300.0,2021,4.3,20014,717,Ford,Good,Ford Expedition King Ranch
4060,55735.0,2022,4.7,7747,1122,Volvo,Good,Volvo XC90 T6 Momentum 7 Passenger
4061,27231.0,2020,4.7,14932,997,Honda,Great,Honda Accord Sport 1.5T
4062,50828.0,2021,4.6,27378,1819,Dodge,Good,Dodge Durango R/T
4063,32312.0,2020,4.8,29734,300,BMW,Good,BMW X1 sDrive28i
4065,35777.0,2022,4.9,18773,542,Chevrolet,Great,Chevrolet Camaro LT
4066,38998.0,2020,3.7,41075,159,Toyota,Fair,Toyota Highlander Hybrid XLE
4067,26998.0,2022,4.7,3631,115,Buick,Great,Buick Encore GX Select
4068,31995.0,2020,2.7,22090,55,Volkswagen,Unknown,Volkswagen Atlas 2.0T SE w/Technology
4069,46000.0,2018,2.6,60189,103,RAM,Good,RAM 2500 SLT
4070,54995.0,2021,4.4,14406,940,Ford,Good,Ford Explorer ST
4071,51888.0,2022,4.8,3518,675,INFINITI,Good,INFINITI QX55 ESSENTIAL
4072,52781.0,2020,4.6,70601,881,GMC,Great,GMC Yukon XL Denali
4073,42829.0,2022,4.2,24007,418,INFINITI,Good,INFINITI QX55 LUXE
4074,49995.0,2022,3.1,12125,124,INFINITI,Fair,INFINITI QX55 SENSORY
4075,28555.0,2020,4.3,40009,666,GMC,Great,GMC Acadia SLE
4076,31500.0,2021,4.5,16604,274,Dodge,Unknown,Dodge Durango SXT Plus
4077,32900.0,2022,4.7,12831,578,Toyota,Good,Toyota Tacoma SR
4078,58418.0,2021,3.7,8264,63,BMW,Great,BMW M440 i xDrive
4080,34011.0,2022,4.3,31022,1897,Honda,Great,Honda CR-V Hybrid EX-L
4081,47994.0,2021,4.8,17819,516,Volvo,Great,Volvo XC90 T6 Momentum 7 Passenger
4082,56399.0,2020,4.7,28382,1054,GMC,Great,GMC Sierra 1500 Denali
4083,56995.0,2022,4.8,680,77,INFINITI,Fair,INFINITI QX60 Luxe
4084,37991.0,2019,4.9,38832,826,Honda,Good,9 Honda Odyssey EX-L
4085,185734.0,2019,4.9,6773,4732,Porsche,Great,9 Porsche 911 Turbo
4086,25000.0,2020,4.5,63710,1125,Ford,Good,Ford Mustang EcoBoost Premium
4087,42916.0,2021,2.5,40509,68,GMC,Fair,GMC Canyon Denali
4088,46991.0,2021,3.4,8177,508,Jeep,Good,Jeep Wrangler Rubicon
4090,29800.0,2022,3.7,40056,112,Kia,Good,Kia K5 GT-Line
4091,58990.0,2022,4.9,10172,463,Volvo,Fair,Volvo XC60 Recharge Plug-In Hybrid R-Design
4092,38901.0,2021,2.7,15768,158,Buick,Good,Buick Envision Essence
4094,58889.0,2022,4.7,6031,1480,Kia,Fair,Kia EV6 Wind
4095,51679.0,2017,2.7,59213,130,Chevrolet,Great,7 Chevrolet Silverado 2500 LTZ
4096,72995.0,2020,4.8,21515,2005,BMW,Great,BMW 750 i xDrive
4097,56500.0,2019,4.3,44449,141,Chevrolet,Great,9 Chevrolet Tahoe Premier
4098,33998.0,2019,2.7,30417,171,Chevrolet,Great,9 Chevrolet Traverse LT Leather
4099,39000.0,2022,2.3,6311,461,Jeep,Great,Jeep Wrangler Unlimited Sport
4100,36651.0,2019,4.5,22893,115,Ford,Good,9 Ford Explorer XLT
4101,47625.0,2022,4.8,3383,3249,RAM,Good,RAM 1500 Big Horn
4102,99995.0,2022,3.9,1036,441,Jeep,Good,Jeep Wrangler Unlimited Rubicon 39
4103,34995.0,2018,4.8,67832,562,Dodge,Unknown,Dodge Durango Citadel
4104,61886.0,2022,4.4,26782,67,RAM,Unknown,RAM 1500 Longhorn
4106,22960.0,2021,4.8,22864,953,Honda,Great,Honda HR-V Sport
4107,107986.0,2022,3.2,807,75,Cadillac,Great,Cadillac CT5-V V-Series Blackwing
4108,39306.0,2021,4.3,15678,28,Cadillac,Great,Cadillac CT5 Luxury RWD
4110,119025.0,2022,4.3,3000,465,Mercedes-Benz,Unknown,Mercedes-Benz S-Class S 500 4MATIC
4111,32991.0,2019,4.8,19767,526,Chevrolet,Good,9 Chevrolet Camaro 2LT
4112,69997.0,2022,4.8,1246,1271,Ford,Good,Ford Mustang Mach-E GT
4113,14750.0,2020,2.7,11447,130,Chevrolet,Good,Chevrolet Spark LS
4114,24465.0,2020,4.9,21596,724,GMC,Great,GMC Terrain SLE
4115,28899.0,2021,4.6,24944,1069,Kia,Good,Kia K5 GT-Line
4116,44584.0,2020,4.9,34655,305,Toyota,Good,Toyota Highlander Platinum
4117,24588.0,2020,1.8,60950,117,Nissan,Good,Nissan Maxima 3.5 SV
4118,42982.0,2020,4.9,25324,322,Chevrolet,Great,Chevrolet Silverado 1500 Custom Trail Boss
4120,33950.0,2020,4.8,29384,1693,Honda,Great,Honda Passport EX-L
4121,34685.0,2019,3.8,22969,572,Toyota,Good,9 Toyota Avalon XSE
4122,25988.0,2019,4.3,48898,73,Toyota,Good,9 Toyota 86 Base
4123,45000.0,2021,4.6,17692,1244,Toyota,Good,Toyota Avalon TRD
4124,42650.0,2021,4.9,48094,1839,Toyota,Good,Toyota Highlander Limited
4125,48500.0,2021,4.8,12186,918,Ford,Good,Ford F-150 XLT
4126,93953.0,2016,5.0,8801,28,Porsche,Great,6 Porsche Boxster Spyder
4127,26897.0,2022,4.9,5553,190,Nissan,Good,Nissan Altima 2.5 SV
4128,38500.0,2021,3.0,5337,141,Cadillac,Good,Cadillac CT4 Luxury
4129,42700.0,2021,4.8,15240,722,Honda,Good,Honda Ridgeline RTL-E
4130,39233.0,2019,4.8,60566,2158,Toyota,Good,9 Toyota 4Runner Limited
4131,65812.0,2019,4.4,9655,1589,Ford,Good,9 Ford F-350 XLT
4132,22935.0,2020,2.7,33150,158,Jeep,Great,Jeep Compass Latitude
4133,32165.0,2022,4.8,7552,704,Toyota,Good,Toyota Tacoma SR
4134,67922.0,2019,4.8,29588,1444,BMW,Great,9 BMW X7 xDrive50i
4135,31804.0,2021,2.7,14567,178,Honda,Great,Honda Passport Sport
4136,46265.0,2019,4.0,15201,324,BMW,Good,9 BMW 440 Gran Coupe i
4137,46750.0,2021,4.6,5524,6762,Toyota,Great,Toyota Tundra SR5
4138,24681.0,2017,4.7,40873,1653,Nissan,Great,7 Nissan Maxima 3.5 Platinum
4139,40098.0,2021,4.1,36417,423,Dodge,Good,Dodge Durango GT
4140,50621.0,2021,4.9,15260,418,Jeep,Good,Jeep Gladiator Mojave
4141,41140.0,2020,4.6,41375,785,BMW,Great,BMW 440 i
4142,66461.0,2021,3.6,31775,492,BMW,Unknown,BMW X7 xDrive40i
4143,31556.0,2019,4.7,29269,1122,Volvo,Great,9 Volvo S60 T6 Momentum
4144,33702.0,2019,4.8,26700,873,Honda,Great,9 Honda Passport Touring
4145,39399.0,2022,3.6,19217,627,Honda,Good,Honda Passport EX-L
4146,43285.0,2021,2.3,8145,75,Kia,Unknown,Kia Stinger GT
4147,37995.0,2022,4.7,6298,652,Cadillac,Great,Cadillac CT4 Luxury
4148,39599.0,2021,4.9,10264,2846,Cadillac,Good,Cadillac CT4 Premium Luxury
4149,42991.0,2021,4.9,20229,519,Cadillac,Good,Cadillac CT4 Sport
4150,50400.0,2021,4.6,37042,2263,Cadillac,Good,Cadillac XT6 Sport AWD
4151,66988.0,2019,3.5,44789,895,GMC,Good,9 GMC Sierra 2500 Denali
4152,50656.0,2022,3.4,1330,624,Ford,Good,Ford Explorer Timberline
4153,56495.0,2022,4.5,7690,300,INFINITI,Good,INFINITI Q60 RED SPORT 4
4154,127449.0,2022,4.9,1776,725,Cadillac,Fair,Cadillac Escalade ESV Premium Luxury Platinum
4155,68864.0,2020,4.3,24590,710,Chevrolet,Good,Chevrolet Tahoe Premier
4156,53490.0,2022,3.0,1496,585,Kia,Great,Kia EV6 Wind
4157,43500.0,2020,3.9,19952,298,Volvo,Great,Volvo XC60 T5 Inscription
4159,59477.0,2018,4.7,16807,381,Porsche,Great,Porsche 718 Cayman Base
4160,64599.0,2022,4.2,6374,1653,Ford,Good,Ford Bronco Black Diamond
4161,48999.0,2020,4.7,46500,665,Jeep,Great,Jeep Wrangler Unlimited Rubicon
4162,42995.0,2021,4.6,39924,1698,Toyota,Good,Toyota Highlander Hybrid XLE
4163,41991.0,2021,4.1,9895,821,Kia,Good,Kia Telluride EX
4164,172900.0,2022,4.4,909,48,Porsche,Good,Porsche 911 Carrera S
4165,15199.0,2015,4.8,142672,2674,Honda,Great,5 Honda Pilot EX
4167,40450.0,2022,4.8,5435,1839,Ford,Good,Ford Bronco Sport Badlands
4168,33302.0,2021,4.4,16152,1161,Ford,Great,Ford Bronco Sport Big Bend
4169,33888.0,2020,4.8,14378,675,INFINITI,Great,INFINITI QX60 Luxe
4170,33273.0,2021,4.8,7008,1616,Volkswagen,Good,Volkswagen Atlas 2.0T S
4171,97991.0,2022,4.3,857,86,Porsche,Great,Porsche 718 Boxster S
4172,50700.0,2021,3.0,14616,877,Ford,Great,Ford Expedition XLT
4173,39000.0,2020,3.7,16472,584,Volvo,Great,Volvo XC60 T6 Momentum
4174,27900.0,2019,4.7,19727,490,Acura,Unknown,9 Acura TLX
4175,25490.0,2021,4.1,54789,592,Kia,Good,Kia Seltos S
4176,35300.0,2019,4.9,30337,86,Volvo,Great,9 Volvo XC60 T5 Inscription
4177,49999.0,2019,4.7,30090,789,Ford,Great,9 Ford Expedition Max Limited
4178,114990.0,2021,4.9,9826,3754,Porsche,Good,Porsche Panamera E-Hybrid 4S
4179,43384.0,2018,4.6,55229,1031,Chevrolet,Great,Chevrolet Suburban Premier
4180,82983.0,2021,4.9,13276,3484,BMW,Great,BMW M4 Competition
4181,229000.0,2020,4.7,10234,128,Bentley,Unknown,Bentley Continental GT
4182,32800.0,2021,4.7,23617,2054,Buick,Great,Buick Envision Essence
4183,48906.0,2022,4.6,5532,2538,Nissan,Good,Nissan Pathfinder Platinum
4184,27000.0,2018,4.5,63017,356,Chevrolet,Great,Chevrolet Traverse LT Cloth
4185,30900.0,2020,4.9,43397,1011,INFINITI,Great,INFINITI QX60 Luxe
4186,74988.0,2021,4.8,8652,350,Porsche,Great,Porsche 718 Cayman T
4187,72997.0,2020,4.9,24608,1268,BMW,Great,BMW X5 M50i
4188,30699.0,2019,3.1,63101,411,Ford,Great,9 Ford Explorer Limited
4189,72620.0,2021,4.8,33762,713,GMC,Good,GMC Sierra 3500 SLT
4190,69500.0,2022,4.4,2171,3816,Chevrolet,Great,Chevrolet Tahoe LT
4191,30995.0,2020,2.9,23220,468,GMC,Good,GMC Terrain SLT
4192,41500.0,2021,4.2,31992,606,RAM,Great,RAM 1500 Big Horn
4193,43090.0,2020,2.6,19652,210,Ford,Good,Ford F-150 XLT
4194,36790.0,2021,4.9,42746,108,Cadillac,Good,Cadillac CT5 Luxury RWD
4195,38989.0,2021,4.4,5245,306,Cadillac,Great,Cadillac CT5 Luxury RWD
4196,35795.0,2020,4.7,23045,2139,Cadillac,Great,Cadillac CT5 Luxury RWD
4197,47898.0,2022,4.3,13955,534,Nissan,Unknown,Nissan Armada S
4198,27998.0,2019,3.2,21156,211,Dodge,Good,9 Dodge Challenger SXT
4199,28491.0,2020,4.5,52759,1481,Toyota,Good,Toyota Tacoma SR
4200,46998.0,2021,2.2,3427,138,Chevrolet,Great,Chevrolet Traverse RS
4201,57982.0,2022,4.6,19027,598,Acura,Great,Acura MDX Advance
4202,24888.0,2018,4.7,40204,5804,Ford,Fair,Ford Taurus SEL
4203,42399.0,2022,4.8,3103,1678,Acura,Good,Acura TLX w/A-Spec Package
4204,122900.0,2020,4.9,15168,496,Porsche,Good,Porsche 911 Carrera S
4205,26961.0,2019,4.4,34018,122,Jeep,Great,9 Jeep Cherokee Limited
4206,49000.0,2021,3.7,19714,702,Jeep,Great,Jeep Wrangler Unlimited Rubicon
4207,116987.0,2022,3.2,3091,75,Cadillac,Good,Cadillac CT5-V V-Series Blackwing
4209,88900.0,2021,3.3,14899,103,Porsche,Good,Porsche Cayenne AWD
4210,58789.0,2021,4.1,14001,670,Jeep,Good,Jeep Wrangler Unlimited Rubicon
4211,27677.0,2019,3.8,24326,81,Kia,Good,9 Kia Optima SX Turbo
4212,27987.0,2018,4.9,73172,1212,Toyota,Great,Toyota Tacoma SR5
4213,28890.0,2019,4.8,33621,238,FIAT,Good,9 FIAT 124 Spider Abarth
4214,61990.0,2020,4.6,33957,317,Porsche,Great,Porsche Macan S
4215,104526.0,2021,4.5,8298,114,Cadillac,Great,Cadillac Escalade ESV Premium Luxury
4216,89602.0,2021,4.6,12218,587,Porsche,Great,Porsche Cayenne S
4218,37485.0,2020,4.4,37487,433,GMC,Great,GMC Acadia AT4
4219,22900.0,2020,4.4,59256,6713,Dodge,Unknown,Dodge Charger SXT
4221,35400.0,2021,3.9,24179,1131,Honda,Great,Honda Pilot EX-L
4222,43495.0,2021,4.9,7554,2255,Cadillac,Good,Cadillac CT4 Sport
4223,43495.0,2020,4.9,22141,2255,Cadillac,Fair,Cadillac CT4 V-Series
4224,36750.0,2018,4.6,40852,2659,Volvo,Great,Volvo XC90 T5 Momentum
4225,59900.0,2018,4.9,56598,4296,GMC,Good,GMC Sierra 2500 Denali
4226,34988.0,2020,4.9,17296,2846,Cadillac,Good,Cadillac CT5 Luxury RWD
4227,30000.0,2021,4.3,29529,141,Volkswagen,Unknown,Volkswagen Atlas 2.0T S
4229,56982.0,2021,4.7,2082,1119,Ford,Great,Ford Mustang Mach
4230,83584.0,2022,4.1,13500,1267,GMC,Good,GMC Yukon Denali
4231,199990.0,2021,3.9,5524,281,Bentley,Unknown,Bentley Bentayga V
4232,71999.0,2020,4.7,4942,616,BMW,Unknown,BMW 840 i xDrive
4233,56995.0,2022,3.8,3735,129,Volvo,Fair,Volvo C40 Recharge Pure Electric P8 Ultimate
4234,26497.0,2018,4.9,39535,2717,Kia,Great,Kia Stinger Base
4236,44315.0,2019,4.6,30896,204,Nissan,Great,9 Nissan Titan XD PRO-4X
4237,32487.0,2022,4.6,1056,3890,Nissan,Great,Nissan Frontier SV
4238,44999.0,2022,4.9,7710,157,INFINITI,Good,INFINITI QX55 LUXE
4239,45848.0,2019,4.8,89449,1187,Ford,Great,9 Ford Expedition Max Platinum
4240,36891.0,2018,4.5,67635,686,Ford,Good,Ford F-150 XLT
4241,102482.0,2022,4.1,1063,1267,Chevrolet,Good,Chevrolet Corvette Stingray w/3LT
4242,61994.0,2022,4.8,3439,2391,Toyota,Unknown,Toyota Supra 3.0 Premiu
4243,41490.0,2020,4.2,19718,698,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line
4244,59988.0,2021,4.5,21218,75,Volvo,Great,Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression 7 Passenger
4245,26000.0,2020,4.8,18590,2768,Kia,Fair,Kia Soul X-Line
4247,35998.0,2019,4.6,33060,946,Toyota,Great,9 Toyota Tacoma TRD Sport
4248,41560.0,2020,3.7,33178,55,GMC,Great,GMC Yukon SLE
4250,42700.0,2020,3.3,14353,173,Cadillac,Great,Cadillac CT4 Sport
4252,36999.0,2021,4.6,13757,1068,BMW,Good,BMW X1 xDrive28i
4253,169799.0,2021,4.7,1442,244,Porsche,Great,Porsche 911 Carrera 4S
4255,36599.0,2021,4.3,56651,842,Ford,Great,Ford Explorer Limited
4256,42497.0,2021,4.8,15274,824,BMW,Great,BMW X3 xDrive30i
4257,55996.0,2022,4.8,6783,640,Volvo,Great,Volvo XC90 T6 Momentum 7 Passenger
4258,17899.0,2018,3.6,52254,80,Kia,Unknown,Kia Optima LX
4259,33658.0,2021,3.0,19868,51,GMC,Good,GMC Terrain SLT
4260,63997.0,2020,4.6,34007,737,BMW,Unknown,BMW 750 i xDrive
4261,38936.0,2020,4.3,16143,162,Ford,Good,Ford Explorer XLT
4262,31995.0,2020,4.9,33576,114,Acura,Fair,Acura ILX Premium Package
4263,25895.0,2021,4.9,38295,2210,Toyota,Good,Toyota Camry LE
4264,45749.0,2021,4.9,48010,992,Chrysler,Good,Chrysler Pacifica Hybrid Pinnacle
4265,25745.0,2021,4.6,13025,47,Volkswagen,Great,Volkswagen Tiguan 2.0T S
4266,48995.0,2019,4.5,40883,213,Chevrolet,Great,9 Chevrolet Tahoe LT
4268,74328.0,2020,4.4,34743,256,Cadillac,Great,Cadillac Escalade ESV Platinum
4269,47389.0,2022,4.8,4680,49,Volvo,Great,Volvo XC60 B5 Momentum
4270,52898.0,2022,3.7,5855,75,Cadillac,Great,Cadillac XT6 Premium Luxury FWD
4271,39995.0,2021,4.4,13339,2435,Chevrolet,Great,Chevrolet Camaro LT
4272,122363.0,2022,3.5,22469,802,BMW,Unknown,BMW M8 Competition
4273,54000.0,2022,4.1,11614,1039,Ford,Good,Ford Explorer ST
4275,37494.0,2020,4.6,36226,68,INFINITI,Unknown,INFINITI QX50 PURE
4276,33889.0,2018,4.9,42368,78,Acura,Unknown,Acura RDX
4277,37330.0,2020,4.9,12357,1268,BMW,Great,BMW 228 Gran Coupe i xDrive
4278,33987.0,2019,4.2,32905,332,GMC,Good,9 GMC Acadia SLT-
4281,21608.0,2019,4.7,34565,734,Volkswagen,Great,9 Volkswagen Golf SportWagen 1.4T SE
4282,45995.0,2019,4.5,23485,365,BMW,Great,9 BMW X5 xDrive40i
4283,88995.0,2023,4.4,1003,2435,Chevrolet,Unknown,3 Chevrolet Corvette Stingray w/1LT
4284,101995.0,2022,4.8,1316,1234,Chevrolet,Great,Chevrolet Corvette Stingray w/3LT
4285,26663.0,2019,4.9,63754,6496,Subaru,Great,9 Subaru Ascent Premium 7-Passenger
4286,33682.0,2020,4.1,66487,247,Toyota,Unknown,Toyota RAV4 Adventure
4287,30490.0,2020,4.4,23810,245,Ford,Great,Ford Edge SEL
4288,35495.0,2020,4.9,44401,2255,Cadillac,Great,Cadillac CT5 Luxury RWD
4289,47995.0,2022,3.8,5995,359,Volvo,Good,Volvo XC60 B5 Momentum
4290,33911.0,2019,4.2,14179,18,INFINITI,Great,9 INFINITI Q50 3.0t Sport
4291,30411.0,2020,3.9,31546,222,Honda,Good,Honda Civic Si Base
4292,47991.0,2021,4.5,30604,1320,Toyota,Good,Toyota Tundra SR5
4293,70988.0,2019,4.8,26356,640,BMW,Great,9 BMW M850 i xDrive
4294,44338.0,2021,4.6,25688,318,Toyota,Good,Toyota Highlander XSE
4295,53995.0,2020,2.6,17344,73,Cadillac,Good,Cadillac XT6 Sport AWD
4296,67977.0,2021,4.9,24478,3522,BMW,Unknown,BMW X7 xDrive40i
4297,29895.0,2022,4.8,11128,783,Kia,Good,Kia K5 LX
4299,31900.0,2020,4.0,33592,631,BMW,Great,BMW X2 sDrive28i
4300,27999.0,2021,4.1,21153,522,Nissan,Great,Nissan Rogue SV
4301,44640.0,2021,4.6,46453,1819,Jeep,Fair,Jeep Grand Cherokee Trailhawk
4302,24477.0,2020,3.3,25547,450,Honda,Good,Honda HR-V LX
4303,52491.0,2021,4.9,14040,225,INFINITI,Great,INFINITI Q60 3.0t Red Sport 4
4305,84981.0,2020,4.8,29403,35,Porsche,Unknown,Porsche Panamera Sport Turismo 4
4306,55494.0,2021,4.9,23204,4100,Jeep,Fair,Jeep Gladiator Mojave
4307,28400.0,2021,3.4,24420,133,Kia,Unknown,Kia K5 EX
4308,29800.0,2022,3.4,24132,133,Kia,Unknown,Kia K5 GT-Line
4311,34995.0,2023,4.3,1507,3166,Kia,Unknown,3 Kia Sportage LX
4312,58500.0,2021,4.7,16751,513,RAM,Great,RAM 1500 Limited
4313,71971.0,2020,4.7,21132,1783,BMW,Great,BMW 750 i xDrive
4314,96984.0,2020,4.9,26398,3484,BMW,Unknown,BMW M8 Competition
4315,39900.0,2021,4.6,10238,32,Nissan,Fair,Nissan Maxima 3.5 SR
4316,67995.0,2021,4.9,25213,1005,INFINITI,Great,INFINITI QX80 SENSORY
4317,27911.0,2020,3.0,22238,231,Buick,Great,Buick Envision Essence
4318,47955.0,2021,4.3,21749,1243,Toyota,Good,Toyota 4Runner Venture
4319,29994.0,2022,4.7,16702,156,Honda,Good,Honda HR-V EX-L
4320,36659.0,2019,4.0,33266,98,Volvo,Unknown,9 Volvo S60 T6 Inscription
4322,80998.0,2021,4.8,25940,300,BMW,Good,BMW M3 Competition
4323,50994.0,2021,4.9,45595,737,INFINITI,Great,INFINITI QX80 Luxe
4324,30995.0,2021,4.4,35780,2450,Toyota,Good,Toyota Prius XLE
4325,58981.0,2021,4.3,18464,1074,Ford,Great,Ford F-150 Lariat
4326,39996.0,2020,4.9,40010,948,Acura,Great,Acura MDX 3.5L w/Technology Package
4328,69996.0,2022,4.1,7691,59,Chevrolet,Great,Chevrolet Suburban RST
4329,38743.0,2020,3.6,24293,237,Chevrolet,Great,Chevrolet Blazer Premier
4330,42494.0,2022,4.7,4935,980,Chevrolet,Good,Chevrolet Blazer Premier
4331,26995.0,2020,4.7,33003,980,Chevrolet,Great,Chevrolet Blazer 1LT
4332,149492.0,2020,4.9,6150,1271,Porsche,Great,Porsche 911 Carrera 4S
4333,37996.0,2019,4.8,23301,2016,BMW,Great,9 BMW 440 Gran Coupe i
4334,65640.0,2020,4.5,17634,843,BMW,Great,BMW X3 M SPORTS ACTIVITY VEHICLE
4336,24469.0,2021,4.9,22740,350,Buick,Great,Buick Encore Preferred
4337,48999.0,2020,4.6,20871,1068,BMW,Good,BMW X4 xDrive30i
4338,46995.0,2019,3.3,38590,513,GMC,Good,9 GMC Sierra 1500 SLT
4339,32975.0,2019,4.9,17825,1808,Toyota,Good,9 Toyota RAV4 LE
4340,24000.0,2020,3.1,60734,528,Jeep,Great,Jeep Cherokee Latitude Plus
4342,49432.0,2022,3.6,7211,514,GMC,Great,GMC Sierra 1500 Limited SLE
4345,44967.0,2019,4.9,37673,694,Volvo,Unknown,9 Volvo S90 T8 eAWD Plug-In Hybrid Inscription
4346,119964.0,2019,5.0,15667,345,Porsche,Good,9 Porsche Panamera GTS
4347,56622.0,2022,4.8,988,2158,Toyota,Good,Toyota Tundra SR5
4348,43500.0,2020,5.0,27450,966,Ford,Good,Ford Explorer Limited
